"modGenes","modUniprotIDs"
"contig114429","Q5R7R9"
"contig138469_176084","No_Uniprotmatch"
"contig108816_178642_118021_116956","Q17A75"
"contig6086","No_Uniprotmatch"
"contig177960","P46109"
"contig218974","Q5ZJQ7"
"contig100213","No_Uniprotmatch"
"contig211688","Q9JM13"
"contig106369","Q16825"
"contig126418","No_Uniprotmatch"
"contig194155","Q964T1"
"contig179839","P24643"
"contig209920","No_Uniprotmatch"
"contig22126","Q7TP36"
"contig181349","O95847"
"contig210252_157868","Q3U2P1"
"contig213424_172005","Q9Y5U9"
"contig209427","No_Uniprotmatch"
"contig170662_130501","Q8N159"
"contig147986","D7NNB6"
"contig106931","Q8C8U0"
"contig218778","No_Uniprotmatch"
"contig177637","Q5R533"
"contig60830_105005","Q8R0S4"
"contig104736","O02695"
"contig100223","No_Uniprotmatch"
"contig169857","No_Uniprotmatch"
"contig151397","Q02040"
"contig107312","Q5BKC9"
"contig93780","No_Uniprotmatch"
"contig115425","Q8CFI0"
"contig114599","No_Uniprotmatch"
"contig193391","No_Uniprotmatch"
"contig182965","Q6RI86"
"contig82716_77941","Q9HAR2"
"contig118609","Q6TMK8"
"contig218317","Q78S06"
"contig115433","Q61062"
"contig149730","C3ZWK7"
"contig164822","Q9ER63"
"contig150443","Q8IXZ2"
"contig217197","No_Uniprotmatch"
"contig114781","No_Uniprotmatch"
"contig179632","O89026"
"contig184266","P02516"
"contig156176","A6QLU6"
"contig105469","P48727"
"contig159560","Q5RET6"
"contig189268","Q4PMC9"
"contig205593","Q76IL7"
"contig109667","Q3UMG5"
"contig189475","No_Uniprotmatch"
"contig118529_6471_5807","Q9H6K1"
"contig153060","A9VQ75"
"contig98475","Q99JB0"
"contig181940","P46426"
"contig192309","P82471"
"contig74086","No_Uniprotmatch"
"contig160031","Q9ERE4"
"contig80019","No_Uniprotmatch"
"contig8869","No_Uniprotmatch"
"contig216138","A6QQF5"
"contig80677","No_Uniprotmatch"
"contig210464","No_Uniprotmatch"
"contig110099","No_Uniprotmatch"
"contig213766","Q5TTG1"
"contig208148","Q9CYH6"
"contig209013","Q92734"
"contig112604","Q9Y5T5"
"contig97149","Q80T32"
"contig137459","Q5R7J8"
"contig147745","Q5F3G6"
"contig176450_105992","P14211"
"contig111558","Q08DY9"
"contig191079","No_Uniprotmatch"
"contig180694","Q801G1"
"contig176981","Q69BJ7"
"contig68402","Q29471"
"contig137411","Q6AYN9"
"contig79532","Q5SXY1"
"contig120134_150612_177584","Q96AY4"
"contig75839","Q7ZUK7"
"contig178483","Q3LG56"
"contig75404","Q02543"
"contig179467","Q5R7R9"
"contig175750_156905","O47497"
"contig39951","Q80VI1"
"contig157936","No_Uniprotmatch"
"contig211184","No_Uniprotmatch"
"contig80834","Q66PY1"
"contig111260","Q9BQE4"
"contig129483","No_Uniprotmatch"
"contig116876","Q5RAG8"
"contig181560","No_Uniprotmatch"
"contig114123","A1B4Z9"
"contig113405","Q32L63"
"contig218583","A6QP70"
"contig210919","No_Uniprotmatch"
"contig130758","No_Uniprotmatch"
"contig186767","Q91X58"
"contig212295","O88398"
"contig117166","Q14789"
"contig83371","No_Uniprotmatch"
"contig175525_180816","O77676"
"contig188691","Q8MJU1"
"contig126513","Q68F72"
"contig109129","C3ZF23"
"contig111299","Q6P4W7"
"contig170593","Q80X50"
"contig114174","Q08BS4"
"contig207961","Q6P656"
"contig152884","No_Uniprotmatch"
"contig12444_82328","P78383"
"contig71021","Q9VDG2"
"contig217169","Q90953"
"contig104110_177850","Q6PFL6"
"contig194573","No_Uniprotmatch"
"contig99763","No_Uniprotmatch"
"contig105766_115061","No_Uniprotmatch"
"contig176013","Q5NVI3"
"contig158874","Q8CIB5"
"contig128679","No_Uniprotmatch"
"contig177962","Q3LG56"
"contig132232","No_Uniprotmatch"
"contig110285","Q8TC84"
"contig17682","No_Uniprotmatch"
"contig212912","Q69ZL1"
"contig119259","Q9NY64"
"contig205024","C5YTX1"
"contig194768","P31977"
"contig18822_114809","Q8JZZ6"
"contig205115_218907_21920","Q98UF7"
"contig23079","O75319"
"contig176363","D7F169"
"contig9702","P36508"
"contig217016","Q0AH42"
"contig70343","Q66J69"
"contig174464","Q7ZV80"
"contig113826","No_Uniprotmatch"
"contig111006","Q9TWL9"
"contig194216","O02695"
"contig154924","Q9HD15"
"contig71570","No_Uniprotmatch"
"contig151334","Q6TUG0"
"contig81437","No_Uniprotmatch"
"contig80908_115576","Q5ZHP5"
"contig125049","Q92824"
"contig187000","P39429"
"contig116184","Q5BJQ6"
"contig73154","Q9W6H5"
"contig189086_210114","No_Uniprotmatch"
"contig114937","Q96DY2"
"contig151692","Q39610"
"contig212353","Q54G14"
"contig146444","F1QIZ4"
"contig150408","No_Uniprotmatch"
"contig139457","P83877"
"contig116839","Q5DTV4"
"contig192164","No_Uniprotmatch"
"contig160912","No_Uniprotmatch"
"contig209799","Q3UDW8"
"contig98278","No_Uniprotmatch"
"contig80643","A9UNQ4"
"contig13195_214059_211892","O94844"
"contig203419_109529","Q9BZ19"
"contig180102","Q91XE9"
"contig113534","O75762"
"contig110046","Q6PGY5"
"contig17516","Q9ERG2"
"contig169884","Q8BI21"
"contig49218","No_Uniprotmatch"
"contig173682","B2GUV7"
"contig172064","No_Uniprotmatch"
"contig120039_151000_150543_106550","P31400"
"contig109565","Q641Z6"
"contig86911_203900","Q9Z0R6"
"contig109473_179404","Q96AY4"
"contig154324","No_Uniprotmatch"
"contig116523","O95470"
"contig148000_128384","Q9P2E3"
"contig177128","Q1HA50"
"contig107941_213491","Q7SC45"
"contig110873","Q5PYH7"
"contig48692_105496","Q9UGM1"
"contig164973","Q6NRZ4"
"contig184643_78532","O94632"
"contig81565","No_Uniprotmatch"
"contig212420","No_Uniprotmatch"
"contig3557_194661_112308","Q8R1R3"
"contig210410","Q3LG56"
"contig151819","Q96T23"
"contig158375","Q78P75"
"contig209478","O35116"
"contig151135","C1BYW9"
"contig115627","Q561R0"
"contig136514","No_Uniprotmatch"
"contig118601","Q90889"
"contig181630","No_Uniprotmatch"
"contig157409","Q6GVH4"
"contig73660","No_Uniprotmatch"
"contig16619","Q99PI5"
"contig219073","No_Uniprotmatch"
"contig209585","No_Uniprotmatch"
"contig180766","Q9DAJ5"
"contig158385","Q9GZT9"
"contig163588","No_Uniprotmatch"
"contig215417","Q2KJ25"
"contig178525","Q6CLN9"
"contig68679","P31266"
"contig194911","No_Uniprotmatch"
"contig118847","No_Uniprotmatch"
"contig188076_188614","O93429"
"contig177145","Q6PBH5"
"contig79789","Q5RB31"
"contig106831","No_Uniprotmatch"
"contig131391","Q96BD5"
"contig104763","Q23023"
"contig192582","Q25009"
"contig191409","Q66HG8"
"contig108194","No_Uniprotmatch"
"contig70329_204894_180464","Q07960"
"contig93500","No_Uniprotmatch"
"contig140821_153658","Q86Y13"
"contig211140","Q5R9H4"
