"modGenes","modUniprotIDs"
"contig78984","Q9DBI0"
"contig187631","Q4QL83"
"contig82216","Q6PFL8"
"contig209078","A2AQ19"
"contig176714_210518_105285","No_Uniprotmatch"
"contig113214","No_Uniprotmatch"
"contig75810_203869","Q9D0F3"
"contig75439","Q9JID1"
"contig147427","Q9NZM3"
"contig73331","Q6DFB7"
"contig81179_174651_193851","No_Uniprotmatch"
"contig105422","Q13825"
"contig164022_213272_58633_164135","D0LH81"
"contig176815","B7T146"
"contig169880","No_Uniprotmatch"
"contig204795","C3YEM5"
"contig169442_211611","O35920"
"contig210808","O35182"
"contig205227","Q62220"
"contig140807","P18519"
"contig105594","E9C1T2"
"contig21772","B7T148"
"contig203813","Q6VQ14"
"contig151272","P28304"
"contig77361","Q6NT99"
"contig177481_107018","No_Uniprotmatch"
"contig44542_55363_151859","P09760"
"contig150518","Q8NEP9"
"contig96781","A7NMG0"
"contig156955","Q6DIC0"
"contig210825_72122","P58659"
"contig174349","P07090"
"contig179959","P07098"
"contig155850_188983","P28304"
"contig150249_170308_160859_181849","Q8TB22"
"contig115709","P20171"
"contig79217","Q5SPX1"
"contig205699","No_Uniprotmatch"
"contig174606","P09327"
"contig147828","Q14114"
"contig80423","C0JKE8"
"contig16974_158273_78528","Q96P44"
"contig95734","No_Uniprotmatch"
"contig96899","Q9QZR6"
"contig109222","Q9UQ90"
"contig146969","P29145"
"contig83045","Q5XFW6"
"contig149312","No_Uniprotmatch"
"contig191079","No_Uniprotmatch"
"contig24474_8625_16301","Q63934"
"contig70107","Q16990"
"contig152575","No_Uniprotmatch"
"contig83042_135178_174757","O35819"
"contig69821","Q502J7"
"contig155267","Q4QRK0"
"contig110500_179971","P10079"
"contig104029","Q5R9L8"
"contig152331","Q9DGN0"
"contig154158","Q4QL83"
"contig207907","Q3ZBD7"
"contig22411","Q99JB0"
"contig174350","No_Uniprotmatch"
"contig171924","Q5R5U1"
"contig187340","B3ECZ0"
"contig177247","Q4LDE5"
"contig212353","Q54G14"
"contig146847","Q5R3I4"
"contig69450","No_Uniprotmatch"
"contig77233","Q5RAG3"
"contig94332","Q49UX2"
"contig169115","No_Uniprotmatch"
"contig55047","B2KTD3"
"contig104731","P10079"
"contig195591","Q15386"
"contig177128","Q1HA50"
"contig205153","Q9I931"
"contig202349","Q8JZP3"
"contig18792_214067_170346_210278_93322","O16025"
"contig79716","B4MR46"
"contig173984","Q9QUN9"
"contig167487_203920","P22577"
"contig74291_177546_107380_189420","A1X283"
"contig146913","Q9VCA2"
"contig203839","Q03516"
"contig72893","Q9Y253"
"contig76528","Q38913"
"contig151888_69512_151902_157022","Q8N8K9"
"contig151002","Q6P0F0"
"contig189883","Q86Y13"
