"modGenes","modUniprotIDs"
"contig195431","No_Uniprotmatch"
"contig77121","Q29496"
"contig73845","Q38913"
"contig180001_210700_176315","No_Uniprotmatch"
"contig176942_209821","Q7ZVF3"
"contig148819","Q9Z1Q9"
"contig115954_138134","Q5R613"
"contig152704","P04280"
"contig153220_204413","Q9H4G4"
"contig173629_74625","Q99JY0"
"contig206765","No_Uniprotmatch"
"contig79733","Q96JG6"
"contig177708","P50137"
"contig96786","No_Uniprotmatch"
"contig8598","Q91VS8"
"contig169860","Q925U4"
"contig772_182235","Q9D8X5"
"contig600133","Q9CYL5"
"contig600050","P06734"
"contig69412","No_Uniprotmatch"
"contig169076","Q0JH50"
"contig113214","No_Uniprotmatch"
"contig148589","Q68FG0"
"contig116909","C0JKE8"
"contig81179_174651_193851","No_Uniprotmatch"
"contig70734_148173","Q9XT06"
"contig147531","Q4R7K1"
"contig215569","No_Uniprotmatch"
"contig68429","Q3B5G3"
"contig150959","No_Uniprotmatch"
"contig203116","No_Uniprotmatch"
"contig164022_213272_58633_164135","D0LH81"
"contig176815","B7T146"
"contig209491","Q2JXI1"
"contig207115","Q149M9"
"contig97022","Q6GLT8"
"contig98926_146997_209846_182433","P35555"
"contig179074","Q9W719"
"contig138670","Q8CE08"
"contig73125","Q1PSW8"
"contig171094","Q8IY17"
"contig72858","P16112"
"contig205227","Q62220"
"contig188453","P34473"
"contig21772","B7T148"
"contig175862_210172","B0BNN3"
"contig139118","P19387"
"contig203410_115141","Q5T089"
"contig203813","Q6VQ14"
"contig148222","Q9W0Y8"
"contig172057","Q964T1"
"contig169136","P60413"
"contig177481_107018","No_Uniprotmatch"
"contig145264","Q9Y4J8"
"contig71641","No_Uniprotmatch"
"contig152225","P28570"
"contig210825_72122","P58659"
"contig174349","P07090"
"contig155850_188983","P28304"
"contig194155","Q964T1"
"contig69393","Q96PQ7"
"contig180080","No_Uniprotmatch"
"contig55118","O75445"
"contig65366_73140","Q04467"
"contig80423","C0JKE8"
"contig209944","Q8BQ89"
"contig16974_158273_78528","Q96P44"
"contig183004","Q3TZ87"
"contig95734","No_Uniprotmatch"
"contig77760","No_Uniprotmatch"
"contig77320","P63018"
"contig138909","Q0P5F0"
"contig190526_209591","Q9D1L0"
"contig209641","Q91VR2"
"contig180686_69894","Q12923"
"contig179904","O46392"
"contig149312","No_Uniprotmatch"
"contig116447","A6LR07"
"contig24474_8625_16301","Q63934"
"contig70107","Q16990"
"contig152575","No_Uniprotmatch"
"contig110500_179971","P10079"
"contig212121_178489","P09212"
"contig70117","No_Uniprotmatch"
"contig212871","Q54VI5"
"contig7417","Q5RFN0"
"contig151537_204755","Q32PW3"
"contig176432","O95857"
"contig80725","A8MXY4"
"contig151109","Q96AX9"
"contig147706","Q8IVV2"
"contig15125_156632","P35342"
"contig18968_203212","Q5XIG6"
"contig98066","Q8CIB5"
"contig205797","No_Uniprotmatch"
"contig60554_109491","P19382"
"contig174350","No_Uniprotmatch"
"contig110441_212711","Q5R7G6"
"contig71848","P52649"
"contig171763","No_Uniprotmatch"
"contig151193","No_Uniprotmatch"
"contig66669","Q91822"
"contig151325","No_Uniprotmatch"
"contig8462_600015","O46640"
"contig167474","Q5RJH2"
"contig176663","No_Uniprotmatch"
"contig209053","P00920"
"contig69450","No_Uniprotmatch"
"contig146756","Q5R7G6"
"contig175896","B3S004"
"contig209399","Q5XHH8"
"contig21230_172088_60481_179929","Q8C115"
"contig169115","No_Uniprotmatch"
"contig55047","B2KTD3"
"contig205153","Q9I931"
"contig18792_214067_170346_210278_93322","O16025"
"contig79716","B4MR46"
"contig173984","Q9QUN9"
"contig171980","P60369"
"contig167487_203920","P22577"
"contig151885_152849","Q9P1Y6"
"contig99323","A5A6K7"
"contig76528","Q38913"
"contig13913_192969","P51029"
"contig192721","Q9UPV9"
