"modGenes","modUniprotIDs"
"contig116061","Q969Q5"
"contig184928","P41234"
"contig176769","Q78P75"
"contig156226","Q5BL41"
"contig205270","Q8RY89"
"contig210191","P52827"
"contig146071","Q5R5X0"
"contig110754","Q76LC6"
"contig185232","P04052"
"contig154098_216400_151636","B4WAQ1"
"contig72177","Q09299"
"contig112341_108741_217246","Q6NXH2"
"contig210620","Q9UPT6"
"contig151059","Q09575"
"contig186126","A0JMY5"
"contig181705","Q28ES4"
"contig151561","A4Z6H1"
"contig205511","No_Uniprotmatch"
"contig182069","No_Uniprotmatch"
"contig117608","O89043"
"contig180036","No_Uniprotmatch"
"contig77751","Q9UH92"
"contig187245","C0KTQ3"
"contig105373","Q6GVM3"
"contig109441","Q5ZLY5"
"contig151133","Q8AVY1"
"contig74284","P14381"
"contig9498_69139","Q90XN9"
"contig210820","Q9JK41"
"contig203489","Q502P0"
"contig137377_71605_81158","Q5FWL3"
"contig205810","Q7ZYG4"
"contig177355","Q9ER62"
"contig188458","Q96CG8"
"contig166894","Q8MPM1"
"contig186325","C3ZUF8"
"contig77938_170047","No_Uniprotmatch"
"contig148640_75405","Q92968"
"contig118677","Q90889"
"contig205230","Q9NZ56"
"contig153308_135056","Q5ZHN3"
"contig177999","No_Uniprotmatch"
"contig112969_74429","Q149M9"
"contig94442_131183","Q9CSH3"
"contig216306","Q08CS6"
"contig70087","Q8G8Y2"
"contig69971","Q9UPY8"
"contig71880","O55005"
"contig106540","No_Uniprotmatch"
"contig92268_218947_116820","Q6ZQ11"
"contig147627","P19404"
"contig152963","Q6DK93"
"contig21270_154109","Q9EPW9"
"contig211461","Q5XJ85"
"contig177913","Q98SJ2"
"contig204402_211537","A0PJE2"
"contig148920","No_Uniprotmatch"
"contig78782","P54357"
"contig169368","Q4R992"
"contig149836","No_Uniprotmatch"
"contig93132","No_Uniprotmatch"
"contig72755_112755_25537","Q11126"
"contig105229_109281_150296_116264_147348","Q8CFN2"
"contig65203","Q9BDY9"
"contig208491","Q812D3"
"contig99478","Q64620"
"contig194131_160757","O76095"
"contig98509_159059","No_Uniprotmatch"
"contig205425","Q9CXV1"
"contig106620_211516","Q9D023"
"contig600186","No_Uniprotmatch"
"contig150855","C3YDF7"
"contig151965","P84173"
"contig180151","P18687"
"contig208202_193912_216429","P54612"
"contig149676","No_Uniprotmatch"
"contig23416_178843","D2UZM7"
"contig153724","Q9WV92"
"contig146447_205870_218311","C3XWB0"
"contig145514","P18665"
"contig112654_193312","Q6GN42"
"contig211389","No_Uniprotmatch"
"contig9116_198483","Q6DHR8"
"contig180136","Q08CS6"
"contig109100","P41778"
"contig115584","No_Uniprotmatch"
"contig169062","P00504"
"contig145436_106480","P12394"
"contig169689","Q9Z2Q5"
"contig106501","Q6P026"
"contig177270","Q10741"
"contig153987","P62317"
"contig105340_114497","Q9JMA7"
"contig209103_150752","Q93213"
"contig118351_111179","Q0DAE4"
"contig94231","Q96EX2"
"contig151990","P07314"
"contig213091","No_Uniprotmatch"
"contig209828","Q2YMB3"
"contig74553_108997_210242","Q00899"
"contig176844_108494_2177_71355","P27601"
"contig600168_177501","P13607"
"contig170583_205264","P06646"
"contig177516","Q3T0L2"
"contig5052","Q4V7T8"
"contig179718","No_Uniprotmatch"
"contig77033","Q8C996"
"contig183439","Q08CS6"
"contig147298","Q5RCK5"
"contig118131","O14508"
"contig152931_81862","Q9P1Q0"
"contig81587","Q28ES4"
"contig195345_77312","Q02614"
"contig105200","P15178"
"contig212848","Q6DGL7"
"contig104922","Q91857"
"contig70388","Q6PGP7"
"contig171202","Q54J55"
"contig148740","Q5M9F8"
"contig204423_72280","P32780"
"contig146537","P00734"
"contig150822","Q14789"
"contig182456","No_Uniprotmatch"
"contig106653_114202","Q8CFN2"
"contig77810","No_Uniprotmatch"
"contig185296_196413","Q9V6Y3"
"contig177062","Q8BXZ1"
"contig75807","Q99523"
"contig211684_180113","No_Uniprotmatch"
"contig175044","Q7ZW25"
"contig172183","Q5R8G3"
"contig169764_11483","O65768"
"contig180912","O57422"
"contig59550","Q09575"
"contig138708_203764_105282","Q6P5F6"
"contig199856_26446_188773","Q5ZLY5"
"contig186974","No_Uniprotmatch"
"contig211804","P00860"
"contig94316","Q99JW2"
"contig131011","Q66KV4"
"contig97742","No_Uniprotmatch"
"contig184463","Q99946"
"contig179584","No_Uniprotmatch"
"contig81050","O70589"
"contig600030_131146_140500_78614","Q9DCL2"
"contig179126","P51424"
"contig107567","P04323"
"contig204763","No_Uniprotmatch"
"contig151050","A3KG59"
"contig111812","Q0H8V6"
"contig70447_79263_103944","Q5ZMP6"
"contig148786","A8E4L1"
"contig1180","O65201"
"contig169197_218963","Q9NR30"
"contig124007","P40682"
"contig210594","Q96RT7"
"contig175597","Q4A3R3"
"contig80545","No_Uniprotmatch"
"contig148596","Q6DEU9"
"contig169250","P35061"
"contig209206","O94906"
"contig176931","P27139"
"contig167797_68967_83355","P52747"
"contig150246","Q9CR50"
"contig53933_75484","O60488"
"contig147103","Q92484"
"contig68668","O00459"
"contig21264","Q5PQJ7"
"contig58739","P42700"
"contig170659","D7G5T0"
"contig185287","No_Uniprotmatch"
"contig107982","Q5QNQ6"
"contig140325","Q6XIM8"
"contig23906","O08730"
"contig146669","Q4V7E8"
"contig205654_114148","A4ZNR4"
"contig14295_108376_181106","P53772"
"contig153374","Q4A3R3"
"contig99966_150519","Q9TV36"
"contig79502","Q6NYT1"
"contig209514","B3RYG4"
"contig174562","P20171"
"contig60538_21602_193233_116857_195001","Q3UHA3"
"contig146511","P29145"
"contig178393","No_Uniprotmatch"
"contig157107","No_Uniprotmatch"
"contig111692","Q5ZMP6"
"contig68162","Q6ZUX7"
"contig73137","Q5ZLM0"
"contig182505_203812","Q15070"
"contig152382","Q0MQI4"
"contig171594","Q5EB25"
"contig75008","Q5NVI6"
"contig139632","O14464"
"contig131041","No_Uniprotmatch"
"contig83258","A0JPP1"
"contig182857_171433","Q9ULT8"
"contig600045_147701_187906","P07314"
"contig108208_111166","P58022"
"contig117134","Q28GF4"
"contig218659","Q23808"
"contig148478","Q58A42"
"contig207992","F6QA84"
"contig175903","Q9UIF8"
"contig209360","No_Uniprotmatch"
"contig150756","Q5R4U9"
"contig108092","No_Uniprotmatch"
"contig211085","P30419"
"contig218742","No_Uniprotmatch"
"contig151525","P15690"
"contig187477","No_Uniprotmatch"
"contig204372_8657_170896","Q76LC6"
"contig81560_140309","P25103"
"contig177402","No_Uniprotmatch"
"contig185302_77075","Q7Z5Y7"
"contig177911","E9HRT7"
"contig54964","Q32PP9"
"contig112820","No_Uniprotmatch"
"contig150041","Q9P055"
"contig97906","Q9UBV8"
"contig98200_170180","Q64559"
"contig176379","Q66I79"
"contig150762","No_Uniprotmatch"
"contig155634_180819","Q9UBH6"
"contig210973","No_Uniprotmatch"
"contig109102","Q6NVR1"
"contig107510","A8KB59"
"contig73283","Q5I043"
"contig149118","Q5R889"
"contig72992","No_Uniprotmatch"
"contig107126","No_Uniprotmatch"
"contig182363_208129","E7FCA4"
"contig119592","No_Uniprotmatch"
"contig146884_180060","No_Uniprotmatch"
"contig600095","Q5PPJ9"
"contig153392","No_Uniprotmatch"
"contig153369","P47812"
"contig210808","O35182"
"contig82344","P20072"
"contig68548","No_Uniprotmatch"
"contig113339","Q9CPV5"
"contig600113","Q96CG8"
"contig113530","P41236"
"contig93799","Q5RA17"
"contig208208","No_Uniprotmatch"
"contig112116","Q9HC21"
"contig71873","Q98TZ8"
"contig158555","No_Uniprotmatch"
"contig11297","O35207"
"contig149934","Q9CWX9"
"contig71090","No_Uniprotmatch"
"contig176352_209787_176144","P00767"
"contig210799_106740","Q96AE7"
"contig77180","D8RF37"
"contig72840_112781","Q5PQ50"
"contig71890","Q01DA2"
"contig81263_107449","P51106"
"contig179027","Q4A3R3"
"contig146721_156108","P42346"
"contig98805","Q5R407"
"contig143918","No_Uniprotmatch"
"contig146863","P62997"
"contig149028","A7YWC8"
"contig73460","O00468"
"contig175726","No_Uniprotmatch"
"contig210275","Q26534"
"contig145927_79444","Q5F4A1"
"contig77097","P27398"
"contig93826_165494","Q9MYM7"
"contig97503","Q5R6Z8"
"contig149587_149789_114971","C3YKH2"
"contig115985","A6QM03"
"contig215592_151872","No_Uniprotmatch"
"contig43393","Q8IW50"
"contig192351_137802_7286_68431_137356","O60262"
"contig99567","Q9D0K0"
"contig112053_79856","Q7SYS9"
"contig106734","P52292"
"contig138938","Q6ZUI0"
"contig204405_150884","Q69YW0"
"contig16686","P0CB88"
"contig209007","No_Uniprotmatch"
"contig22739_117438","Q7SY48"
"contig153456_180623_106698","Q02040"
"contig153221","P42325"
"contig156743","C3XUM9"
"contig76567_107915","Q76IK4"
"contig12959_213906","Q5RDT5"
"contig105903","No_Uniprotmatch"
"contig191759","No_Uniprotmatch"
"contig111499_148267","Q9BZJ0"
"contig170337","Q5RF07"
"contig149825","P97807"
"contig94048_209788","A0PJN4"
"contig80633","No_Uniprotmatch"
"contig150820","A5D6U8"
"contig78783","Q8BZI6"
"contig190867_165121","No_Uniprotmatch"
"contig77026","Q04446"
"contig153000_151710","O88874"
"contig177334_68860","P20702"
"contig83367","Q9NAH4"
"contig180873","No_Uniprotmatch"
"contig128952_83214_72824","Q54PH5"
"contig189093","Q9BXJ9"
"contig132046","No_Uniprotmatch"
"contig127276","No_Uniprotmatch"
"contig106724","No_Uniprotmatch"
"contig175415","No_Uniprotmatch"
"contig151716","Q61712"
"contig105021_119049","No_Uniprotmatch"
"contig205611","No_Uniprotmatch"
"contig74312_212296","No_Uniprotmatch"
"contig17612","Q9GNN8"
"contig173275","Q8NFU3"
"contig213901","Q95LU3"
"contig146437","No_Uniprotmatch"
"contig174516","O35413"
"contig210880_210675_116163","Q9WVM6"
"contig218777_146724","Q9PTX2"
"contig173095","Q9V3A4"
"contig120059","Q95NR9"
"contig118128","Q58D20"
"contig104904","O54905"
"contig46368_20700","Q498W5"
"contig208511_147258_138370","Q8WV93"
"contig211689","Q8LGG8"
"contig75639","P12955"
"contig118166_170453","Q9VT65"
"contig179441","Q9NY64"
"contig187078","No_Uniprotmatch"
"contig170596","Q4V7E8"
"contig106598_114779","No_Uniprotmatch"
"contig71879","Q17RM4"
"contig205918","O73698"
"contig146262","No_Uniprotmatch"
"contig189546","Q7Z7E8"
"contig146969","P29145"
"contig107364","P62255"
"contig177378_600088_198636","P98088"
"contig81427","Q68EK7"
"contig204660","P34275"
"contig170073_175596","Q9XUY5"
"contig145260","Q57664"
"contig83656","Q09575"
"contig107457","Q9CPX6"
"contig107173","Q9NPF4"
"contig170688","Q7T2D4"
"contig105705_117143","Q7TQC7"
"contig69972_112410","Q9D882"
"contig152671","Q9UH92"
"contig175549","Q4LDE5"
"contig104587","Q9DBS1"
"contig81588","No_Uniprotmatch"
"contig151197","No_Uniprotmatch"
"contig158018","No_Uniprotmatch"
"contig70047_22253","B2V7K6"
"contig126338","Q6NVR1"
"contig152450","No_Uniprotmatch"
"contig211000","No_Uniprotmatch"
"contig66415_192500_80502","Q6P832"
"contig74672_188806_104944","Q99JH1"
"contig176234","Q7SXN5"
"contig104811","No_Uniprotmatch"
"contig145178","P14866"
"contig93345","Q9R022"
"contig98876_145675","Q15ZW3"
"contig184277","No_Uniprotmatch"
"contig69763","Q5SSM3"
"contig204285_104172","Q25464"
"contig211675","C3YN36"
"contig208452","Q5SSH7"
"contig151566","Q8VE96"
"contig129165","No_Uniprotmatch"
"contig69151","P36836"
"contig105042","Q96IR2"
"contig73865_72846_203828_11770","Q7Z7E8"
"contig154520","No_Uniprotmatch"
"contig20642","P62836"
"contig148818","P42026"
"contig207907","Q3ZBD7"
"contig215292","No_Uniprotmatch"
"contig173282_170937","Q5PR00"
"contig78230","No_Uniprotmatch"
"contig70928_180462","P07560"
"contig103989","No_Uniprotmatch"
"contig105566","No_Uniprotmatch"
"contig76296_111262","Q9WVL0"
"contig174293","C3YWU0"
"contig212921","P55814"
"contig137303","P0C6B8"
"contig131589","No_Uniprotmatch"
"contig181491","No_Uniprotmatch"
"contig192986","Q32L89"
"contig104111","No_Uniprotmatch"
"contig69870_68789","Q6NVP7"
"contig178922","P18503"
"contig150117","Q1RMU5"
"contig180533","Q5I0H4"
"contig99880","No_Uniprotmatch"
"contig76254","Q8CES0"
"contig81044","P49961"
"contig204434","No_Uniprotmatch"
"contig113094","Q803D2"
"contig185521","Q96RW7"
"contig180107","No_Uniprotmatch"
"contig178164","Q9JID6"
"contig155218","No_Uniprotmatch"
"contig600169","Q8CCK0"
"contig80600","P87362"
"contig69943","Q2VL90"
"contig74614","Q5F485"
"contig18796_204438","No_Uniprotmatch"
"contig108362","Q8N697"
"contig17043","Q5U3N0"
"contig192121","No_Uniprotmatch"
"contig149551_151458","Q8K1T0"
"contig189138","Q9D8T7"
"contig209929","Q2QLG1"
"contig169730","No_Uniprotmatch"
"contig122309","Q9YGS2"
"contig177722","No_Uniprotmatch"
"contig182636","No_Uniprotmatch"
"contig76408","Q92777"
"contig175746_24125","Q16698"
"contig177319","Q5E9U3"
"contig150321","Q9CYL5"
"contig80609","B1H2N9"
"contig170116","Q9CR41"
"contig146916","Q8N865"
"contig177095","Q61151"
"contig129584_175799","Q14517"
"contig176962","No_Uniprotmatch"
"contig219464","No_Uniprotmatch"
"contig153318","Q02372"
"contig151199_171175","P56812"
"contig98765_106842","Q95KC8"
"contig205962","P55088"
"contig70479","Q5RFZ7"
"contig93610","F4XT04"
"contig211978","Q95SX7"
"contig111848_179409","O66878"
"contig113342","Q8LGG8"
"contig178431","Q08D64"
"contig104958_151800","P51665"
"contig117707","A4IFM3"
"contig167988","Q5RD69"
"contig176153","P28799"
"contig146281_169093","Q0III3"
"contig138944_119565","Q9CXT6"
"contig140424","No_Uniprotmatch"
"contig152031_180637","Q9QZ85"
"contig203771","Q08DK7"
"contig176504","P00921"
"contig107502","Q96DM1"
"contig151120","Q3B8N8"
"contig127912","Q9D0W5"
"contig170109","P27465"
"contig176280_10424_75856_211757","B3S2K1"
"contig194774","P00435"
"contig108858","P35249"
"contig174996","No_Uniprotmatch"
"contig203815","Q99JL1"
"contig192028_203060_209155","P52594"
"contig184847","No_Uniprotmatch"
"contig136777","Q5SSM3"
"contig105767_209542","No_Uniprotmatch"
"contig78791","Q6P4J8"
"contig80856_99025_105565","Q8WZA1"
"contig191680","A8L750"
"contig100238","Q6P632"
"contig202421","P54357"
"contig148892","Q9D1Z3"
"contig78323_140600","Q8BX09"
"contig147077","Q5U4U5"
"contig98680_210153","Q8CFY5"
"contig178722","C3XT50"
"contig82329_88457","No_Uniprotmatch"
"contig68710","A2BG56"
"contig209949","No_Uniprotmatch"
"contig151002","Q6P0F0"
"contig218348","Q8NBX0"
"contig151025","No_Uniprotmatch"
"contig108804_204250","Q5T0D9"
