"modGenes","modUniprotIDs"
"contig204162","P22757"
"contig77892","Q3V6T2"
"contig173704","No_Uniprotmatch"
"contig149144_8467","O15013"
"contig73064","No_Uniprotmatch"
"contig70075","No_Uniprotmatch"
"contig81458","No_Uniprotmatch"
"contig158472","No_Uniprotmatch"
"contig189881_190487_185006","Q96PM5"
"contig191792_110812_157050","Q62824"
"contig132966_210546_87461_180132","P06795"
"contig111068","No_Uniprotmatch"
"contig186997_189048","Q3ZCC3"
"contig150173","Q4R7D9"
"contig97921","No_Uniprotmatch"
"contig147569","No_Uniprotmatch"
"contig177066","P70196"
"contig149531","Q8BYM7"
"contig97151_21322_111916","Q6VYA3"
"contig82648_73889_147561","Q5RE88"
"contig179752_152675","No_Uniprotmatch"
"contig149382_109340","Q86XH1"
"contig11014","Q8BI21"
"contig92341_209715_184470_116174_78616_94352_22644_210988_99855_138148","O60293"
"contig108285","Q5RET6"
"contig82443","P21272"
"contig76356_97605","Q28FE2"
"contig147383","O76329"
"contig149206","P52824"
"contig204537","P05300"
"contig75974","No_Uniprotmatch"
"contig185043","No_Uniprotmatch"
"contig145325_156161","Q9CUL5"
"contig210628","Q54BU4"
"contig77646","No_Uniprotmatch"
"contig114732","P38117"
"contig60318_211330","Q6NUT3"
"contig147370","Q4V817"
"contig95299","C3YN36"
"contig83232","A2AWT3"
"contig208438","B5X4H8"
"contig151026","Q5RB63"
"contig115248","Q7SXN5"
"contig202567","Q4G017"
"contig210811","Q7YQK9"
"contig109290_210395","Q3T108"
"contig181262","No_Uniprotmatch"
"contig108010","No_Uniprotmatch"
"contig125208","No_Uniprotmatch"
"contig173161_217567","Q6P1D7"
"contig600180","Q8BSI6"
"contig80413","E5SYI1"
"contig188972","No_Uniprotmatch"
"contig168758_15520","P59941"
"contig203511","No_Uniprotmatch"
"contig182102","No_Uniprotmatch"
"contig209816","Q5RBI4"
"contig81003","Q8BKE9"
"contig191021","No_Uniprotmatch"
"contig78730_133002_157684","No_Uniprotmatch"
"contig179354_137874","Q4QQU1"
"contig149177","No_Uniprotmatch"
"contig76392","Q8VHI7"
"contig138910_147843","Q9H1I8"
"contig170250","B5X4E0"
"contig16123_129418_128878_156112","Q96N96"
"contig208243","No_Uniprotmatch"
"contig92059","Q5U419"
"contig182931","No_Uniprotmatch"
"contig213600_23689","Q2VPA6"
"contig94237_48150","P0C6B8"
"contig183420","No_Uniprotmatch"
"contig117968","A8WG88"
"contig151343","Q29504"
"contig152235","Q4QRK0"
"contig189933","O60841"
"contig93713","Q66HE2"
"contig132005_204441_105580_82308","D5SQW8"
"contig109127_170689","No_Uniprotmatch"
"contig204455_145235","Q5R469"
"contig140918_157959","Q9HAU0"
"contig124910","Q13585"
"contig105501","No_Uniprotmatch"
"contig110814_147572_149384_176199","Q17RH7"
"contig205284","Q9I927"
"contig207357","Q5REG4"
"contig145290","Q08509"
"contig171757","A7MB10"
"contig151485","E2B9X6"
"contig126192","No_Uniprotmatch"
"contig76046","P14629"
"contig65333_175825","Q504Y3"
"contig99631","No_Uniprotmatch"
"contig145134","P29375"
"contig176326","Q00709"
"contig147955","P69735"
"contig130152","Q5TM19"
"contig91705","Q90577"
"contig203981","Q2TA16"
"contig174740","No_Uniprotmatch"
"contig151099","No_Uniprotmatch"
"contig152156","No_Uniprotmatch"
"contig107811","Q5RD69"
"contig178141","Q9ULG1"
"contig179653","Q640R7"
"contig79237_107996","Q6DHC1"
"contig219265","No_Uniprotmatch"
"contig108173","Q7SXN5"
"contig77645","Q3V6T2"
"contig147982","Q9I8J6"
"contig113973","E2JEI9"
"contig145623","No_Uniprotmatch"
"contig156017_23538_211031_179906_24403","Q8BZ60"
"contig35831_139274_189894","Q9NZM3"
"contig178619","Q8TEW0"
"contig167279","Q8VIG3"
"contig73311","P29374"
"contig75270_68656","Q9P785"
"contig97494","Q9HCM7"
"contig15091_77059_74773_71544_204820_600054","P16157"
"contig600071","B0ZZ78"
"contig145750","P18503"
"contig19408","C3XVT5"
"contig60479","Q6NYK8"
"contig97832","Q9JK41"
"contig210447","Q5XHC1"
"contig130330","Q62077"
"contig148410","Q7ZVC2"
"contig209118","Q9UPV0"
"contig49164_115713","Q8CIB9"
"contig16231","Q13887"
"contig152125_210541","Q5ZJN2"
"contig139279_169374_21379","O13849"
"contig157883_210020","No_Uniprotmatch"
"contig146901","O15034"
"contig116763_157070_112659_181874","Q03555"
"contig112688_170707_146883","Q12965"
"contig171199","No_Uniprotmatch"
"contig68724","P41156"
"contig179313_184815","Q91827"
"contig207838","F2URF2"
"contig211575","No_Uniprotmatch"
"contig179264","No_Uniprotmatch"
"contig138405_93905_8740_210938_100111_218854_134296","Q8TD57"
"contig171713_113374_23274","C5LZS9"
"contig149335","Q5R9E1"
"contig203951","No_Uniprotmatch"
"contig206265","Q8MQW8"
"contig176571","Q8WWQ8"
"contig73342_110953_108909_105358","Q49GP5"
"contig137701","Q8C0D5"
"contig104406","Q29503"
"contig146855_131336","No_Uniprotmatch"
"contig213916","P29375"
"contig176880","Q9ULG1"
"contig80150","C3ZUF8"
"contig107253","No_Uniprotmatch"
"contig68729_210969_77143_113486","Q16MS8"
"contig76446_75134","Q8BH18"
"contig146906","Q6YAT4"
"contig205118","Q9D9G2"
"contig72890_119798","Q5UNS9"
"contig180194_98013","No_Uniprotmatch"
"contig186817","No_Uniprotmatch"
"contig177794","No_Uniprotmatch"
"contig205500_82664","Q84TH5"
"contig160842_69687","No_Uniprotmatch"
"contig73280","Q3UHK8"
"contig196604_118314_60079_149225","Q61139"
"contig191111","P70196"
"contig14678","C3YL60"
"contig185947","Q3TBT3"
"contig600222_219782","P41541"
"contig55493","Q9Z1L0"
"contig98111","No_Uniprotmatch"
"contig97979","P35546"
"contig160474_147976","No_Uniprotmatch"
"contig203982_210035_218454","P92208"
"contig178240","Q8TDM6"
"contig170533","No_Uniprotmatch"
"contig146660","Q9D119"
"contig74800_140085","C3ZBW7"
"contig23052_600226_7859_118182_107989","Q8CG46"
"contig117817","No_Uniprotmatch"
"contig205311","Q32PD8"
"contig154982_75012","A2VDD2"
"contig209807","P11617"
"contig180197","No_Uniprotmatch"
"contig208117","Q7PIR5"
"contig80157","P81439"
"contig76693_72639_131383","Q8N103"
"contig203916","Q12872"
"contig185536","Q03369"
"contig151734","P10394"
"contig130343","No_Uniprotmatch"
"contig170561_190070","O89114"
"contig169244","P10477"
"contig159018","F6T774"
"contig115085","No_Uniprotmatch"
"contig147510","No_Uniprotmatch"
"contig106890","Q6EX42"
"contig214982","No_Uniprotmatch"
"contig75407","No_Uniprotmatch"
"contig170087","Q9GKS9"
"contig77560","No_Uniprotmatch"
"contig151822","P37709"
"contig119618","No_Uniprotmatch"
"contig93898","No_Uniprotmatch"
"contig173780","Q9NZJ4"
"contig178802","Q8K1S5"
"contig76318","No_Uniprotmatch"
"contig77058","Q62083"
"contig145504","Q54TR1"
"contig184650","No_Uniprotmatch"
"contig81052","P49760"
"contig148160","P26233"
"contig179091","No_Uniprotmatch"
"contig181737","No_Uniprotmatch"
"contig148163_208447_79626_78420_113253","P10394"
"contig600175","Q8K0V4"
"contig210361","Q21565"
"contig80954","No_Uniprotmatch"
"contig146713","No_Uniprotmatch"
"contig190902_218902","O08560"
"contig158200","Q66KB0"
"contig210473","Q8NFD5"
"contig152171","P12387"
"contig182293","Q06AU7"
"contig179930","O88379"
"contig73153","No_Uniprotmatch"
"contig190024","Q7PIR5"
"contig177174","O57460"
"contig80333","Q3U3T8"
"contig216284","No_Uniprotmatch"
"contig117540","Q08CS6"
"contig213345","B5X186"
"contig157558","No_Uniprotmatch"
"contig55910","Q8NFT6"
"contig175636","Q9C086"
"contig212315","No_Uniprotmatch"
"contig74015","Q8C0D5"
"contig198939","No_Uniprotmatch"
"contig600212","Q28092"
"contig192120","P61980"
"contig203757","Q96PV6"
"contig146627","Q9JHS4"
"contig130892","No_Uniprotmatch"
"contig25952_176106","Q61555"
"contig219329_111778","Q9NVE4"
"contig153286","P29145"
"contig109317_112091","P38117"
"contig152887","Q6DG32"
"contig73117_21916","Q6GLC9"
"contig183957_148073","Q21890"
"contig209817","No_Uniprotmatch"
"contig600190","E7FDN2"
"contig104425_204667_106130_161236","P70182"
"contig107137_156361","Q5RAS6"
"contig137357","No_Uniprotmatch"
"contig92606_105554_73978","Q80U30"
"contig139500_216766_105841_59277_178924","Q6ZU64"
"contig138530","A2AWT3"
"contig210251","Q9FKC7"
"contig177077","P49596"
"contig175853","No_Uniprotmatch"
"contig119452","No_Uniprotmatch"
"contig211529_73498","Q6PGN3"
"contig600125","No_Uniprotmatch"
"contig180146_147773","Q60803"
"contig56615","Q9UPU3"
"contig211496","Q03001"
"contig81607","D7G4X9"
"contig185853_216070_91969","No_Uniprotmatch"
"contig97745","No_Uniprotmatch"
"contig151342","Q9VB74"
"contig152903","Q9R049"
"contig148464","No_Uniprotmatch"
"contig105020","No_Uniprotmatch"
"contig109874","No_Uniprotmatch"
"contig170553","Q8BYM7"
"contig203417","No_Uniprotmatch"
"contig156951","Q3SWX0"
"contig203884","O95477"
"contig181143","Q58A42"
"contig180123","Q5R5X0"
"contig168822","No_Uniprotmatch"
"contig105497_98891_90160","Q8R367"
"contig104687","No_Uniprotmatch"
"contig186206_176419_150161_216043_114034_165771","Q3UGY8"
"contig119367","Q9UHD2"
"contig108665","Q9W596"
"contig161208","No_Uniprotmatch"
"contig176311","Q5NVI6"
"contig182466","Q9Z1K5"
"contig98238_184794_80014","P33268"
"contig182575_204777","Q9R1K5"
"contig169772_76006","Q7ZXH3"
"contig219040","No_Uniprotmatch"
"contig23704","No_Uniprotmatch"
"contig147726","O60762"
"contig19975_158079","P19984"
"contig200575","No_Uniprotmatch"
"contig112458","No_Uniprotmatch"
"contig25769","No_Uniprotmatch"
"contig111956","O76840"
"contig97811","P60517"
"contig218732","Q8CHG7"
"contig181068_107082","Q9Y6G5"
"contig177224","Q00963"
"contig70805","Q62077"
"contig130346","Q6UWE0"
"contig145378","Q9UL16"
"contig189372","No_Uniprotmatch"
"contig184791","No_Uniprotmatch"
"contig216712","Q12872"
"contig189417_106154","Q99KG7"
"contig81884","No_Uniprotmatch"
"contig152580","Q92994"
"contig195626_203470_98348_85762","C3ZDY6"
"contig218647","Q6AYN9"
"contig182651","Q6AX33"
"contig130675","No_Uniprotmatch"
"contig96498","Q2KID6"
"contig95076","D7GXN7"
"contig196120","No_Uniprotmatch"
"contig176628_152755","A0AUP1"
"contig109761","Q14678"
"contig106616","Q9BXJ9"
"contig103268","A6H8Y1"
"contig204354_105066","P42325"
"contig75108","C3Z5F4"
"contig154740","No_Uniprotmatch"
"contig148568","Q5F3X4"
"contig147361","Q15382"
"contig204295","Q9P289"
"contig68396","Q91ZU6"
"contig218272","C3Z268"
"contig212687","Q15723"
"contig211718","P55210"
"contig145420","Q8VCH8"
"contig207373","P14272"
"contig97121","Q9Z329"
"contig189344","Q5RDI2"
"contig152703","Q641Z2"
"contig169071_176898","P36774"
"contig148831","Q01033"
"contig213279_140508","No_Uniprotmatch"
"contig170435","Q6AZT7"
"contig209923","P70318"
"contig205082","B0ZZ78"
"contig147890","Q9EPB1"
"contig194679","Q0VCM4"
"contig110389","F1Q806"
"contig181377","No_Uniprotmatch"
"contig180784_96984_174542_178467_154481_216050","O95466"
"contig211710","Q7ZXL5"
"contig176576","No_Uniprotmatch"
"contig111581","Q8R478"
"contig69311","Q7TNC4"
"contig111763","Q6V0K7"
"contig81546","E9J892"
"contig171148","Q9QY02"
"contig191869_22335_156799","Q5ZLV4"
"contig207071","No_Uniprotmatch"
"contig58194","No_Uniprotmatch"
"contig113815_192719","Q6AXJ7"
"contig156724","P61210"
"contig109568","No_Uniprotmatch"
"contig111644_179608","Q7TQ20"
"contig115770","Q8CDF7"
"contig187337","Q8SSJ5"
"contig122795","No_Uniprotmatch"
"contig205225_169604_210274","Q98TZ8"
"contig210540","Q9BYJ9"
"contig167408_172036_156571","Q8IVL1"
"contig115930","Q99469"
"contig75548","Q8AVQ6"
"contig119099","Q95SX7"
"contig176387","No_Uniprotmatch"
"contig68889","Q8K021"
"contig96472","Q5THJ4"
"contig72752_82225","Q2M389"
"contig119334","P15336"
"contig10017","Q28DT9"
"contig74066","No_Uniprotmatch"
"contig204524","Q9VB74"
"contig170347_172743","O42574"
"contig210075","D7G068"
"contig107885_182290_209642","P70473"
"contig75908","No_Uniprotmatch"
"contig203568_74689","Q9WTQ1"
"contig5951","Q9NRL2"
"contig189611_125284","Q3U481"
"contig148868","Q09575"
"contig81603","P63696"
"contig116765_153718_220093","Q9NZJ4"
"contig114958_185357","Q6S5C2"
"contig205717","P13709"
"contig146776","C5LZS9"
"contig76700","Q8BH18"
"contig11564_13390","Q5R9R1"
"contig94794","No_Uniprotmatch"
"contig156849_73629_75234_113728","Q96A49"
"contig178448","Q6P7A2"
"contig108242","Q5R5S4"
"contig23668","Q7YR26"
"contig109698","Q6P788"
"contig151379","No_Uniprotmatch"
"contig202081","Q09575"
"contig132273","No_Uniprotmatch"
"contig150827_129039_76866_157735","O54949"
"contig56876_78152","B0UYI1"
"contig152615","Q9UBS8"
"contig217270_197589","O74549"
"contig33999","No_Uniprotmatch"
"contig109720","A9UMS3"
"contig151013","Q9VKA4"
"contig111238_205222","Q5RDD8"
"contig113747","A7E3W5"
"contig193395_22857","Q803D2"
"contig5869","Q4R8V4"
"contig147557","No_Uniprotmatch"
"contig152844","Q2KIY5"
"contig181163","O60841"
"contig88739_26334_213544_163885_107801_153651","Q8IVG5"
"contig147405_189583_130965","No_Uniprotmatch"
"contig147506","Q8C9E8"
"contig128709","Q3V6T2"
"contig75554","Q8HXQ3"
"contig170380","No_Uniprotmatch"
"contig211775","No_Uniprotmatch"
"contig97040","P83741"
"contig73029","No_Uniprotmatch"
"contig177368","P00528"
"contig171686_99504","Q0P4F7"
"contig190191","A3KMX8"
"contig177094_115787","Q5ZJD3"
"contig205893","No_Uniprotmatch"
"contig54860_147935","Q55C17"
"contig78904","No_Uniprotmatch"
"contig171463","No_Uniprotmatch"
"contig212276","Q1LZ71"
"contig105398_114303_140286_152462","O94889"
"contig205238","O60942"
"contig183984","P70196"
"contig157188_188876","Q6P360"
"contig116364","Q3USJ8"
"contig60344","E0W0M4"
"contig103965","Q8T784"
"contig210911","No_Uniprotmatch"
"contig77031_76302_159266_76771","Q9P2G9"
"contig182033","Q9CPW7"
"contig172251","Q3USJ8"
"contig205636","No_Uniprotmatch"
"contig103897","Q90670"
"contig170798","No_Uniprotmatch"
"contig148465","No_Uniprotmatch"
"contig179377","No_Uniprotmatch"
"contig78425","No_Uniprotmatch"
"contig178272","No_Uniprotmatch"
"contig171349","No_Uniprotmatch"
"contig180966","No_Uniprotmatch"
"contig21438","No_Uniprotmatch"
"contig112861_100291_151214","O57382"
"contig158041","Q13887"
"contig65606_193634","O75746"
"contig132729","Q9NZJ4"
"contig169856","P81556"
"contig193921","No_Uniprotmatch"
"contig162157_183588","Q9D722"
"contig210387","Q13451"
"contig160086","Q96B70"
"contig118171_181308_213955","Q8BX35"
"contig114092","Q9DAJ5"
"contig208233","Q9DC11"
"contig220032","No_Uniprotmatch"
"contig147152","Q3UJK4"
"contig194604_69722_19949_17322_158803","Q8BHR2"
"contig139196","No_Uniprotmatch"
"contig151182_210875_195266","B2RY56"
"contig146077","E5SYI1"
"contig111154_205518","No_Uniprotmatch"
"contig112496","No_Uniprotmatch"
"contig68556","Q7YQM3"
"contig79266","Q9NBX4"
"contig203369","Q9CQ86"
"contig140663","Q5R4K9"
"contig153761","Q9ULV0"
"contig98749","No_Uniprotmatch"
"contig148573","Q7JZB4"
"contig148848","P35546"
"contig25993_125565_104777","Q4LBB9"
"contig210910","Q8MQW8"
"contig148150","Q8K450"
"contig145401","Q7YQM3"
"contig177001","Q1LZ71"
"contig146751_179026","Q5BJT0"
"contig195210","Q6NYV5"
"contig147984","B1VEI4"
"contig147329","Q86UW6"
"contig25409_16070","Q8N264"
"contig68849","Q3TI53"
"contig600085","No_Uniprotmatch"
"contig80245","B3RTL9"
"contig181943","Q0VBY0"
"contig174868","No_Uniprotmatch"
"contig104176","Q0VFZ6"
"contig149584","Q6PFM4"
"contig209534","P19618"
"contig146479","No_Uniprotmatch"
"contig203910","No_Uniprotmatch"
"contig186841","P39429"
"contig15318","P37285"
"contig145197","Q26457"
"contig113594","No_Uniprotmatch"
"contig71722","No_Uniprotmatch"
"contig68753","No_Uniprotmatch"
"contig216008_168126","No_Uniprotmatch"
"contig176989","No_Uniprotmatch"
"contig153988_207869","Q07050"
"contig98603","Q9Y4C8"
"contig71407_116074_144882","P23116"
"contig104430","Q3U3V8"
"contig211367","No_Uniprotmatch"
"contig600055","Q969H0"
"contig177345","No_Uniprotmatch"
"contig111163_150875","Q9R049"
"contig151563","D7NNB6"
"contig170594","No_Uniprotmatch"
"contig80854","P10079"
"contig57042","Q9C0C9"
"contig219009","No_Uniprotmatch"
"contig170013","B5XBI1"
"contig204212","No_Uniprotmatch"
"contig171166","No_Uniprotmatch"
"contig171579_112489_90482","Q91VY9"
"contig158009","Q9ULV0"
"contig219011","No_Uniprotmatch"
"contig205175_210545","Q74GW7"
"contig108839_107604","No_Uniprotmatch"
"contig147906","Q03141"
"contig109742","Q91293"
"contig78852","Q6GQD5"
"contig106219","No_Uniprotmatch"
"contig187108_120058_149815","Q58588"
"contig145732","Q9P2K5"
"contig151844_170513","Q61555"
"contig600108","Q5ZK88"
"contig169506","Q4V8K5"
"contig75209","Q5R814"
"contig21386","P84104"
"contig103994","Q5EAB6"
"contig172273","Q5R802"
"contig172211","A5D8W1"
"contig66819_169700","P86854"
"contig109551","Q9ZSK4"
"contig179372","Q3UJK4"
"contig170797","Q9H324"
"contig75090","Q14978"
"contig20618_81869","P82649"
"contig210672","No_Uniprotmatch"
"contig76955","Q5RET6"
"contig137748","No_Uniprotmatch"
"contig175802_175961","O47495"
"contig130286","No_Uniprotmatch"
"contig204815","Q54H55"
"contig116711_81324","F6YJX3"
"contig171035","A9UP47"
"contig171862","No_Uniprotmatch"
"contig115383","No_Uniprotmatch"
"contig177389_112973_170419_130317_77123","Q6NYY9"
"contig206829","O60879"
"contig203552","Q9D2H2"
"contig212256_68341","A2BE76"
"contig121582","No_Uniprotmatch"
"contig25101","Q6DEU9"
"contig185879","P18321"
"contig147377_75296","Q61371"
"contig182227","No_Uniprotmatch"
"contig185876","No_Uniprotmatch"
"contig181762","Q9JK72"
"contig146791","E9FYV2"
"contig173854_71574_153494","Q811M1"
"contig202237","Q28DW0"
"contig153370","P48809"
"contig80999_151787","O97394"
"contig74797_20992_77792_76340_107988","Q8K268"
"contig79095_138499_109461","No_Uniprotmatch"
"contig81495","Q9HAT8"
"contig110084","D7G068"
"contig111353_15879_150978_146840","Q5T4S7"
"contig25061","O75153"
"contig10640","No_Uniprotmatch"
"contig176772_79019","Q6EX42"
"contig177692","No_Uniprotmatch"
"contig145536","Q8C0D5"
"contig107644","Q0V9R4"
"contig182623","Q9Y519"
"contig158806_178781_209020","O00459"
"contig73312","No_Uniprotmatch"
"contig177804","Q06AU7"
"contig204741_111402","Q93099"
"contig96993","D7FRJ7"
"contig4067","No_Uniprotmatch"
"contig177942","No_Uniprotmatch"
"contig111724","No_Uniprotmatch"
"contig210038","Q26486"
"contig82000","Q15723"
"contig208419","Q9BZM1"
"contig78299","O96006"
"contig210078","No_Uniprotmatch"
"contig200041","No_Uniprotmatch"
"contig150441_125433","P18519"
"contig73692","Q6DDW4"
"contig148668_150530","Q02427"
"contig75914_77211_8259","Q17LW0"
"contig121060","No_Uniprotmatch"
"contig600082_176489_204152_108296","Q9NS37"
"contig177188","No_Uniprotmatch"
"contig59749","Q6P4K5"
"contig149799","Q92870"
"contig203777","Q5R7X2"
"contig5896","Q8BGI4"
"contig100370","Q21565"
"contig153242","Q9NZM5"
"contig110316_17551_192682_127216","Q8TF05"
"contig181030","Q9C0D7"
"contig179541","No_Uniprotmatch"
"contig152892","Q9GR88"
"contig70434","P23381"
"contig170301","P41932"
"contig204125","Q66HG8"
"contig213768","No_Uniprotmatch"
"contig210495_176531_155002","Q66HY8"
"contig160729_165099","Q62805"
"contig82771","Q6NXH2"
"contig147266","Q68CZ6"
"contig105839","P83038"
"contig110434_116476","Q9YGS2"
"contig147581_4277","P50538"
"contig211303","Q5R7X2"
"contig81392","Q28E61"
"contig176696_171087_180089","P18519"
"contig117845","E6ZTB1"
"contig104400","Q0VD51"
"contig145741","Q03278"
"contig208428","E2DI23"
"contig150181","O60290"
"contig113470","Q6YGZ5"
"contig213146","Q9BXF3"
"contig177170","Q8NDA2"
"contig170191","P43690"
"contig106466_98837","P46414"
"contig209474_100047","No_Uniprotmatch"
"contig115817","P24463"
"contig138587_211300_157575","Q6JAN1"
"contig152250_100375_158462_210107","Q6A078"
"contig97549","Q9C098"
"contig204457","O54874"
"contig184007_129602","No_Uniprotmatch"
"contig70624","F1QIZ4"
"contig210732","Q5RC82"
"contig149558","Q66KB0"
"contig179420","Q6P132"
"contig6879_212070_110594","Q99LI7"
"contig155123","Q7ZVZ7"
"contig159984_128660_176758_126824","No_Uniprotmatch"
"contig104113","P60517"
"contig72273","F6YJW6"
"contig148082","Q923S9"
"contig210207","No_Uniprotmatch"
"contig80068","D7FRJ7"
"contig115626","No_Uniprotmatch"
"contig149302","Q6DIP3"
"contig104468_111177_215708","P70297"
"contig166932","B7QNR4"
"contig80807","No_Uniprotmatch"
"contig72576","Q9QYK7"
"contig109741","B0V2N1"
"contig148903","Q9HAU5"
"contig188871","No_Uniprotmatch"
"contig179580","Q6UWE0"
"contig117862","Q15652"
"contig179096","C5M6Z2"
"contig81494","Q9Z1K5"
"contig209133","No_Uniprotmatch"
"contig139235","Q16543"
"contig147702","No_Uniprotmatch"
"contig75579","No_Uniprotmatch"
"contig12071","Q9JJP6"
"contig116766_143889_170503_114562","No_Uniprotmatch"
"contig92874_137600_179266_211107_114485_98372","Q8N957"
"contig212567","O75204"
"contig115854","Q7T3H7"
"contig181327_177868","P35440"
"contig185813","F1REL8"
"contig211926","Q9BXF3"
"contig219952_182489","Q9USM7"
"contig159093_171751","Q93009"
"contig170475_204488","Q28943"
"contig192005","No_Uniprotmatch"
"contig104426_148361","Q8IUD2"
"contig74852","No_Uniprotmatch"
"contig73832","Q4KLG9"
"contig152239","No_Uniprotmatch"
"contig181804","F6UKD2"
"contig149669","Q3U7U3"
"contig177051","P17431"
"contig184339_153967","Q86HG9"
"contig70818_96638","Q9Y4F4"
"contig77071","O95639"
"contig209004","Q8QGW7"
"contig177668","O89032"
"contig152745_111186","P27039"
"contig82653","No_Uniprotmatch"
"contig147946_211446","Q6P501"
"contig112955","No_Uniprotmatch"
"contig145359","Q9NRL2"
"contig204795","C3YEM5"
"contig216787","C0H692"
"contig217774","Q9R101"
"contig129993","Q960X8"
"contig189119","Q9HC24"
"contig115952_17350_138447","Q6GQQ9"
"contig152941_156220","No_Uniprotmatch"
"contig214740_215618","P08138"
"contig53025_79326","Q6ZSZ5"
"contig203742","Q9UHD2"
"contig181964","D7FRJ7"
"contig74781","O89000"
"contig176556","Q9R194"
"contig75861_210306","Q93YS4"
"contig203946","No_Uniprotmatch"
"contig144858","Q96DY2"
"contig74527_171934","A2VE04"
"contig175895_176169_188694_176843","O47496"
"contig176337","Q7YR26"
"contig59163","No_Uniprotmatch"
"contig116186_74987_82196_137616_3212","Q09499"
"contig177969","Q5R839"
"contig147436","Q1HE26"
"contig189770","P53714"
"contig96903","Q86YI8"
"contig159320_60407","Q9HD67"
"contig69983","P26652"
"contig70435","Q6BUT3"
"contig218429","No_Uniprotmatch"
"contig178853","Q15459"
"contig104628","Q62077"
"contig176467","Q3SZB4"
"contig72066","Q8K4Q6"
"contig179335","Q7ZUG0"
"contig72236","Q6TH47"
"contig127735_145547","P47741"
"contig69791","No_Uniprotmatch"
"contig147799","Q66J69"
"contig213447","Q8C0Z1"
"contig22515","P10079"
"contig148859","Q9QXL2"
"contig82645","Q8WXG9"
"contig208269","P20288"
"contig137576","Q5XIA8"
"contig109875","Q5TBA9"
"contig5753_138041","Q3T904"
"contig121910","No_Uniprotmatch"
"contig181364","No_Uniprotmatch"
"contig66616","Q9KC63"
"contig147855","O60268"
"contig77069","Q9HAN9"
"contig189698","P39572"
"contig74234","No_Uniprotmatch"
"contig116188","Q5R889"
"contig219201","No_Uniprotmatch"
