"modGenes","modUniprotIDs"
"contig104572","Q6P4K8"
"contig153183_209329","Q8NCT1"
"contig17607_112401","Q4V863"
"contig180331_213910","Q9UGM3"
"contig120045_104668","Q99816"
"contig96577","Q5R5W2"
"contig212697","Q15008"
"contig113394","No_Uniprotmatch"
"contig107859_211134","O15488"
"contig75524","B6QF04"
"contig160664","Q4VA61"
"contig152251","B3S3D5"
"contig151857","B0VYY5"
"contig158867","P12815"
"contig90864","Q6DHR8"
"contig104733","Q03669"
"contig195520_118137","P70645"
"contig159442_108037_113014","Q2KJ46"
"contig154451","Q7SC45"
"contig212259","Q7ZYF1"
"contig109756_113322","Q9HAT8"
"contig148633","Q4PZA2"
"contig176597","P80971"
"contig21592","F0W7Y6"
"contig107681","P18519"
"contig111720","Q810U4"
"contig175674","No_Uniprotmatch"
"contig106043","Q5TYV0"
"contig175814","No_Uniprotmatch"
"contig153936_205344","Q9GM70"
"contig161063_5011_115668_15003_138446_110923_153802_208393","Q14789"
"contig72031","C3XXX3"
"contig77512","Q5R493"
"contig177527","No_Uniprotmatch"
"contig148467","Q08CS6"
"contig114676","Q9UKV8"
"contig107057","No_Uniprotmatch"
"contig148570","P62262"
"contig213036_178397_109734","No_Uniprotmatch"
"contig156214","Q2F637"
"contig153269_188860","P39656"
"contig115326","B2RU40"
"contig205427","Q5ZJP7"
"contig152268","Q96KQ4"
"contig71347","Q6INE3"
"contig207375","No_Uniprotmatch"
"contig169734","Q16665"
"contig97684","Q02978"
"contig174705_213143","B7T145"
"contig185181","O57472"
"contig193424","Q8K0T4"
"contig98539","Q29RK4"
"contig178261","Q29471"
"contig151811","Q9Z0V5"
"contig189685","Q8BH97"
"contig105777_213442","C3YX09"
"contig110561","Q9D8N3"
"contig116761_131182","A9AIH1"
"contig26786","No_Uniprotmatch"
"contig17266","P25386"
"contig179678","No_Uniprotmatch"
"contig193657","No_Uniprotmatch"
"contig74855","Q4QL83"
"contig116514","Q00537"
"contig151875","Q3T0F5"
"contig152374","B2RVL6"
"contig118532","Q20191"
"contig180511","No_Uniprotmatch"
"contig178001","Q810U4"
"contig76108","No_Uniprotmatch"
"contig111520","Q80T32"
"contig152709","Q08013"
"contig96448","No_Uniprotmatch"
"contig78078","Q5ZII3"
"contig5133","Q5ZKG8"
"contig171352","Q811S9"
"contig178577","No_Uniprotmatch"
"contig155610","Q8N2E2"
"contig131597","Q9Y105"
"contig97860","P79398"
"contig175808","No_Uniprotmatch"
"contig174863","Q9D924"
"contig180794","No_Uniprotmatch"
"contig112718_123967_18547","Q66H95"
"contig177510","Q5RBA4"
"contig68715_108481","P24495"
"contig119596","Q8BG21"
"contig106652","Q2F7Z7"
"contig179949","Q6PC60"
"contig112556","P08478"
"contig180249","Q9VN93"
"contig181168","No_Uniprotmatch"
"contig177322","Q8IYN6"
"contig138471","Q86YI8"
"contig212026","No_Uniprotmatch"
"contig119661","Q9D4P0"
"contig209179","F6YK13"
"contig73968","Q6GL69"
"contig140485","Q96RT7"
"contig76527","Q64319"
"contig131778_108282_175735","P13676"
"contig157349","No_Uniprotmatch"
"contig203591","Q09225"
"contig176727","No_Uniprotmatch"
"contig153747_209151","No_Uniprotmatch"
"contig117704","P21670"
"contig130098","O05389"
"contig188808","P17702"
"contig118612","Q9D1Q6"
"contig152652_211066_201937","P62494"
"contig107483","No_Uniprotmatch"
"contig111358","B3RL60"
"contig17858","Q8BVI5"
"contig174702","Q0JRZ9"
"contig145994","Q7ZUG0"
"contig190104","Q4R5P1"
"contig178399","No_Uniprotmatch"
"contig147896","P23935"
"contig131362","B9JLE6"
"contig179089","Q96BD0"
"contig178894_209769","No_Uniprotmatch"
"contig211310","No_Uniprotmatch"
"contig181045","F7BQ38"
"contig178263","P49792"
"contig73730","Q2KID6"
"contig189141","No_Uniprotmatch"
"contig176198","O94973"
"contig9615_203947_150300","Q7XUR3"
"contig193343_128473","No_Uniprotmatch"
"contig174465","Q92896"
"contig174842","O95831"
"contig188499","No_Uniprotmatch"
"contig156529","Q9BQE4"
"contig185581","P18503"
"contig82457","Q5XHX8"
"contig171860","P26932"
"contig105162","O60262"
"contig184679","No_Uniprotmatch"
"contig211175","Q9CX97"
"contig210407","Q91YR1"
"contig207434","B0ZZ78"
"contig135095","Q9BQE4"
"contig112617","No_Uniprotmatch"
"contig177337","O70251"
"contig181171","No_Uniprotmatch"
"contig177311_209973","Q9PWF7"
"contig149850","No_Uniprotmatch"
"contig204774","P42583"
"contig60679","F6XJL4"
"contig175810","A6KWR4"
"contig8091","Q6P011"
"contig214711_185609","O16025"
"contig177526","Q55GC7"
"contig179382","No_Uniprotmatch"
"contig187113_211938_187176_190571","Q96I24"
"contig41889","Q95V84"
"contig131296","No_Uniprotmatch"
"contig16340_137404_71412_180832_151959","O43581"
"contig70160","C4A115"
"contig130397","No_Uniprotmatch"
"contig175991","Q2KJG3"
"contig181060","E4WSE5"
"contig151977_209730_211064","P08761"
"contig179642","P15311"
"contig154007","Q8AWF2"
"contig147484","Q6NWC6"
"contig114751_154710_106630","Q54G70"
"contig204681","Q7ZXQ3"
"contig4079","Q6NWF4"
"contig108205","No_Uniprotmatch"
"contig106086_185376","Q8WNR9"
"contig209231","Q9NLA3"
"contig173577","Q9CRC0"
"contig153527","P84104"
"contig155458","No_Uniprotmatch"
"contig139851_111217_172140","No_Uniprotmatch"
"contig139635","No_Uniprotmatch"
"contig26748","No_Uniprotmatch"
"contig176014","Q761X5"
"contig116764","P48508"
"contig105526","P97360"
"contig38694","No_Uniprotmatch"
"contig176339","Q8VHZ8"
"contig179242","No_Uniprotmatch"
"contig208990","Q2T9V7"
"contig9108","P95329"
"contig211585","B6QXT9"
"contig205989","P14381"
"contig119476","B3S0H9"
"contig106771","Q64319"
"contig170846","O13085"
"contig177164","No_Uniprotmatch"
"contig177288","P42577"
"contig187016","No_Uniprotmatch"
"contig172028","Q9P2W1"
"contig182527","P06582"
"contig211104_184618","No_Uniprotmatch"
"contig81736","Q4PMC9"
"contig79954","Q5U239"
"contig113170","A3KFU9"
"contig96914","Q6GL69"
"contig106110","No_Uniprotmatch"
"contig177469_209841","P97360"
"contig202045","Q6DGV1"
"contig106179","Q2KJB5"
"contig99698","Q66I12"
"contig207061","No_Uniprotmatch"
"contig600239_169456_109690","Q9H1H9"
"contig180297","No_Uniprotmatch"
"contig77270","O35681"
"contig76932","No_Uniprotmatch"
"contig96972","Q9WU34"
"contig117619","Q9WV92"
"contig140300","No_Uniprotmatch"
"contig216067","A1L1W9"
"contig150971","P93212"
"contig104154","No_Uniprotmatch"
"contig98565","P55814"
"contig69270","No_Uniprotmatch"
"contig209873_94084","A2RUV5"
"contig171889","Q5ZKN1"
"contig109990","Q9R0J8"
"contig162921","No_Uniprotmatch"
"contig169714","Q6DEP7"
"contig82338_147640","O74507"
"contig108971","Q8TF32"
"contig13514","Q90YV5"
"contig111601","O73930"
"contig98320","P83851"
"contig17867_171039","C3Z7X4"
"contig204421","P56391"
"contig171405","Q9D032"
"contig180597","P19944"
"contig169789","Q61151"
"contig78924_179047","Q5ZM98"
"contig215498","No_Uniprotmatch"
"contig178449","P91580"
"contig116145","Q9BDJ3"
"contig110703","No_Uniprotmatch"
"contig110356","No_Uniprotmatch"
"contig185267","No_Uniprotmatch"
"contig109991","No_Uniprotmatch"
"contig93735","Q28DG7"
"contig204949","Q6GM16"
"contig176830","P26779"
"contig167539","B3P0K6"
"contig175882","Q2YGT9"
"contig180919","O08623"
"contig189153","Q03669"
"contig83298","Q5T0N5"
"contig154402","Q13310"
"contig182161","No_Uniprotmatch"
"contig111945","Q6RUV5"
"contig25693","Q5R889"
"contig14015","No_Uniprotmatch"
"contig94086","No_Uniprotmatch"
"contig107564","Q9C005"
"contig102905_207771","P80172"
"contig116240_76314","Q8BH75"
"contig212331","No_Uniprotmatch"
"contig175898","Q9BUD6"
"contig155591_107236","Q7T2A5"
"contig78270","Q59990"
"contig104106","Q7ZXQ3"
"contig170520","B4KFU7"
"contig99723","No_Uniprotmatch"
"contig198144","Q6DHR8"
"contig107808","No_Uniprotmatch"
"contig100356_120192","O94919"
"contig77654_69370_110868_188530_137480","Q09K98"
"contig153414","Q29RU9"
"contig115077","Q99728"
"contig179795","P26696"
"contig66815","Q7T0V2"
"contig600117","A4IGL7"
"contig78886","P77475"
"contig178710","Q4RY26"
"contig179439","Q9Z2Z6"
"contig178993","C3YWU0"
"contig211800","P51424"
"contig68882","P40618"
"contig106046","O14514"
"contig209898","P61107"
"contig99419","Q29RR0"
"contig78026_115816_184322_116266","Q9WVF7"
"contig176317","Q5REC0"
"contig170610","Q6P026"
"contig112466","No_Uniprotmatch"
"contig75838","Q13454"
"contig44437_180057","Q9Z1M7"
"contig182658","O89026"
"contig111889_204966_104774_111080","P46470"
"contig185660","No_Uniprotmatch"
"contig129556","P83877"
"contig186173","Q9N0C7"
"contig157060","O75153"
"contig70210","P08553"
"contig210023","Q80T32"
"contig179524","Q03049"
"contig150946","O60749"
"contig147983","No_Uniprotmatch"
"contig210143","Q5RDG4"
"contig181604","Q9UJA9"
"contig116864_79702","No_Uniprotmatch"
"contig196438","No_Uniprotmatch"
"contig600046","D9IQ16"
"contig212114_106836_18295","Q8N567"
"contig6414_81055_24367_132766_78296_180945","Q86VB7"
"contig174348","P49596"
"contig179999","Q5RDE7"
"contig181215","Q6GNG8"
"contig107862_136900","No_Uniprotmatch"
"contig112528","Q00438"
"contig174699","Q6PAB3"
"contig18858","Q8K4R4"
"contig98504","Q8QFP8"
"contig71143","Q5RKI3"
"contig600063","Q54G70"
"contig159833","Q9W1Y1"
"contig171142","B3P0K6"
"contig175646","P41115"
"contig113414_107098","P42892"
"contig190162_159533","Q14789"
"contig213832","Q5PQ71"
"contig177893","Q5RE11"
"contig191389","No_Uniprotmatch"
"contig157492","Q1HA50"
"contig204265_211636","Q5R6G3"
"contig178917","Q1PRL4"
"contig79554","Q2KIC5"
"contig99295","Q7ZX22"
"contig99004","Q32PI5"
"contig189924","No_Uniprotmatch"
"contig157206","Q5EBL4"
"contig186365","No_Uniprotmatch"
"contig155998_211258","O14548"
"contig211375","Q9FKC7"
"contig145332_178661","P41035"
"contig157151","No_Uniprotmatch"
"contig151760","Q5M8Y1"
"contig157346","Q8HYI9"
"contig99205","Q8VC85"
"contig170420","P55016"
"contig179966_214580_118670","B0EJ54"
"contig22165","No_Uniprotmatch"
"contig180532_159323","No_Uniprotmatch"
"contig80239","C3Y7T1"
"contig152685","No_Uniprotmatch"
"contig176369","Q6RUV5"
"contig99898","C4LU72"
"contig156278_119202_105553","Q7XTE8"
"contig191816","Q25532"
"contig93600","P83553"
"contig118122","No_Uniprotmatch"
"contig208480_158368","Q736W4"
"contig176324","No_Uniprotmatch"
"contig158921","A4IGY6"
"contig104932","Q4I963"
"contig138367","P62257"
"contig155933_83008","Q32LJ3"
"contig140802","A2VE04"
"contig171837","Q05B92"
"contig113741_154899","Q8C0R0"
"contig180298","Q2PZL6"
"contig209840_179492","Q03350"
"contig133256","Q9WV92"
"contig99910","No_Uniprotmatch"
"contig184229","Q96AY4"
"contig180374","No_Uniprotmatch"
"contig179422","No_Uniprotmatch"
"contig153529","Q63537"
"contig188873","P48722"
"contig69868","Q3KPS4"
"contig193971","P62255"
"contig11015_204009","Q505D1"
"contig151277","Q39019"
"contig112187","Q9VVY3"
"contig175891","Q9UL25"
"contig205224","No_Uniprotmatch"
"contig114073","Q8IXL7"
"contig170320","Q1LZI2"
"contig109117","Q32PI6"
"contig170925_178536","Q6AYY8"
"contig74885","P45478"
"contig177846","P21571"
"contig119204","P54939"
"contig204885","Q5U567"
"contig73054","Q5RCP3"
"contig172212_94039","O54960"
"contig160035","No_Uniprotmatch"
"contig163444","No_Uniprotmatch"
"contig210327","Q9NB34"
"contig170869","B0ZZ78"
"contig179369","P97784"
"contig211403","P02412"
"contig20793","Q5REK3"
"contig175603","Q1HA50"
"contig210375","Q1HPQ0"
"contig216772","P02516"
"contig155405_195340_149807","Q9HCK4"
"contig94345","Q9VJ79"
"contig155230_191458_219263","Q04666"
"contig113401","Q80Y14"
"contig105321","O94889"
"contig76561","Q6RUV5"
"contig208014","Q5R4W4"
"contig158539","No_Uniprotmatch"
"contig153532","No_Uniprotmatch"
"contig600139","O60841"
"contig155593_174306_178230","No_Uniprotmatch"
"contig175651","Q8JGR4"
"contig175823","No_Uniprotmatch"
"contig152060","No_Uniprotmatch"
"contig181435","Q9CQT9"
"contig68848","P58021"
"contig94328","P42111"
"contig186510","No_Uniprotmatch"
"contig180006","P31399"
"contig147087","Q08581"
"contig150097","Q5SSH7"
"contig110996","Q2KJ25"
"contig192740","Q5R5H1"
"contig138254","P0C6A0"
"contig156148","P29418"
"contig5802","Q2F7Z7"
"contig107093","Q7Z4T9"
"contig18567","Q9DBT4"
"contig203975","F2U3Q1"
"contig176139_190091","Q9CR27"
"contig153439","C3XZ89"
"contig96924_203695_177534","Q6XUZ5"
"contig111607","No_Uniprotmatch"
"contig209354","P70445"
"contig97563","No_Uniprotmatch"
"contig112868","No_Uniprotmatch"
"contig25298","Q7ZVZ7"
"contig178453","Q9VXX8"
"contig73474","No_Uniprotmatch"
"contig184485","P82970"
"contig158680","No_Uniprotmatch"
"contig24489","No_Uniprotmatch"
"contig181236","Q62785"
"contig138574","No_Uniprotmatch"
"contig145770","P10394"
"contig177105","No_Uniprotmatch"
"contig176310","A2V735"
"contig193948","Q9JM13"
"contig177183","No_Uniprotmatch"
"contig180334","Q96MD2"
"contig215515","Q8LAD0"
"contig113066","No_Uniprotmatch"
"contig177916","Q962X9"
"contig178090","Q6GVH4"
"contig203615","Q7SYK1"
"contig183427","D8PAU6"
"contig79090","No_Uniprotmatch"
"contig203977","Q3SYW6"
"contig170215","Q8R4V5"
"contig182125","No_Uniprotmatch"
"contig99117","Q9BU79"
"contig178046","P0C6B8"
"contig600142","B9JLE6"
"contig72768","Q9Z0K8"
"contig177047","Q8MJC3"
"contig147183","Q6ZUX7"
"contig106293","P59999"
"contig105041","No_Uniprotmatch"
"contig107087","P48509"
"contig104037","No_Uniprotmatch"
"contig75453","Q9UL25"
"contig112694_118674_204990","P48727"
"contig111523","C3YWU0"
"contig13389","Q6PD21"
"contig150429_216716","Q9P2G9"
"contig79108","Q99JB0"
"contig150907_111605","Q9CQQ8"
"contig171221","No_Uniprotmatch"
"contig150734","Q5XIA8"
"contig81660","Q6NRZ1"
"contig106591","No_Uniprotmatch"
"contig137500","Q9UIF3"
"contig72246","P11680"
"contig156085","No_Uniprotmatch"
"contig176526_54354","Q9JIY2"
"contig119714","P00172"
"contig77383","Q0P5M9"
"contig212663","Q6GM16"
"contig192735","Q3T0L2"
"contig170354_148803_71185_108273_177016","Q6Q0N0"
"contig204969","P23468"
"contig107345_135184_111900","Q9ULT6"
"contig619","Q9UMS4"
"contig77928","Q91VF6"
"contig78402","Q62825"
"contig11809_79887_175727_11277","Q8C8M1"
"contig177008","Q3SZ90"
"contig158999","Q9VH90"
"contig82876","D7F169"
"contig175548","Q9D883"
"contig195496","B3RQA2"
"contig151366","O02194"
"contig131830","Q66IV6"
"contig176852_171157","Q5I085"
"contig69804_158563","Q8BTM8"
"contig11281","P53007"
"contig205389","Q9UHB7"
"contig112007_150291_111307","Q98SN7"
"contig137368_77518","Q8WUQ7"
"contig174758_165154","Q5XGM3"
"contig175034_165361","Q6AYE3"
"contig98264","Q9JMH6"
"contig109014","No_Uniprotmatch"
"contig211917","P82970"
"contig98513","Q6ZMI0"
"contig150253","Q3SYV5"
"contig209420","P98167"
"contig600154","P38980"
"contig99500","Q9U9K0"
"contig151264","Q9UBV2"
"contig194787","O04438"
"contig177732_185300","No_Uniprotmatch"
"contig140571","Q8BGZ3"
"contig181954","No_Uniprotmatch"
"contig146578","No_Uniprotmatch"
"contig5646_20164","Q9NY47"
"contig105046_111876","Q02224"
"contig82059","Q9CQN6"
"contig212356_176651","E7EYF7"
"contig136052_204237","Q9IB83"
"contig70404","Q7RTY7"
"contig112653","O95685"
"contig72805","Q94502"
"contig160898","Q2L969"
"contig153333","No_Uniprotmatch"
"contig165510","No_Uniprotmatch"
"contig105959_210374","P28072"
"contig151210","No_Uniprotmatch"
"contig178258","Q9BGI2"
"contig97827","P70336"
"contig68883","Q641Y2"
"contig82166","No_Uniprotmatch"
"contig170716","Q9U505"
"contig132039","P50542"
"contig203759","Q9W6I0"
"contig190974","Q99JY0"
"contig109316","No_Uniprotmatch"
"contig147430","No_Uniprotmatch"
"contig70482","P95329"
"contig116294","A2VE04"
"contig170324","Q92870"
"contig151985","Q8VE80"
"contig106924_9647","Q6DK93"
"contig21297","Q6GN02"
"contig153568","O60749"
"contig181083","A2EYA1"
"contig75514","No_Uniprotmatch"
"contig99063","Q9W2H1"
"contig209341","P21761"
"contig116363","Q8VCD6"
"contig18189_188997","Q62440"
"contig65131","Q29RU2"
"contig15803","P27715"
"contig176210","P81004"
"contig205386","C3Y9D1"
"contig185727","P41951"
"contig75010","Q9C0I9"
"contig155334","Q6PC91"
"contig174343","C7PNQ2"
"contig143957","A4IGL7"
"contig71494_109692","Q9CPT5"
"contig105153","Q92051"
"contig107829","P47193"
"contig211439","No_Uniprotmatch"
"contig180733","Q5R491"
"contig203180","C3YWU0"
"contig93954","No_Uniprotmatch"
"contig26521","P16230"
"contig173668","Q5I0I9"
"contig72889","Q9Y5B6"
"contig190376","No_Uniprotmatch"
"contig114905","No_Uniprotmatch"
"contig212216_149617","C3YWU0"
"contig209653","P26233"
"contig218636","Q5VYJ5"
"contig189215_20801","P61954"
"contig147482","Q9DC11"
"contig97653","Q01721"
"contig116998","P78317"
"contig158158","Q8SQG9"
"contig126010","Q7T005"
"contig178590","P25931"
"contig110011","P81178"
"contig209243","P46940"
"contig204140","Q9DCG9"
"contig107727_178063","Q9Z2U1"
"contig78645","No_Uniprotmatch"
"contig178000","Q804T6"
"contig145910","Q90623"
"contig218664","C3ZCB3"
"contig7520_171270_93307","Q9U5M4"
"contig147012_82298_211036","Q5U3Q6"
"contig114054","Q9VXT2"
"contig19870","Q8CIE6"
"contig148802","No_Uniprotmatch"
"contig177356","No_Uniprotmatch"
"contig177616","P62909"
"contig106927","Q9CQM5"
"contig97587","O00244"
"contig179948","No_Uniprotmatch"
"contig217747_128915","Q8TKB7"
"contig138525","Q28F67"
"contig111151","Q14789"
"contig176941","Q6V0I7"
"contig174276","P10079"
"contig139269_107539","Q9WV92"
"contig104550","O94973"
"contig181675","P50579"
"contig176447","No_Uniprotmatch"
"contig147822","Q9K9H0"
"contig210198","Q4TA60"
"contig180907","Q6AYH6"
"contig214327","No_Uniprotmatch"
"contig214088","No_Uniprotmatch"
"contig75164","Q08C72"
"contig181319","No_Uniprotmatch"
"contig208539","O55003"
"contig169152","Q1KKZ1"
"contig109623","Q9Y297"
"contig2052","No_Uniprotmatch"
"contig213198","P36898"
"contig2932","A5D7L5"
"contig14879","Q12904"
"contig170740_104632","Q9WUP7"
"contig139386","Q6DKC0"
"contig151481","Q7SXF6"
"contig205933","No_Uniprotmatch"
"contig106850","Q5TTG1"
"contig110184_182221_2856","Q8NBP0"
"contig76272_115132","B3S0H9"
"contig175616","P23785"
"contig22489","Q17RM4"
"contig178010","P54611"
"contig218475","Q6ZUK4"
"contig14969","Q2M2T6"
"contig16722_105562","Q8UW59"
"contig205993","Q04336"
"contig74308","No_Uniprotmatch"
"contig77937","Q3T0L2"
"contig187082","No_Uniprotmatch"
"contig19203","Q8T784"
"contig24969","Q9CXL1"
"contig157110","Q4RY26"
"contig114305_20925_154611","Q9D0F3"
"contig81576","No_Uniprotmatch"
"contig152420","Q6DJI9"
"contig179182","No_Uniprotmatch"
"contig149378","No_Uniprotmatch"
"contig179142_190662_204088_192298","No_Uniprotmatch"
"contig209847","E1BZD3"
"contig137203","C3Y7T1"
"contig74624","Q4V8V1"
"contig6952","O42115"
"contig213118","P17124"
"contig173767","No_Uniprotmatch"
"contig189811","No_Uniprotmatch"
"contig24451_188910","Q5R5L3"
"contig110195","Q76LT9"
"contig210284","No_Uniprotmatch"
"contig138067","Q8K406"
"contig107770","P40307"
"contig165975_151398","No_Uniprotmatch"
"contig73012","No_Uniprotmatch"
"contig97240_171563","Q91VA6"
"contig210807","Q4R4T8"
"contig160879","Q6GNI4"
"contig78031","No_Uniprotmatch"
"contig169845","C3Z6F0"
"contig71352","Q6IUR5"
"contig152411","No_Uniprotmatch"
"contig107407","O61491"
"contig160699_124129","No_Uniprotmatch"
"contig130656","No_Uniprotmatch"
"contig78426","P23468"
"contig210377","P10160"
"contig4979_156922","Q58DL5"
"contig114908","Q95108"
"contig74749","No_Uniprotmatch"
"contig211811","Q99J56"
"contig175816","Q3SYU1"
"contig113614","No_Uniprotmatch"
"contig157707_73389","Q9VC57"
"contig177903_181942","P63036"
"contig105152","Q91Y53"
"contig105080","No_Uniprotmatch"
"contig215080","No_Uniprotmatch"
"contig178159","P26779"
"contig104002","No_Uniprotmatch"
"contig212862","No_Uniprotmatch"
"contig142400","Q5RFI0"
"contig14080","Q32L53"
"contig153004","No_Uniprotmatch"
"contig113184","O14046"
"contig140041","Q8BGT5"
"contig116368_114604","Q08B78"
"contig149217","Q13217"
"contig151925","P34943"
"contig155603","No_Uniprotmatch"
"contig153862","Q6VV72"
"contig138327","B2J427"
"contig75776","No_Uniprotmatch"
"contig10642_157839","Q08DD7"
"contig189128_176436","P61107"
"contig218358","No_Uniprotmatch"
"contig191642_209293_131111_115938_209160","P08592"
"contig96708","Q6IQU7"
"contig113793","Q4PM47"
"contig75580","Q24180"
"contig169931","Q5XI68"
"contig170497","Q6P806"
"contig210057_159075","No_Uniprotmatch"
"contig171080","Q95VY2"
"contig107740","No_Uniprotmatch"
"contig177238","B3RL60"
"contig184942","No_Uniprotmatch"
"contig147015","Q8BGQ7"
"contig29000","P15336"
"contig200176","No_Uniprotmatch"
"contig139319","O60879"
"contig171381_177618_182803","Q8VDU0"
"contig205006_105586_106484","O75629"
"contig171110","Q9WTR7"
"contig209776","Q9UPU3"
"contig209465","P91580"
"contig192038","Q64428"
"contig15166","No_Uniprotmatch"
"contig151360","No_Uniprotmatch"
"contig195649","O18405"
"contig151491","No_Uniprotmatch"
"contig177472","Q9GT45"
"contig109726","P84173"
"contig151509","O00461"
"contig184103","No_Uniprotmatch"
"contig177384","Q7YRK5"
"contig176719_165748","P17078"
"contig144753","Q47877"
"contig145812","Q12874"
"contig75248","Q9FKC7"
"contig75693","No_Uniprotmatch"
"contig179804","P09917"
"contig114395","No_Uniprotmatch"
"contig210963","Q5HLD8"
"contig116087","Q9QXV3"
"contig132517","No_Uniprotmatch"
"contig211528","Q5BKM4"
"contig179484","Q32Q86"
"contig211253","O57460"
"contig155707","O43670"
"contig71353","Q75V66"
"contig108544","B7P7L5"
"contig219394","No_Uniprotmatch"
"contig104128","P56819"
"contig133216","O97763"
"contig151275","P08872"
"contig212419_158739","No_Uniprotmatch"
"contig151287","Q6DEU9"
"contig156810_195470","Q62780"
"contig114564","No_Uniprotmatch"
"contig106341","Q8BN59"
"contig81787","Q7ZT46"
"contig218579_110228","Q9EPR4"
"contig93795_119072","P35584"
"contig78104","Q5F471"
"contig209069","O46160"
"contig115548","A6NIH7"
"contig177831","Q66I24"
"contig214198","P02516"
"contig183447","No_Uniprotmatch"
"contig193816","No_Uniprotmatch"
"contig71508","O70251"
"contig105594","E9C1T2"
"contig177958","Q5R7S6"
"contig204577","Q6PHS6"
"contig151147_145687_161628","P98088"
"contig137200","Q9CUL5"
"contig131552","F6ZKR4"
"contig179887","Q5U3H2"
"contig147556_209808","Q8MPM1"
"contig146626","Q9DBI0"
"contig73083","B3S2L2"
"contig192932","F1QYZ7"
"contig75447","No_Uniprotmatch"
"contig57671","Q6DGG0"
"contig210943","No_Uniprotmatch"
"contig193685","No_Uniprotmatch"
"contig178734","D7FRJ7"
"contig170156","Q28EW0"
"contig209425","Q5U231"
"contig76050","Q2HJ57"
"contig154003","Q9JM13"
"contig71546_112778","Q8C166"
"contig177700","Q9DCR2"
"contig106504","O35207"
"contig23931_99724","O08950"
"contig113650","P53007"
"contig113930","Q91V16"
"contig209612_160096","P05630"
