"modGenes","modUniprotIDs"
"contig147300","E3MA61"
"contig172456","Q9TT38"
"contig600228","No_Uniprotmatch"
"contig145390_123740_152068","A2AAY5"
"contig110075","No_Uniprotmatch"
"contig139348","P70584"
"contig111495_153161","P50211"
"contig152144","Q21GL5"
"contig151962","Q3TBT3"
"contig73726","Q92903"
"contig21892","No_Uniprotmatch"
"contig59440","P00920"
"contig189878_212803","Q568K9"
"contig98165","Q2PZL6"
"contig96636","Q5REG2"
"contig171047","No_Uniprotmatch"
"contig211599","Q9Y2E4"
"contig70645_178198","No_Uniprotmatch"
"contig116896","A9UNQ4"
"contig210066","Q09137"
"contig210480","No_Uniprotmatch"
"contig104303","Q54V61"
"contig177124","F2UIB0"
"contig93680","No_Uniprotmatch"
"contig105861","No_Uniprotmatch"
"contig130583_169167_189192_107918","Q3UHC7"
"contig7500_132145_18657_138089","E3LVE7"
"contig175889","O97172"
"contig71797","Q9SXD5"
"contig57426","Q6IRI9"
"contig175618","No_Uniprotmatch"
"contig80556","Q28D01"
"contig178862","Q90WJ8"
"contig112212","P24369"
"contig24499_94274","No_Uniprotmatch"
"contig145959_188425","Q9HD20"
"contig105272","O09131"
"contig70650","Q3T134"
"contig212654","O49286"
"contig147657","Q96RW7"
"contig111880","Q9W770"
"contig16721","Q8HXP2"
"contig209481","No_Uniprotmatch"
"contig177505_179432","No_Uniprotmatch"
"contig183801","No_Uniprotmatch"
"contig48902","O42358"
"contig155170","P45878"
"contig113801","No_Uniprotmatch"
"contig205569","Q5R5L3"
"contig186243","P11048"
"contig104894","No_Uniprotmatch"
"contig55408_149938","O50655"
"contig175637","P02594"
"contig175019","P30975"
"contig68781_212614","Q5ZM57"
"contig179712","C3ZNM0"
"contig180164_151463","Q8BYF6"
"contig76211","Q04336"
"contig183687","P27170"
"contig203123","Q62825"
"contig114417","E1FUR5"
"contig109571","No_Uniprotmatch"
"contig209619","No_Uniprotmatch"
"contig208006","Q8NEV4"
"contig110454","O94868"
"contig112646","Q6P7A2"
"contig211744","No_Uniprotmatch"
"contig107077","Q9D7A6"
"contig192327","Q5R493"
"contig158020_176906","P49614"
"contig103080_193887","Q6GLK2"
"contig176465_189135","No_Uniprotmatch"
"contig137462_70693","Q9P0U1"
"contig105540","No_Uniprotmatch"
"contig190794","No_Uniprotmatch"
"contig185416_29039","Q8K1S2"
"contig150571","Q9NPP4"
"contig209759","Q96DM1"
"contig212960","No_Uniprotmatch"
"contig109646","No_Uniprotmatch"
"contig212856","No_Uniprotmatch"
"contig210572","No_Uniprotmatch"
"contig72519","A9UP47"
"contig157472","P29074"
"contig93538","Q9CPX9"
"contig114195","B3RY15"
"contig7109","Q7KZ85"
"contig151647","C0H691"
"contig208194","No_Uniprotmatch"
"contig181851","C3YXL7"
"contig164676_74916_12360_178135_177977","Q5BK81"
"contig187488","O97125"
"contig151272","P28304"
"contig145310","Q8BRB7"
"contig15982","Q6IQC7"
"contig147309","Q7YTC2"
"contig180769","P79145"
"contig174945","P21580"
"contig73909","P24044"
"contig99694","C7ENG7"
"contig119246_210650_24711","No_Uniprotmatch"
"contig51676","No_Uniprotmatch"
"contig147662","Q80T79"
"contig156955","Q6DIC0"
"contig133204","Q8N9F7"
"contig111046","No_Uniprotmatch"
"contig98472","Q0VFD6"
"contig118471_124619","P70187"
"contig209896_106956_119561","P36876"
"contig157447","Q9NYQ6"
"contig205302_73582","Q810T5"
"contig118586_109330","Q9SXD5"
"contig169096","P30676"
"contig211054_178800","Q5ZJF4"
"contig146806","O95436"
"contig175890","No_Uniprotmatch"
"contig176201","P00920"
"contig188723","P00169"
"contig140406","B3TP03"
"contig72496_196654_160518","Q02361"
"contig180428","Q13585"
"contig14626","No_Uniprotmatch"
"contig179379","P14604"
"contig175744","Q3SYR7"
"contig193555_108332_165493_100035_106654_75144","Q8IUD2"
"contig108324","Q29503"
"contig218889","Q5ZI78"
"contig113297","Q9WTV5"
"contig137706","Q9BXJ9"
"contig118609","Q6TMK8"
"contig179860","No_Uniprotmatch"
"contig76124","Q7TMS5"
"contig154441","No_Uniprotmatch"
"contig164822","Q9ER63"
"contig209516","No_Uniprotmatch"
"contig209592_181470","O75694"
"contig74204_209449_161411_153661","O13066"
"contig170769_97035_180531","P55024"
"contig112467_156385","Q5PQQ7"
"contig123658","No_Uniprotmatch"
"contig207393_107969_71455","O95622"
"contig79608","Q642A6"
"contig71823","No_Uniprotmatch"
"contig107080","P82252"
"contig176812","Q86VP6"
"contig18789_117437","Q23979"
"contig89116","Q96AY4"
"contig11145_117850","Q9LIG0"
"contig208148","Q9CYH6"
"contig81461","P21576"
"contig138993","A5A6I3"
"contig209530","Q96RW7"
"contig115318_182890","No_Uniprotmatch"
"contig209610","No_Uniprotmatch"
"contig219999_155051_168057_173721_148758_22258","Q8K0U4"
"contig185001","P37709"
"contig109651_151730","Q9BGI1"
"contig78788","Q9DCR2"
"contig23742_204409","Q59037"
"contig204229","No_Uniprotmatch"
"contig209784","P20360"
"contig132334","Q9EQT3"
"contig205046","No_Uniprotmatch"
"contig182017","Q8BI21"
"contig115327","P62744"
"contig209624","P80010"
"contig116054_161084","Q25060"
"contig140670","No_Uniprotmatch"
"contig103072","Q5R5J1"
"contig173726","Q6AY20"
"contig106017","Q10336"
"contig127714_144597_185151","Q9ER63"
"contig219749","P15823"
"contig175525_180816","O77676"
"contig215759","Q03350"
"contig109129","C3ZF23"
"contig181533","P42583"
"contig69588","Q9VJ33"
"contig176384","Q925G0"
"contig146833","O15297"
"contig600118","Q8TKB7"
"contig130891","No_Uniprotmatch"
"contig7809","O70593"
"contig204740_25311","P48547"
"contig155834","No_Uniprotmatch"
"contig176702_600162_180264","Q8IIG7"
"contig74716","No_Uniprotmatch"
"contig104035","No_Uniprotmatch"
"contig153367","No_Uniprotmatch"
"contig111531","Q6PAB3"
"contig186064","No_Uniprotmatch"
"contig185920","P00919"
"contig116748","No_Uniprotmatch"
"contig97780","No_Uniprotmatch"
"contig216849","Q9NYR8"
"contig166341_117128","Q7TP17"
"contig82599","Q17QQ2"
"contig82091","Q8JHZ8"
"contig209246","Q32L63"
"contig152894_184544","Q4R9E0"
"contig212151","Q13310"
"contig130029_97759_111990_172225","C3ZKW5"
"contig71570","No_Uniprotmatch"
"contig176394","Q7YRJ8"
"contig130047","Q5TJE0"
"contig151692","Q39610"
"contig150408","No_Uniprotmatch"
"contig187187","A7X4K1"
"contig113128","Q8BI17"
"contig75531_180982","O05389"
"contig148015","Q02357"
"contig147961","E2BPM8"
"contig17577","No_Uniprotmatch"
"contig151873","Q9NYR8"
"contig113203_130861","Q9UN19"
"contig210169","P27139"
"contig17225","A8E4L1"
"contig12572","Q9Z2U1"
"contig104145","Q1LZ71"
"contig77571","F6TYQ6"
"contig96374","Q0V9R4"
"contig179651","O75832"
"contig178560","No_Uniprotmatch"
"contig212722","P50408"
"contig150180","Q9SEE4"
"contig117241","O16025"
"contig6618","B8JJN4"
"contig187339","A6QLD2"
"contig204915","Q8BLN6"
"contig151819","Q96T23"
"contig200822_600208","No_Uniprotmatch"
"contig174665","C3ZGG5"
"contig189107","No_Uniprotmatch"
"contig154496","Q6AZJ9"
"contig146481","P49136"
"contig172230","P79331"
"contig194976","No_Uniprotmatch"
"contig213008","No_Uniprotmatch"
"contig130943","No_Uniprotmatch"
"contig114603_156207_177442","Q9UGT4"
"contig200003","Q98TX1"
"contig157172","No_Uniprotmatch"
"contig98210","P47727"
"contig148446","P21291"
"contig121957","A6QLD2"
"contig128185","No_Uniprotmatch"
"contig116547_174659","Q9Y3B9"
"contig74335","P49457"
"contig181034","O88809"
"contig208378","Q6ZPD9"
"contig146935","No_Uniprotmatch"
"contig176760","Q5NVI6"
"contig185881","No_Uniprotmatch"
