"modGenes","modUniprotIDs"
"contig150838","Q9USN3"
"contig106135","No_Uniprotmatch"
"contig68807_98529","Q9WU79"
"contig188824_155515","Q26636"
"contig93864_151721","Q32TF8"
"contig192047_145238","Q8BML1"
"contig145091_115718","Q98SJ2"
"contig153227","Q8CGI1"
"contig148872","Q95LS7"
"contig152089_171145","Q9BWT3"
"contig69103","O76329"
"contig171224_176619","O75821"
"contig72463_20667_204963","Q9Y2L5"
"contig106145_165487_72939_22650","Q8BVV7"
"contig176707","O75715"
"contig99610","Q86I22"
"contig204367_159913","Q869E1"
"contig204927_19561","Q96T88"
"contig173370_176608","Q8N201"
"contig111346","Q5T200"
"contig107520","Q8BQM4"
"contig145497","Q9HAU5"
"contig149513","Q14974"
"contig72815","Q5XGA9"
"contig139450_204668_145130_92977","Q92576"
"contig105157","O43709"
"contig169295","Q3SYU1"
"contig600170_69933","Q5ZLF0"
"contig152261","C3XYF5"
"contig169108_116554","P62323"
"contig151416","Q7TNV0"
"contig147864_169255_134308","Q6ZMW2"
"contig191907","Q62077"
"contig169641","O14981"
"contig130724","P15206"
"contig150809","No_Uniprotmatch"
"contig147774","P27123"
"contig140662","P70404"
"contig105375","Q5R952"
"contig94320","Q5TCS8"
"contig177714","No_Uniprotmatch"
"contig210776_171577","P38024"
"contig116589_209874_146762","Q0P5X1"
"contig71030","A7MBH5"
"contig147956","Q8K1K9"
"contig148706","C3XYA2"
"contig68929_179739","Q99MR1"
"contig7743_22880","Q9HAU5"
"contig169795","A7DZP8"
"contig69665","Q91ZW3"
"contig180258","P81274"
"contig146439","O14607"
"contig4824_77183","P53355"
"contig147577","No_Uniprotmatch"
"contig97266","Q14517"
"contig174419","Q5ZK84"
"contig115421_205417","Q62623"
"contig71645","O14607"
"contig147020","Q27245"
"contig67991","Q13332"
"contig209826","Q90ZY6"
"contig73633","Q7SXL7"
"contig73331","Q6DFB7"
"contig150545","A6QM00"
"contig72924","Q6DDM4"
"contig60199","O76094"
"contig108628","Q5RBB3"
"contig149536_57207_76034","Q8IXF0"
"contig23801_107814","Q63342"
"contig148856","Q3ZBH0"
"contig172038","Q63HN8"
"contig148433","Q8VHU4"
"contig148726","Q9NVU0"
"contig212426_75671_111781","Q9FHN8"
"contig179518_146851","Q2T9W3"
"contig173850","Q0V8S9"
"contig169257","Q7T321"
"contig171361","Q8K4L0"
"contig152142","P78563"
"contig68288","C3Y5T9"
"contig114165_161201_104326","P17124"
"contig93619_150719_200437","No_Uniprotmatch"
"contig170563_158380_58893","Q8WTW3"
"contig194803_151573_113735","Q5RHH4"
"contig51215","Q01528"
"contig150337","Q8C6B2"
"contig105422","Q13825"
"contig71219","Q8BTI8"
"contig8041_136","Q05AQ8"
"contig147916","Q071E0"
"contig169713","No_Uniprotmatch"
"contig108612_71107","Q9H0J4"
"contig76367","Q922K7"
"contig106545","Q99502"
"contig150861","Q27450"
"contig106980","Q7ZV34"
"contig66071_96635","Q9UIF8"
"contig3144","Q3SZT7"
"contig68966","Q04678"
"contig188953","No_Uniprotmatch"
"contig75493","P50532"
"contig135928_105862_153203","Q96RW7"
"contig169778_99002_167662_114077_192994_107299","Q14692"
"contig77136","Q68CZ2"
"contig69805","E9FUR7"
"contig151452","Q6DJE4"
"contig103363","Q9F234"
"contig210442","F7GDM4"
"contig108179","Q3YBR2"
"contig76907_81675","No_Uniprotmatch"
"contig147379","Q96DN5"
"contig179403","No_Uniprotmatch"
"contig153398","O14874"
"contig116802_21164","Q9H2B2"
"contig148447","Q9NZW4"
"contig97773","P33322"
"contig151865","Q96MT7"
"contig82710","Q58A42"
"contig104877_108731_210008","Q5H7N8"
"contig71919","Q4HXF6"
"contig79405","F7A6V8"
"contig110064_146741","Q920B9"
"contig151553","Q5FVA9"
"contig80357_106495","Q07617"
"contig145760_177117","P55080"
"contig24093_172125","O43709"
"contig106372","Q7ZWF0"
"contig144722","No_Uniprotmatch"
"contig137388_145148","Q6NVR8"
"contig111580_105597","No_Uniprotmatch"
"contig78291","Q61586"
"contig168044","Q9H7P6"
"contig81833","Q9JKL7"
"contig600053","Q15459"
"contig174981","Q91287"
"contig113429_153346","Q3UHD6"
"contig177102_77726","P10079"
"contig69407","Q28E41"
"contig204254","P00435"
"contig96562","Q9NGQ2"
"contig209943","No_Uniprotmatch"
"contig154393","P00521"
"contig111130","P00435"
"contig107063_146687","Q8BZ32"
"contig132936","Q8MVR1"
"contig78162","P46871"
"contig112261_13247","Q9YHV3"
"contig70769","Q8CB62"
"contig98391","Q9DC48"
"contig76439_202328_115664","Q17RH7"
"contig71593","Q0IHV1"
"contig147414","Q03164"
"contig170397_167232_143619_203219_99476","Q6NXI6"
"contig150912","P27708"
"contig64908","Q8BUR4"
"contig153418","No_Uniprotmatch"
"contig147262","Q9BYV8"
"contig77001","Q5VU65"
"contig103997_9531","Q505I5"
"contig205236","Q8WYA0"
"contig78618","Q9V359"
"contig71549","Q8AYK6"
"contig204784_193988_139405","Q9U5M4"
"contig75207","Q6DFC6"
"contig107053_203540","P54359"
"contig79217","Q5SPX1"
"contig152009","Q28FH2"
"contig74207","A6QLI8"
"contig75772","Q7TN02"
"contig177685_70282","Q5U2Q4"
"contig8412","No_Uniprotmatch"
"contig176046","C1C4R8"
"contig70587","Q5RKH6"
"contig171818_155529","Q5ZJH6"
"contig18006_152697","Q9JHI7"
"contig207963_174958","Q9DAN6"
"contig151503_180392","Q8IYG6"
"contig152525_133323_139160","Q9Z136"
"contig149145","Q9UPZ9"
"contig600011","Q6NTV6"
"contig68891","P26686"
"contig195979","P15206"
"contig205367_158585","P59110"
"contig213138_69909","P49750"
"contig70196","O43663"
"contig176801_113676","Q54I71"
"contig168697","P52046"
"contig108461","P35546"
"contig153433_118970_80907_119590_152403_205690_116105","Q9W0T1"
"contig169929","A4IIM3"
"contig71524_152879_80975","Q5GFL6"
"contig148423","Q9CYU6"
"contig203752","Q5R909"
"contig169216","Q9JID1"
"contig104025_179357","Q5PQ53"
"contig150919","Q1MTN8"
"contig76481","Q4V7W3"
"contig150856","Q5T200"
"contig180186","C0H691"
"contig147705","Q9H4K7"
"contig189544_188814_172085","Q6AYT3"
"contig152081","Q9Y5B6"
"contig74907","Q96MT7"
"contig146561","O95714"
"contig55053","Q5SRE5"
"contig205077_148511","Q8TAQ2"
"contig171663_213709","No_Uniprotmatch"
"contig147034","Q5ZJ54"
"contig170349","Q80YS9"
"contig153092","Q6P2B1"
"contig68707_158845","A2A3L6"
"contig145342","P12105"
"contig219879_167461","Q88KT1"
"contig145528_211923","Q80X82"
"contig152449","P23468"
"contig114874_600092","Q6NUF4"
"contig179814","Q8TDN6"
"contig76521","O54774"
"contig169339","Q1ED39"
"contig71924_129222_23131","Q8IZC6"
"contig205235","Q6P5L8"
"contig168868","Q5M7P5"
"contig151436","P25386"
"contig106682","Q5T1B0"
"contig148582","A5D8R3"
"contig147451","Q8BTI8"
"contig187128","No_Uniprotmatch"
"contig69821","Q502J7"
"contig150501_100166_149264","Q8VHT8"
"contig113970_147980","Q5T1M5"
"contig109754","No_Uniprotmatch"
"contig60181","Q5PPX7"
"contig146974","Q3B7L9"
"contig7601_69470","Q9W391"
"contig146638","No_Uniprotmatch"
"contig151367","Q8TEA7"
"contig151321","P72745"
"contig119440","No_Uniprotmatch"
"contig152393","O45244"
"contig71061","Q9R0A0"
"contig153177","F7A6V8"
"contig145337","Q96ES7"
"contig204039","P50053"
"contig96916_11294","Q6DH02"
"contig147078","Q32LQ4"
"contig176644","Q4KM14"
"contig75672_104621_181988","A4XU32"
"contig69086","Q9PV94"
"contig204394_174937","O95394"
"contig208033","Q5IS58"
"contig81936","Q5ZLK1"
"contig58853","Q96JA1"
"contig82818","C3YKB5"
"contig146069","Q5T1B0"
"contig99144","Q08DV6"
"contig203522","O08837"
"contig153516_199493_100246_170823","O75643"
"contig600231","No_Uniprotmatch"
"contig98816_47835_57099","Q3KP44"
"contig150894","Q6PCQ0"
"contig148631","No_Uniprotmatch"
"contig186031_204303_79386","Q5R416"
"contig58562","B3S5L9"
"contig148456","No_Uniprotmatch"
"contig57740","Q8CJ69"
"contig56587","Q6P1S4"
"contig145374","O94759"
"contig74338","Q2MCN4"
"contig203814","P17130"
"contig77756_218388_170928","Q9N0V4"
"contig169740","Q7PIR5"
"contig170041","Q4R7D9"
"contig204710","Q5TZA2"
"contig147091","Q69ZW3"
"contig68737_148223_164672_110801_173849_203529","O54941"
"contig146839","Q7ZV80"
"contig72829","P11586"
"contig154425_151693_106407","Q5RBH9"
"contig148650","Q08D69"
"contig154553_71197","F7BQ38"
"contig71627","O08583"
"contig78998","P18754"
"contig147509","Q13309"
"contig147477_178487","O95831"
"contig209032","Q1MSJ5"
"contig8916","Q2TBV6"
"contig177185","P14733"
"contig72060","Q5BJQ7"
"contig215386_140666","No_Uniprotmatch"
"contig106560_114965","Q2KIN0"
"contig219896_147513_176351_132119","O13024"
"contig54913","Q9UM54"
"contig114223","Q15061"
"contig70870","Q3U1J4"
"contig152351","Q9VBX3"
"contig204533","P20693"
"contig153379","Q6V4S5"
"contig80937","No_Uniprotmatch"
"contig108248","Q55FI4"
"contig176100","P51532"
"contig175615","Q1RMU1"
"contig152038","Q96DN6"
"contig153239","No_Uniprotmatch"
"contig176016","Q15428"
"contig169911","C3YWU0"
"contig145431","Q9SX31"
"contig169415","Q7PIR5"
"contig80214","Q02974"
"contig152896","Q86X52"
"contig205258","Q5R874"
"contig81598","Q63HN8"
"contig203503","Q7L273"
"contig204091","Q0P5G4"
"contig203411","P41743"
"contig73698","Q5TG08"
"contig151249","No_Uniprotmatch"
"contig77259_9926","Q04202"
"contig168072","No_Uniprotmatch"
"contig94332","Q49UX2"
"contig153744_213297","Q60649"
"contig146989","Q6ZQP7"
"contig153453","Q9U8G1"
"contig211569","Q9QXV3"
"contig145645","Q6EE31"
"contig193403_56647_116660","Q62901"
"contig185035_132504","E9C1P1"
"contig147265","Q2TBP4"
"contig204727","Q54G05"
"contig170971","Q8CJ69"
"contig72991","No_Uniprotmatch"
"contig207143","Q5RAK6"
"contig152388","Q569B9"
"contig51310","O15297"
"contig152619","Q8BHA0"
"contig147656","F0WLV8"
"contig70487","P24288"
"contig117641_147671","P51650"
"contig59829_169401_176858_131274","Q9H0H5"
"contig151217","Q8IZJ3"
"contig151083","Q5EAJ7"
"contig146238","Q91YJ5"
"contig82178","P08640"
"contig152922","P12268"
"contig211042","F0XY04"
"contig47970_211825_182275","Q6SGA1"
"contig107714_157140","Q8N6Q8"
"contig147493","Q8IZJ3"
"contig108029_146401","Q99502"
"contig175417","Q7TN88"
"contig122877_78028","P42356"
"contig93686_212609","P55112"
"contig57912","Q7ZW63"
"contig76163","Q4U0Y4"
"contig204328","P82279"
"contig105911","Q256Y9"
"contig146872","No_Uniprotmatch"
"contig76594","No_Uniprotmatch"
"contig203559","Q5T200"
"contig146192","Q5T200"
"contig114046","Q9VVY3"
"contig170552","No_Uniprotmatch"
"contig75467","Q6DBY9"
"contig79647","A8MZA4"
"contig69785","E5SWW0"
