"modGenes","modUniprotIDs"
"contig176946","Q3URF8"
"contig115991_204335","Q63ZK1"
"contig147781","Q960X8"
"contig178409","No_Uniprotmatch"
"contig156235_210570_195641","Q708W2"
"contig147852","D3BJX6"
"contig146389","E2JEI9"
"contig153079","Q9BZ19"
"contig82474","No_Uniprotmatch"
"contig73562_4476","Q8UW76"
"contig58468","Q9JJS6"
"contig114132","No_Uniprotmatch"
"contig194327_132126_53385_58949_185146","B3P3M8"
"contig115097_170729","P21328"
"contig188767","Q96MD2"
"contig24335","No_Uniprotmatch"
"contig147542","P60371"
"contig172034","Q03376"
"contig150327","Q0GBZ5"
"contig104420","P69566"
"contig210159","No_Uniprotmatch"
"contig127400_132930","Q96D21"
"contig76749","Q17GZ9"
"contig600116","Q9BLJ6"
"contig155612_158165","E2JEI9"
"contig48975_133428_186753","P00521"
"contig146924_204271","Q9GYZ0"
"contig173066","Q76KP1"
"contig189492","Q5BJ29"
"contig145862","Q9C0J8"
"contig152025","Q9HAR2"
"contig182162","Q8MVR1"
"contig210045","B7Q1N5"
"contig152949","Q90WJ3"
"contig174613","B3SAZ0"
"contig209055","Q03516"
"contig104927","Q95VA8"
"contig212563","No_Uniprotmatch"
"contig153321","No_Uniprotmatch"
"contig96736_117352","Q8JHF0"
"contig213518","Q9JIH2"
"contig147108","Q6IE24"
"contig190617","No_Uniprotmatch"
"contig80255_22068_55946","Q8HZT9"
"contig150088","Q5R4W4"
"contig15332_78360_107060","P53301"
"contig153355","Q60HG9"
"contig211118_190948","Q86Y13"
"contig187088","Q96AY4"
"contig153085","Q2LE08"
"contig77361","Q6NT99"
"contig179434","O89114"
"contig164021","No_Uniprotmatch"
"contig82252","P52164"
"contig77673","Q8TEK3"
"contig146446","P35409"
"contig215125","P04809"
"contig176986","A9UNQ4"
"contig150860","Q5RIP6"
"contig146593","O88281"
"contig175622","A1KZ92"
"contig176237","Q9HD15"
"contig83100","No_Uniprotmatch"
"contig106516","P11883"
"contig168150","A6QP79"
"contig189582_176945_11815_152396","No_Uniprotmatch"
"contig76503","Q10475"
"contig202510","No_Uniprotmatch"
"contig194087","No_Uniprotmatch"
"contig140101_198139_25397_17843_172052","O15439"
"contig147059","Q4R7Q1"
"contig170906","P82264"
"contig82259_105183_181032_112751","P98070"
"contig203561","A5D6U8"
"contig179624","D7NNB6"
"contig93880_118775","C3YA27"
"contig149663_115749_168693_106597","Q5REX1"
"contig75177","Q2KJ25"
"contig110838_167721_218723_110836_26469","Q96T37"
"contig82681","Q5REX1"
"contig169313","P42583"
"contig207962","Q13153"
"contig204696","P08872"
"contig177799","Q9C0D7"
"contig176115","No_Uniprotmatch"
"contig169202","Q24133"
"contig214383_186958","E5SYI1"
"contig147815","Q8BX35"
"contig93984","E5SYI1"
"contig116889","O88281"
"contig185943","Q9JM13"
"contig148132","Q9BYW2"
"contig204041","C4A0T4"
"contig148659","Q90YK3"
"contig48219_79942","Q6ITV5"
"contig149692","No_Uniprotmatch"
"contig111491_114742","Q10361"
"contig81285_153097","No_Uniprotmatch"
"contig185956","E2AVM3"
"contig103319","O73742"
"contig174742_57430_151125_116095_113824","P19246"
"contig109567","Q0P5F9"
"contig116494","No_Uniprotmatch"
"contig192011_22428","No_Uniprotmatch"
"contig158016_139737_174546","Q6NW96"
"contig151209","O93429"
"contig195697_209819_169759_152185","Q96RW7"
"contig152966","Q5RCH7"
"contig208547","P39572"
"contig177573_174738_205250","Q9U8G1"
"contig169959_13002_150419_175881_179376_120230","Q8K4J6"
"contig169969","No_Uniprotmatch"
"contig15704_93992_25012_156210","Q80U16"
"contig209131","Q6PBE2"
"contig122243","P34147"
"contig147604_169060","Q08CH6"
"contig208301_119443","Q9ULV1"
"contig147749_210523","Q9BQS7"
"contig20022","Q8BZ20"
"contig215666","O16025"
"contig150106","Q22WK4"
"contig114098","No_Uniprotmatch"
"contig70203","Q13247"
"contig116943","Q7T384"
"contig147998","Q6CKU6"
"contig210026","No_Uniprotmatch"
"contig112867","Q9I9K7"
"contig103472","B0ZZ78"
"contig152035","No_Uniprotmatch"
"contig53493","Q54F46"
"contig80254","Q6P988"
"contig153440","Q6P8C4"
"contig19136","Q568Z6"
"contig171762","P10114"
"contig74856","A9JS51"
"contig81647_79368","Q00174"
"contig107578","No_Uniprotmatch"
"contig108609","P57102"
"contig210385","Q8N945"
"contig150261","No_Uniprotmatch"
"contig179895","Q5VXJ0"
"contig77714","Q99PI5"
"contig106689","Q6P4Y6"
"contig178259","No_Uniprotmatch"
"contig44815_68504_129659_205001","Q2MJB4"
"contig178953","No_Uniprotmatch"
"contig215547","No_Uniprotmatch"
"contig153495","No_Uniprotmatch"
"contig98021","Q15582"
"contig154257","No_Uniprotmatch"
"contig106910","Q61532"
"contig68366","P31422"
"contig203822_16792_151889","Q8BM75"
"contig148759","C3ZUP4"
"contig208237","No_Uniprotmatch"
"contig167190","Q62231"
"contig83042_135178_174757","O35819"
"contig189089","Q8CEE7"
"contig147345","No_Uniprotmatch"
"contig65072","No_Uniprotmatch"
"contig204131","Q8IYT3"
"contig178658_213715_43137","B1VEI4"
"contig203532","No_Uniprotmatch"
"contig151675","Q4TA60"
"contig138742","P40564"
"contig79838","A6QP79"
"contig20596_147131","Q6GM78"
"contig118272_184814","Q9WTP3"
"contig113659","P81556"
"contig192363","Q5R7K9"
"contig109025","Q3V3R4"
"contig59132","Q6ZVD7"
"contig69137","Q03516"
"contig97696","No_Uniprotmatch"
"contig186596","Q61555"
"contig10740","Q7Z3B3"
"contig150800","Q53GG5"
"contig180684","F1QYX7"
"contig170054","Q5REC0"
"contig77022","Q2PFN5"
"contig148969","B3RQP5"
"contig215962","Q04861"
"contig203661_212297","Q6P4Y6"
"contig145294_114125","Q01196"
"contig600204","O54988"
"contig150167","No_Uniprotmatch"
"contig190246","No_Uniprotmatch"
"contig174851","Q5XJR6"
"contig105593","No_Uniprotmatch"
"contig187845","P0C6B8"
"contig147522","No_Uniprotmatch"
"contig171241","Q20191"
"contig73256","Q8BRE0"
"contig137194","Q8K1P8"
"contig158959","Q7TT18"
"contig180379_212926","No_Uniprotmatch"
"contig79011_210419_155601","No_Uniprotmatch"
"contig211132","P08236"
"contig195937_159998_212442_178694_188820","O70280"
"contig210117","Q3V3R4"
"contig146930_188948","P85120"
"contig169547","P31422"
"contig74994_213293","Q3UPR9"
"contig151439","Q68DA7"
"contig208841","No_Uniprotmatch"
"contig208248","Q0GBZ5"
"contig78055","Q61532"
"contig211838","No_Uniprotmatch"
"contig147199","O00463"
"contig107044","P74334"
"contig151487","Q90623"
"contig137613","Q9W6I0"
"contig170228_212502","P97360"
"contig106763","Q9NZF1"
"contig73395_26078","O18883"
"contig72346","Q3U435"
"contig204588","B4PY40"
"contig152175","F6SC79"
"contig192794","B7PAD9"
"contig184870","No_Uniprotmatch"
"contig145821","Q53GG5"
"contig113595_145371","Q8TBP0"
"contig212099","Q6Y5D8"
"contig153956","Q80TR8"
"contig68128_81581_178379","P53812"
"contig175645","No_Uniprotmatch"
"contig110869","No_Uniprotmatch"
"contig53287","Q5XGY1"
"contig149828","A5D7P8"
"contig153525","P0CE10"
"contig153396","No_Uniprotmatch"
"contig83229","P07949"
"contig121470","Q03376"
"contig137264_151213","No_Uniprotmatch"
"contig145151","Q8NDM7"
"contig156803_178866_129872_200356_17188_167995","C3Z0X5"
"contig105186","Q6PGY5"
"contig159770_212457_202314","Q801G1"
"contig114414","A6NIH7"
"contig147667","No_Uniprotmatch"
"contig127013_208265_75975_196472","Q5RHR6"
"contig150502","P21872"
"contig178472","Q5RBA5"
"contig175914_180948","Q32Q86"
"contig169948","Q4QQE9"
"contig70754","No_Uniprotmatch"
"contig150050_182788","Q92519"
"contig211469_148901_120483","P05627"
"contig76877_47581","D3Z8N4"
"contig216825","Q9TU53"
"contig125894","No_Uniprotmatch"
"contig151270","No_Uniprotmatch"
"contig208065","Q5RCN4"
"contig98149","Q26648"
"contig133158_111955","Q8WWU7"
"contig98307_119351_143597","No_Uniprotmatch"
"contig171266","Q1KKZ1"
"contig183344","No_Uniprotmatch"
"contig111246","Q5PPV3"
"contig151092_109118_188825","A6NMZ7"
"contig74169_11509","Q91981"
"contig145107_153326","B5DXL6"
"contig189651_155009_118250","C3ZR82"
"contig212185","P04323"
"contig151781","C3ZHC6"
"contig73571","O77676"
"contig130881","Q01721"
"contig177774","A1E2V0"
"contig96442_178568_208285","Q98925"
"contig82799_117493_43260","Q71RS6"
"contig176741_213696","C3ZEC9"
"contig204378","Q5RA31"
"contig108737","No_Uniprotmatch"
"contig203065","Q96RW7"
"contig213707","Q64737"
"contig79841_173655","Q5RDF5"
"contig110653_75183","C3XXQ1"
"contig118568","E1ZY30"
"contig172664_169314","P50169"
"contig118033","E5SYI1"
"contig184740","No_Uniprotmatch"
"contig152139","Q96DM1"
"contig119731","No_Uniprotmatch"
"contig66199","Q68CP9"
"contig209210","Q7ZUK7"
"contig212378","No_Uniprotmatch"
"contig69840","P81439"
"contig3621_110672","Q9UPN3"
"contig107075_139342_146964","Q86UC2"
"contig145530","Q93097"
"contig5588_119425_189793","O35177"
"contig147381","P21761"
"contig92825_146443","O75953"
"contig73271","No_Uniprotmatch"
"contig146917","No_Uniprotmatch"
"contig74050_209895","No_Uniprotmatch"
"contig22078","Q6P132"
"contig178970","Q08DC7"
"contig80025","Q12894"
"contig106422","Q9H1P6"
"contig150469","Q5ZJY3"
"contig147156","Q5R9H4"
"contig164504","Q1PRL4"
"contig170817","No_Uniprotmatch"
"contig183698","No_Uniprotmatch"
"contig176837","O74533"
"contig7909_120046_219055_48_211341","Q5U4C9"
"contig147340","Q8N5R6"
"contig177902","Q66T02"
"contig203839","Q03516"
"contig210548","No_Uniprotmatch"
"contig158721_150536","Q4QRH7"
"contig82724","No_Uniprotmatch"
"contig114242","Q07E28"
"contig170318_10188_144982_210582","Q24180"
"contig210011","Q9VJE5"
"contig158553_54925","Q96M53"
"contig109627","P25228"
"contig23024","O43614"
