"modGenes","modUniprotIDs"
"contig104454","Q6ZQ58"
"contig170295_174494_174549","Q9YH64"
"contig103904","No_Uniprotmatch"
"contig120089","Q6GLR7"
"contig72891","Q5E9Q4"
"contig81020_145462","Q9EQS0"
"contig188721","Q92804"
"contig146414","P50429"
"contig98194","Q8N0W3"
"contig181508","Q8N7B1"
"contig96418","P70011"
"contig57792_97999","A1L1C7"
"contig79979","P34118"
"contig190714","P00920"
"contig119142_113867","Q3YK19"
"contig108254_113304_150793","O00291"
"contig115347","Q8VCE2"
"contig158682_195022","P49183"
"contig75135","Q6DCX5"
"contig96927_219124_168146","Q60779"
"contig150027","B2BS84"
"contig119121","P07207"
"contig152059","Q5U2T8"
"contig212108_25634","A2ABV5"
"contig203988","Q8IW92"
"contig204122","Q5RC43"
"contig106467","Q5R9W6"
"contig203575","Q8N0W3"
"contig204281","Q4R8Y8"
"contig179294","P82911"
"contig171320_111375","Q64121"
"contig81243","No_Uniprotmatch"
"contig118009","Q27433"
"contig146091","Q9EQ60"
"contig171676","Q6P6X9"
"contig159870_68657_218028","Q9UKN1"
"contig600106","Q6PEC4"
"contig105328","Q5ZMS4"
"contig21803","Q04446"
"contig218680_169808_112345_78917","Q6DRJ4"
"contig169517","A0JP85"
"contig76465","C3YN36"
"contig10441_150974","Q5RBL1"
"contig210466","Q9NR20"
"contig176406","Q8BLR2"
"contig170630","No_Uniprotmatch"
"contig2212","Q969X6"
"contig119703","Q5RAS0"
"contig177134","Q9PRL8"
"contig215370","P37276"
"contig205037","P41216"
"contig167212","Q80YV3"
"contig210781","Q689Z5"
"contig211719","No_Uniprotmatch"
"contig159181_13139_99955","B0UYT5"
"contig79902","Q9EP82"
"contig210947","O64411"
"contig153295","Q64507"
"contig185112","Q68FP9"
"contig174281","Q3LG56"
"contig4045","O35182"
"contig204159","Q90XW6"
"contig148847","O76329"
"contig45014_70350_108742","Q4V909"
"contig80211_145487","Q99P88"
"contig169871","Q9Y6K8"
"contig212964","P70097"
"contig71242","Q9NQT8"
"contig152673","E9HQ24"
"contig56227","Q7Z6L1"
"contig117837","Q6GP89"
"contig187072","Q96I25"
"contig73684","Q99MU3"
"contig213862","No_Uniprotmatch"
"contig600206","Q8BHI9"
"contig137461","Q9UPN3"
"contig171542","A8WHP3"
"contig170138_154784","No_Uniprotmatch"
"contig71787_203967","Q9P225"
"contig96398","Q5ZJ85"
"contig58056","F6YJX3"
"contig177432_94202","Q9NS40"
"contig179471","Q8VHC8"
"contig133802_205915_149876","Q96RW7"
"contig71233","Q0MQB1"
"contig106001","O46392"
"contig107400","Q3T052"
"contig149338_112692","Q28BZ2"
"contig171661","O14880"
"contig208031","No_Uniprotmatch"
"contig70392","P0CB97"
"contig156451_210505_110203_114454","Q9I7W5"
"contig106703_18337_157669_69213_137379_204527","O43290"
"contig151440","B1WC40"
"contig170606","Q8WUM4"
"contig161069","Q5NCX5"
"contig153365","No_Uniprotmatch"
"contig4139_178421_174266","Q95117"
"contig178473","Q9CD89"
"contig159380","No_Uniprotmatch"
"contig88824","C3ZJH8"
"contig170484","Q5REM3"
"contig152029","Q9H720"
"contig103911","No_Uniprotmatch"
"contig148767_201398","Q8R3G1"
"contig175858","Q9NX02"
"contig105950","A5PLL7"
"contig171419","P35487"
"contig204085","P51954"
"contig74827_211471","Q0P4P2"
"contig205319_155331","No_Uniprotmatch"
"contig112827","D6X4F4"
"contig108565_69610","Q01887"
"contig173290","Q9R1C7"
"contig65173","O18894"
"contig204597","Q5RA03"
"contig218640","O76387"
"contig114764","Q95L74"
"contig79933","Q8R0F3"
"contig148710","Q6GLR6"
"contig68697","Q5PPJ9"
"contig167229","P38529"
"contig74096","P51892"
"contig216651_17523","P71694"
"contig105647","Q8CE96"
"contig203827","Q9CZX5"
"contig146323_179117","Q9QXA6"
"contig112980","Q2L6K8"
"contig79967","Q32P28"
"contig179488","Q9Y5Z4"
"contig77599","Q5U2W9"
"contig110423_139014_177217_176423","Q8VHT6"
"contig144628_109889","Q9ET78"
"contig154337_199944","Q9H2W6"
"contig150743","P35487"
"contig148604","Q5JTH9"
"contig76761","Q920G9"
"contig69367","Q0VCA2"
"contig79069_77480","Q80TI0"
"contig106503","Q93104"
"contig133050_51574","P98064"
"contig74928","No_Uniprotmatch"
"contig177257","No_Uniprotmatch"
"contig148538","Q5FVC7"
"contig118565","No_Uniprotmatch"
"contig69036","P28021"
"contig147977","Q6GQT6"
"contig146809","A3KMH1"
"contig112423","Q6AXK4"
"contig153103","No_Uniprotmatch"
"contig205128_170264","O95433"
"contig117607","Q8TCT6"
"contig118427","Q9H0A0"
"contig20147","P09601"
"contig600174_189893_133649_196500","Q9SN46"
"contig185789_218407_170477","Q58A42"
"contig145752","Q62504"
"contig152340","No_Uniprotmatch"
"contig151917","P59097"
"contig155746","Q5U4Y8"
"contig203886","Q2NL26"
"contig105625_140650","Q0MQA3"
"contig177827","Q61245"
"contig179095","Q6AX73"
"contig80197","Q9D554"
"contig209786_600144","P05300"
"contig215203","Q7RTN6"
"contig107101","O70591"
"contig208902","No_Uniprotmatch"
"contig75348","Q28GF8"
"contig114331","Q8C1D8"
"contig105739","No_Uniprotmatch"
"contig150868","Q9CPW4"
"contig152113","Q95JP0"
"contig146999","Q5U3K5"
"contig148564_148898_73432_215104","Q61818"
"contig145402","Q804S5"
"contig69429","O18276"
"contig170644","Q9CQY2"
"contig153385_138251_7150","Q7T2H2"
"contig74165","A2AVA0"
"contig205535","F2UPL5"
"contig177126_92563","Q9NRZ9"
"contig18347_72522_109458","Q9NQX0"
"contig17913","P43690"
"contig74144","Q5XII8"
"contig22456_98888_156741","Q8BWT1"
"contig145094","C3YKL0"
"contig79615_22297_148922","Q3U481"
"contig92948","Q01059"
"contig148560","Q16891"
"contig59292","O95149"
"contig170784","A1L2Q8"
"contig205403","Q6PCQ0"
"contig16453_202324","Q9P2H3"
"contig151370_147712","Q9Z0Z4"
"contig147839","A0P9L2"
"contig105084_26358","Q7TN83"
"contig74874_208523","Q8WZ42"
"contig150692","Q9UKP4"
"contig21822_110698_128371","Q8BW94"
"contig211276","Q8IXL7"
"contig99221","Q10741"
"contig71785","P60123"
"contig56835","A9LMC0"
"contig159356","A5A6I3"
"contig137877","Q5RDI2"
"contig96548","No_Uniprotmatch"
"contig77109","P47736"
"contig185021_212691","P36044"
"contig111440","C3ZCE0"
"contig189566_170361","Q96DX5"
"contig170178_111837_153393","P05208"
"contig116122","F2U3Q1"
"contig183365","B7T142"
"contig104307","Q9CQR5"
"contig184172_186114","Q8NDA2"
"contig68351_105576","P20072"
"contig113089","P40501"
"contig171756","Q8JZZ6"
"contig150930","Q91W67"
"contig171368","Q62504"
"contig150976","Q5F371"
"contig152208","Q54QX2"
"contig76745","Q86U38"
"contig149134","P34528"
"contig69947","C3YAE8"
"contig175678","No_Uniprotmatch"
"contig75402","Q5XH91"
"contig147672_149990","Q96PY6"
"contig212983_207282","Q6NZC7"
"contig58686","Q09575"
"contig169676","O94826"
"contig79678","Q709C8"
"contig130538_113536","Q13163"
"contig159139_22861","O15013"
"contig3291_136574_146486","Q33E94"
"contig173845","No_Uniprotmatch"
"contig137923","Q99LB6"
"contig56134","P23785"
"contig148577","P07514"
"contig203460","Q5RFJ1"
"contig179360","Q5E9Q4"
"contig177974","B7P0Z0"
"contig107613","Q6P9Z1"
"contig146381","Q5REW0"
"contig178429","P70011"
"contig147141","No_Uniprotmatch"
"contig151415","C0JKE8"
"contig76657","No_Uniprotmatch"
"contig205486","Q9D1E8"
"contig148152","Q91641"
"contig147730_190586","Q8BMK0"
"contig215136_126549_84767","No_Uniprotmatch"
"contig165416","No_Uniprotmatch"
"contig149835","P95544"
"contig82868","Q8TD57"
"contig76686_139736","P81274"
"contig97839_73568","P97819"
"contig70795","Q3UHC2"
"contig209507","No_Uniprotmatch"
"contig170413","A5WUT8"
"contig77932","Q5ZL12"
"contig130959","No_Uniprotmatch"
"contig113966","B3S768"
"contig181486_148216","Q14562"
"contig111772","Q9P2H3"
"contig137981_203898_145182","Q5ND34"
"contig205177","Q8C1B2"
"contig152410","Q9BXS5"
"contig211038","O35116"
"contig181017","D4QD85"
"contig153507","Q86PM4"
"contig147760","Q5NCX5"
"contig4904","Q4KLL4"
"contig71988","Q5QNQ6"
"contig149188","Q8N0W3"
"contig104572","Q6P4K8"
"contig150071","A3KPN8"
"contig176024","Q5UQ13"
"contig213007","P50429"
"contig213438","Q7RTK8"
"contig56950","Q6ZQ08"
"contig130436_208121_204227","Q9TU53"
"contig170478","Q7DFU6"
"contig76563","No_Uniprotmatch"
"contig153214","No_Uniprotmatch"
"contig68166","No_Uniprotmatch"
"contig68452_108879_78742","Q5R4M8"
"contig75111","A1L243"
"contig140838_212762","P85970"
"contig104240","O75581"
"contig148950","Q96T23"
"contig149092_130434_4116_116837","Q63553"
"contig98003_119563","Q80U96"
"contig100227","Q96GD3"
"contig96577","Q5R5W2"
"contig105158_18825","C3Z724"
"contig107238_217315","O54783"
"contig217564","Q9BXM7"
"contig68305","Q6P2Y2"
"contig207888_82796","No_Uniprotmatch"
"contig194305_107748","C3Y4H5"
"contig71661_212471","Q15751"
"contig82250","Q0VD23"
"contig77803_148129","Q9NQ90"
"contig203508","Q5TGI0"
"contig150206_119932","No_Uniprotmatch"
"contig80216","Q64739"
"contig150436","Q5RJH6"
"contig55438","P54965"
"contig896","Q9R1C6"
"contig207878","Q86WI1"
"contig49970_205299_79209_16752_153278","Q07598"
"contig209687_180218","O57321"
"contig157636_20155","Q9Y2C9"
"contig146918","O95714"
"contig181209_10660_145534","O13267"
"contig147827","O57478"
"contig150670","Q07008"
"contig116072_111752_120057","Q178L7"
"contig106554","Q5RF87"
"contig207860","C3YTZ4"
"contig178477","No_Uniprotmatch"
"contig98064","Q767L8"
"contig16269","No_Uniprotmatch"
"contig186685","D4QD85"
"contig177746","O88576"
"contig68485","O00763"
"contig211572_139110_76155","Q920Q2"
"contig204162","P22757"
"contig75223","A4F4L4"
"contig147492","Q8AWW5"
"contig179378","No_Uniprotmatch"
"contig211712","Q8BTU7"
"contig147816","Q03701"
"contig19773_107689_152258","Q91WF7"
"contig149144_8467","O15013"
"contig176486","Q9W676"
"contig153030","Q8BKX6"
"contig105687_111709","Q923L3"
"contig151262","Q58A44"
"contig177061_151230","P08553"
"contig72615","P17336"
"contig210236","C3ZX60"
"contig174933","Q27084"
"contig151244","P27476"
"contig204858","Q5ZIJ9"
"contig107745_150852","P37709"
"contig210818","O35130"
"contig70075","No_Uniprotmatch"
"contig16687_106141","Q3UZD5"
"contig147336","Q9Y4F4"
"contig170232","P13115"
"contig176533","Q23381"
"contig79105","Q5RC84"
"contig68324","Q1MSJ5"
"contig76178_181139_72317","Q9UMS4"
"contig147106","P08640"
"contig176359_142305_99192","Q6DH69"
"contig12648_209961","Q99KB8"
"contig74575","No_Uniprotmatch"
"contig147687","Q54G05"
"contig72154_137458","A5D7A0"
"contig72305","No_Uniprotmatch"
"contig107121_107282_107455_179053","Q0VD51"
"contig204631","O94818"
"contig191792_110812_157050","Q62824"
"contig14791_82855_200544_111502","Q6PCM2"
"contig176114","Q6NV26"
"contig81523","B9RKB4"
"contig152446","No_Uniprotmatch"
"contig151369","No_Uniprotmatch"
"contig152828","Q5R434"
"contig171237","Q5R6R7"
"contig68003_169246","P26630"
"contig14112_212043","Q8BGF9"
"contig210177_158524","Q9EPL8"
"contig203651_209700","A2VDM8"
"contig150308","C3Z6A1"
"contig14113_22384","Q03601"
"contig216502","No_Uniprotmatch"
"contig77038_106937","Q8BGQ7"
"contig113531_48719_93676","Q5XIA3"
"contig96335_96261","No_Uniprotmatch"
"contig169889","No_Uniprotmatch"
"contig115981","Q9BQ70"
"contig116619_176701","Q9WVK8"
"contig175674","No_Uniprotmatch"
"contig192634","E3BJZ6"
"contig151565","No_Uniprotmatch"
"contig145147","P13395"
"contig169587","Q15075"
"contig158952","P20171"
"contig147282","O14981"
"contig150259","B1H283"
"contig189725","No_Uniprotmatch"
"contig105708","Q13823"
"contig150173","Q4R7D9"
"contig147756","Q15643"
"contig203588","P56517"
"contig109250_153681_218666","B1VEI4"
"contig185248_176709","A6PW82"
"contig171830","Q4TVV3"
"contig143021_211541","P51577"
"contig99256","Q13435"
"contig7028","Q5SS90"
"contig72879","No_Uniprotmatch"
"contig205460","Q3V0J4"
"contig155141","P61258"
"contig201985","No_Uniprotmatch"
"contig149467_189648","No_Uniprotmatch"
"contig139515_153325_81479","Q6VNB8"
"contig134365","No_Uniprotmatch"
"contig176708","Q5ZM71"
"contig108721","No_Uniprotmatch"
"contig204258","Q91590"
"contig179431_109249","Q9CQ19"
"contig72031","C3XXX3"
"contig171834_72205","O60524"
"contig147569","No_Uniprotmatch"
"contig129999_111248","Q9CPX6"
"contig174479","P21674"
"contig161155","Q18673"
"contig70301","B2RVL6"
"contig213322","Q1LZ71"
"contig108272_94404_112472","A2VCU8"
"contig175872","Q07617"
"contig147619","P12270"
"contig150956_69338","Q9PVV4"
"contig203863_210427_151893_150926","P38650"
"contig149531","Q8BYM7"
"contig73385","Q6TXD4"
"contig145729","Q8NBX0"
"contig99913_9827","Q9UBX3"
"contig149616_148167","Q7Q2B7"
"contig148069_189459","Q5ZIJ9"
"contig148570","P62262"
"contig70270_182488","Q7SYJ9"
"contig109115_138935","Q99M63"
"contig107650","Q5R803"
"contig111764_69995","Q68EH9"
"contig76156","Q9I8J6"
"contig179988_148809_131847_159815","Q5N8Z0"
"contig79573","O54889"
"contig153269_188860","P39656"
"contig132688_219210","Q9ZAE9"
"contig152909","Q5R837"
"contig153469","Q3V1H3"
"contig177032","Q9R1C7"
"contig176889","A5D9H7"
"contig194536_155503_78018","Q921L5"
"contig78961","Q63164"
"contig82648_73889_147561","Q5RE88"
"contig170826","Q9VYY9"
"contig171373_196470","P07911"
"contig71347","Q6INE3"
"contig68634","Q91W36"
"contig190054","Q61466"
"contig169734","Q16665"
"contig103201_171449","Q3UMR0"
"contig149382_109340","Q86XH1"
"contig77715","P35492"
"contig119209","Q2T9N0"
"contig79607","No_Uniprotmatch"
"contig76620_96728","Q3U0J8"
"contig180054","Q2NL26"
"contig70428_12324","Q8N5D0"
"contig148095","Q15750"
"contig192319","A6LF81"
"contig147775","Q5NVR2"
"contig92341_209715_184470_116174_78616_94352_22644_210988_99855_138148","O60293"
"contig170536","No_Uniprotmatch"
"contig210146","No_Uniprotmatch"
"contig211205","F1RIC2"
"contig97684","Q02978"
"contig176563_204017","Q9H1P3"
"contig152304","Q8BGZ4"
"contig157439","No_Uniprotmatch"
"contig149650","O76329"
"contig16068_18795_159853","P58058"
"contig107129_171376_80582","No_Uniprotmatch"
"contig204235_209830","Q4R4I6"
"contig97247","Q8N0W3"
"contig25049_151162","Q8CHW4"
"contig15356_73356","Q7TN88"
"contig150985","Q00808"
"contig76356_97605","Q28FE2"
"contig104564","O74212"
"contig174351_188869","Q5ZLX5"
"contig204537","P05300"
"contig207427_218829","No_Uniprotmatch"
"contig105957","C3YWU0"
"contig97358","P14733"
"contig194004","Q921Y2"
"contig139003_139524_152692_116056","Q8BL66"
"contig145325_156161","Q9CUL5"
"contig129554","No_Uniprotmatch"
"contig147164","O75165"
"contig213114","Q7M767"
"contig70771_128828","Q4RP20"
"contig131257","Q711T7"
"contig132523_78812_134417_133047","Q54G05"
"contig105096","B1VEI4"
"contig113457","Q8NUZ4"
"contig83267_93484","Q91ZR4"
"contig147990","Q6AYB3"
"contig107181","Q6P1N0"
"contig204989_158499_23475","No_Uniprotmatch"
"contig147370","Q4V817"
"contig150819","Q5ZKN1"
"contig178657","Q91610"
"contig201866","A2AX52"
"contig205488","Q7SXP8"
"contig213471","E9C1T2"
"contig219005","No_Uniprotmatch"
"contig97185","Q99547"
"contig73427","Q9NY47"
"contig147080_204640","P23468"
"contig104907_110073","P25977"
"contig104901","B0BN93"
"contig203928","Q8AVV6"
"contig71009","No_Uniprotmatch"
"contig204911_218744","F2G5S4"
"contig146738","Q9VY86"
"contig75088","Q07DZ7"
"contig150362","O59711"
"contig115946_99490","P56273"
"contig104364","Q20191"
"contig71620","P58200"
"contig119343_177954","Q969Q5"
"contig19217","P82252"
"contig169903","O60271"
"contig172146","Q0P5W1"
"contig184325","Q5BKQ4"
"contig218709","No_Uniprotmatch"
"contig26392","No_Uniprotmatch"
"contig83073","Q5ZMI4"
"contig79953","P58022"
"contig158987","No_Uniprotmatch"
"contig169443","O61491"
"contig188567","No_Uniprotmatch"
"contig68284","Q9VW71"
"contig205873","B8C370"
"contig173161_217567","Q6P1D7"
"contig169613","E7D1S8"
"contig170888","P97784"
"contig148474","O54888"
"contig155137","Q4L9P0"
"contig78093_204338","Q86SR1"
"contig79463","Q9Z2I4"
"contig71140","Q8IUN9"
"contig71028","No_Uniprotmatch"
"contig185505","No_Uniprotmatch"
"contig180511","No_Uniprotmatch"
"contig168758_15520","P59941"
"contig69733","Q9UBH6"
"contig76530","Q0WKV3"
"contig209816","Q5RBI4"
"contig82235","A4Q9F0"
"contig76108","No_Uniprotmatch"
"contig218941","Q9UA35"
"contig76542_78308","Q08BR4"
"contig113838","A4IGL7"
"contig108200","O73747"
"contig169687","Q5RB02"
"contig78730_133002_157684","No_Uniprotmatch"
"contig12306","Q9CWF6"
"contig174656","Q8VE97"
"contig153487","No_Uniprotmatch"
"contig176668","O62839"
"contig152539","Q58A42"
"contig148679","Q5REW0"
"contig147157","O00468"
"contig148104","Q8BTS4"
"contig171352","Q811S9"
"contig106430_150933","B9ZSJ2"
"contig76532_72434","O54825"
"contig107914","P07174"
"contig211565_169109","Q9D4V3"
"contig73794","Q6PF21"
"contig109091","E2B9X6"
"contig109676_150094","Q12931"
"contig125568","B3RVH5"
"contig151357","Q5ZLS3"
"contig20097","Q8BW96"
"contig209218_148062","Q6YHK3"
"contig130410","P11346"
"contig151834","Q8IZ52"
"contig66597","Q5DW34"
"contig150323","Q96DM1"
"contig170105","Q8VC31"
"contig180407","Q8WXG9"
"contig171325","Q17QK3"
"contig147663","Q5TCZ1"
"contig210373","Q9QZB7"
"contig138627","Q6P8E9"
"contig108868","F6QLZ5"
"contig117061","P42297"
"contig179132_210635","B9ZSJ2"
"contig48606_48417_143847_216536","No_Uniprotmatch"
"contig211783","Q8CCK0"
"contig76216","Q5EB59"
"contig148422","Q16629"
"contig19775","No_Uniprotmatch"
"contig176213","No_Uniprotmatch"
"contig77846_104225","Q5REM7"
"contig69313","O75529"
"contig170117","Q9NR09"
"contig208243","No_Uniprotmatch"
"contig171538_80138_140469","Q14527"
"contig1732","Q8TAM2"
"contig158520_177744","A0JMY4"
"contig92059","Q5U419"
"contig179338","Q9JI08"
"contig104756","O55166"
"contig124509_114284","Q3U9N9"
"contig161166_189429","Q00277"
"contig98143","Q5R8B2"
"contig76067_177706","Q9DCT6"
"contig8515_78592","O95336"
"contig98298","Q8BKR5"
"contig112780","Q14789"
"contig65926","Q6ZUG5"
"contig153526","Q5R8R4"
"contig117968","A8WG88"
"contig151343","Q29504"
"contig69349","Q9BY12"
"contig149929","Q7RTN6"
"contig71869","P50398"
"contig19832","P52962"
"contig209827","Q766D5"
"contig145766","Q15751"
"contig78033_116423","Q5SW75"
"contig106652","Q2F7Z7"
"contig8370_137041","P86009"
"contig179949","Q6PC60"
"contig154745","Q98TZ8"
"contig147037","Q5RKH6"
"contig20786","No_Uniprotmatch"
"contig6540","Q61151"
"contig150576","O60934"
"contig174875","P91430"
"contig213222_132108_76010_12031","Q4R5E4"
"contig106000","Q9UKJ3"
"contig180249","Q9VN93"
"contig55939","Q92110"
"contig146818","A2ABV5"
"contig170980","Q7ZYC4"
"contig218570","No_Uniprotmatch"
"contig600099","O16025"
"contig149212","P51949"
"contig181886","No_Uniprotmatch"
"contig72718_171050","Q792I0"
"contig204455_145235","Q5R469"
"contig170663","No_Uniprotmatch"
"contig193051","P05300"
"contig1192","Q8TD57"
"contig103182","O15067"
"contig5372","Q90481"
"contig210266","P52787"
"contig118927_131474","Q96T83"
"contig110814_147572_149384_176199","Q17RH7"
"contig186480","A9JRL3"
"contig70698","Q29492"
"contig188704","Q9Y6M1"
"contig600036","Q6NS45"
"contig176102","P04186"
"contig112741","P52176"
"contig18607","C3XV11"
"contig205855","Q6ZMW3"
"contig181787","B3RKS6"
"contig81056","F0ZPD4"
"contig137049_98452","Q9NAE2"
"contig170698","Q6AZN8"
"contig177393_189176","Q62277"
"contig211422","Q6NWD4"
"contig180098","A8KB59"
"contig151485","E2B9X6"
"contig71840_58252_149328","Q3UJB9"
"contig179078","P26262"
"contig167866","Q56A40"
"contig219565","No_Uniprotmatch"
"contig171204","P22793"
"contig99970","P85037"
"contig112626_149884","P62752"
"contig180572","Q8NEE6"
"contig105837","No_Uniprotmatch"
"contig72412","P18907"
"contig203591","Q09225"
"contig184095","D4QD85"
"contig176727","No_Uniprotmatch"
"contig170819","Q54CH1"
"contig182408_149489","Q63HN8"
"contig193503_15348_5540_204313","Q8TBN0"
"contig149823_191137","No_Uniprotmatch"
"contig170739_20064_56949_9660","Q6RI86"
"contig153747_209151","No_Uniprotmatch"
"contig106429_182676","D6WI20"
"contig68590","Q9Y2J0"
"contig148561","Q96B97"
"contig203542","Q8JI14"
"contig176944_189220","Q99ND9"
"contig175909","P49793"
"contig109012","P24539"
"contig146820","P09090"
"contig147101","O96006"
"contig169596","Q5I0H9"
"contig146680","Q9EQH3"
"contig171424","Q0VD01"
"contig154284","Q61838"
"contig181704_216542","Q6MZW2"
"contig93703_104989","O53304"
"contig146129_178111","Q9UIF8"
"contig175829","P14733"
"contig44885","P61023"
"contig96588","O42254"
"contig82732","P16112"
"contig116978","B3CQD1"
"contig147367","Q99N10"
"contig91705","Q90577"
"contig177359","A6H584"
"contig112262","D2JHJ0"
"contig205140_190201","Q8R3L8"
"contig75192","Q9P2D1"
"contig210003","O57460"
"contig147465","Q9JID1"
"contig204277","Q5XIU9"
"contig138226","P86009"
"contig151099","No_Uniprotmatch"
"contig174581","C3ZQY9"
"contig57770","Q14DL3"
"contig178529","Q02874"
"contig77746_80001_25525","Q7ZTL7"
"contig145994","Q7ZUG0"
"contig190104","Q4R5P1"
"contig149992","Q505F5"
"contig178486_170920","Q58A42"
"contig149989","Q52T38"
"contig160313_177213_51903","Q80TC6"
"contig173519","No_Uniprotmatch"
"contig97477","Q8R081"
"contig148918","Q9HCB6"
"contig108619","Q8R1A4"
"contig115925_158606_2585","Q8N8E3"
"contig79237_107996","Q6DHC1"
"contig204526","Q07DZ7"
"contig70777","No_Uniprotmatch"
"contig150807","Q75WB5"
"contig105635_152993","Q6P4L9"
"contig188931","O97490"
"contig169117","Q7T292"
"contig179426","P30793"
"contig73884","Q96E11"
"contig176407","Q63415"
"contig146769","Q5F364"
"contig189217","A6H584"
"contig147824","P39057"
"contig66833","Q7ZTM9"
"contig180175_79246","A0P9L2"
"contig151289","Q06115"
"contig189141","No_Uniprotmatch"
"contig176868","Q2KJG3"
"contig71531","O55201"
"contig219265","No_Uniprotmatch"
"contig9615_203947_150300","Q7XUR3"
"contig176976","Q9W1V3"
"contig169624_182639","Q7ZU45"
"contig10124","Q96ST3"
"contig72450_205315","Q503V9"
"contig68708_106026","P28660"
"contig147212","Q921D9"
"contig147982","Q9I8J6"
"contig88140","Q95LU3"
