"modGenes","modUniprotIDs"
"contig152382","Q0MQI4"
"contig164728","Q4T8Q4"
"contig131041","No_Uniprotmatch"
"contig78299","O96006"
"contig145745","Q6Q759"
"contig55408_149938","O50655"
"contig107114","Q0II68"
"contig78031","No_Uniprotmatch"
"contig170994","Q3U9N9"
"contig178002","Q4LDE5"
"contig193806","O93274"
"contig107126","No_Uniprotmatch"
"contig131299","No_Uniprotmatch"
"contig150090","P25386"
"contig75360","Q5F3K4"
"contig19166","Q62651"
"contig108643","E6ZJ18"
"contig138670","Q8CE08"
"contig172073","Q80XJ3"
"contig211597","Q1LZ71"
"contig176037","Q9P1Z9"
"contig212960","No_Uniprotmatch"
"contig74527_171934","A2VE04"
"contig115548","A6NIH7"
"contig139050_110399_196318_161171_185337","Q6A4L1"
"contig69983","P26652"
"contig131037","P35331"
"contig182162","Q8MVR1"
"contig193471","Q53RE8"
"contig175805","A6UVR4"
"contig132366","Q70JS2"
"contig168044","Q9H7P6"
"contig113763","Q9NYU2"
"contig180769","P79145"
"contig181375","Q6NZH6"
"contig209918","Q9ULT8"
"contig104309","Q6GLE8"
"contig80633","No_Uniprotmatch"
"contig211777","No_Uniprotmatch"
"contig188829_177037","No_Uniprotmatch"
"contig127276","No_Uniprotmatch"
"contig176959","Q90YK3"
"contig152585","A2AVA0"
"contig205611","No_Uniprotmatch"
"contig140245","P25386"
"contig108218","No_Uniprotmatch"
"contig146437","No_Uniprotmatch"
"contig182889","Q28IJ3"
"contig148585","No_Uniprotmatch"
"contig72900","No_Uniprotmatch"
"contig189712","No_Uniprotmatch"
"contig182908","Q9UGM3"
"contig138909","Q0P5F0"
"contig189475","No_Uniprotmatch"
"contig98952_107663","P17439"
"contig114375","No_Uniprotmatch"
"contig176292","No_Uniprotmatch"
"contig151197","No_Uniprotmatch"
"contig112982","Q99MZ8"
"contig180227","Q4LDE5"
"contig216800","P70490"
"contig72398","No_Uniprotmatch"
"contig155281_3823","No_Uniprotmatch"
"contig203590","Q3UHK8"
"contig189366","P62262"
"contig155531_158125","Q9Z309"
"contig186992","P70196"
"contig82304","No_Uniprotmatch"
"contig190127","Q29599"
"contig149605","Q96DM1"
"contig210148","Q5RF84"
"contig190080","O14046"
"contig178545","O35459"
"contig182005_150111_154532","Q9D2V7"
"contig179896","Q63ZT8"
"contig21283","Q6IP59"
"contig109547","Q13114"
"contig209359","Q2PC93"
"contig118039_78405","Q54F46"
"contig218826","B6TYV8"
"contig209813","Q5R5L3"
"contig148943","Q766D5"
"contig176554","No_Uniprotmatch"
"contig107436","B3S6H9"
"contig153426","Q4LDE5"
"contig152115","Q5XXA6"
"contig219085","Q9ESJ4"
"contig105538","O60551"
"contig148700","No_Uniprotmatch"
"contig180379_212926","No_Uniprotmatch"
"contig74300","Q08257"
"contig160988","No_Uniprotmatch"
"contig69870_68789","Q6NVP7"
"contig171225","Q9YGS2"
"contig172274","P18519"
"contig204856","No_Uniprotmatch"
"contig600156","No_Uniprotmatch"
"contig23271","B7T145"
"contig149659","Q91X17"
"contig105517","Q5ICW4"
"contig106763","Q9NZF1"
"contig177513","Q80T32"
"contig115462_98979_79829","A4IG62"
"contig108111","Q5EBF8"
"contig179761","No_Uniprotmatch"
"contig69730","P35061"
"contig99659","C3YTZ4"
"contig80146_204731","Q8BYZ7"
"contig148015","Q02357"
"contig177248","P18519"
"contig187267","P11928"
"contig169730","No_Uniprotmatch"
"contig140503","Q9NWV4"
"contig127013_208265_75975_196472","Q5RHR6"
"contig181710","No_Uniprotmatch"
"contig73698","Q5TG08"
"contig115757","Q5R7X2"
"contig160637","Q5RBP4"
"contig179323","P61917"
"contig77571","F6TYQ6"
"contig209941","Q8C8M1"
"contig108929","P40946"
"contig82201","Q9UL26"
"contig97959","No_Uniprotmatch"
"contig82315","No_Uniprotmatch"
"contig147028_22593_24389_117613_170040_111134_93806_137414","Q03001"
"contig91628","Q9CRA8"
"contig189107","No_Uniprotmatch"
"contig205543","No_Uniprotmatch"
"contig107502","Q96DM1"
"contig163216_194259","Q9H4B6"
"contig3464_186618","Q9C0G6"
"contig207823","No_Uniprotmatch"
"contig71830","Q812D3"
"contig137669","P46872"
"contig117469","P17178"
"contig130943","No_Uniprotmatch"
"contig59723","A2E8Z5"
"contig97680_218590","Q96IV6"
"contig142456","O88387"
"contig147077","Q5U4U5"
"contig93887","No_Uniprotmatch"
"contig151257","P70490"
