"modGenes","modUniprotIDs"
"contig189533_109443_15068","Q04688"
"contig92833","Q9JLT4"
"contig108989","No_Uniprotmatch"
"contig118827","O89114"
"contig181060","E4WSE5"
"contig106310_9323","C3ZRJ4"
"contig207838","F2URF2"
"contig113406","Q96LQ0"
"contig155458","No_Uniprotmatch"
"contig213161_136727_156514","Q90WM5"
"contig212388","Q9DGL1"
"contig92174","A3KMH1"
"contig78766","Q9JLA3"
"contig14317_20244","Q5RF14"
"contig131505","E2JEI9"
"contig209260","Q9BVJ6"
"contig171070_164257_138116","Q80T85"
"contig218121_146371","O35474"
"contig149241","Q11136"
"contig156226","Q5BL41"
"contig185899","Q9NX02"
"contig150606","Q9WUA1"
"contig207383_82203","A4IGL7"
"contig110797","Q29RZ2"
"contig115978","Q26630"
"contig74439","Q9Y4E6"
"contig150051","Q4TDM2"
"contig81052","P49760"
"contig160790","Q92538"
"contig13041","O00468"
"contig114296","Q5PRF9"
"contig116145","Q9BDJ3"
"contig218529","A7MBH5"
"contig22200_25807","Q8C1Z8"
"contig179930","O88379"
"contig186155_189383","B1VEI4"
"contig110947","E6ZIJ1"
"contig79780","No_Uniprotmatch"
"contig98991","Q8SWR2"
"contig104106","Q7ZXQ3"
"contig98659","Q5EAE3"
"contig194145","Q9GKT2"
"contig105387","B3RIA0"
"contig209898","P61107"
"contig105381","Q8IUH3"
"contig180140","Q5R8Z4"
"contig84035","No_Uniprotmatch"
"contig212300","Q9UK61"
"contig130634_78754","Q6NZH6"
"contig97880","Q9NYT0"
"contig218472","No_Uniprotmatch"
"contig183606","O94973"
"contig211167","Q92820"
"contig213331","Q92820"
"contig117562_122697","B7UBD4"
"contig116159","P46850"
"contig139916","C3XPW7"
"contig189417_106154","Q99KG7"
"contig22983_209535","Q13114"
"contig177913","Q98SJ2"
"contig208088","Q4QQV2"
"contig23890","No_Uniprotmatch"
"contig181179","A4IGL7"
"contig19607","P20722"
"contig149836","No_Uniprotmatch"
"contig95076","D7GXN7"
"contig201829","Q0V9S9"
"contig205510","Q6PDK2"
"contig179933","P25931"
"contig203649","Q5U4F4"
"contig72143","P51028"
"contig180298","Q2PZL6"
"contig140027","O82504"
"contig204309","Q9WV30"
"contig139901","Q5RC35"
"contig115860_4992_195722_171755","Q4V890"
"contig211171","No_Uniprotmatch"
"contig205425","Q9CXV1"
"contig106164","B3S0I7"
"contig119638","No_Uniprotmatch"
"contig137753","Q8BRF7"
"contig209647","A6LF81"
"contig9859","Q9BXW6"
"contig107598_210245","Q1PRL4"
"contig24946","A2RRS8"
"contig115631","No_Uniprotmatch"
"contig75238_155841","Q640Q5"
"contig109100","P41778"
"contig205711","A5DID3"
"contig143755","C3XPW7"
"contig106773_187167","Q9ERV7"
"contig170347_172743","O42574"
"contig181950_195159","Q8MVR1"
"contig97674","O14562"
"contig181506","E9C1T2"
"contig81411","Q86V86"
"contig81805_118552_140734","Q9VH19"
"contig97719_114089","Q08E13"
"contig137873","Q0VFZ6"
"contig73798","Q5SSM3"
"contig179806","Q8NDZ6"
"contig160299","No_Uniprotmatch"
"contig158999","Q9VH90"
"contig104803","O77503"
"contig82876","D7F169"
"contig103897","Q90670"
"contig189527","Q5R6Y0"
"contig191624","No_Uniprotmatch"
"contig187195","C6FG12"
"contig137368_77518","Q8WUQ7"
"contig174758_165154","Q5XGM3"
"contig209420","P98167"
"contig209992","C4LU72"
"contig106478","P49756"
"contig3660","Q9ERG2"
"contig211492_23290","Q9DB28"
"contig131011","Q66KV4"
"contig149629","Q9EQ60"
"contig184463","Q99946"
"contig96990","Q9H867"
"contig98036","Q7ZXQ9"
"contig111812","Q0H8V6"
"contig71722","No_Uniprotmatch"
"contig115049","O55098"
"contig108471_108935","Q9BVK2"
"contig81388","Q9D9B4"
"contig171540","No_Uniprotmatch"
"contig110222","Q5RKJ1"
"contig151754","P15690"
"contig1214","B3RIA0"
"contig107982","Q5QNQ6"
"contig179205","P23468"
"contig80507","P23098"
"contig140325","Q6XIM8"
"contig111394_15776_47963","P35288"
"contig93934","P72745"
"contig81379","Q98ST7"
"contig82999","Q62780"
"contig120290_159945","Q5R9T9"
"contig182103","No_Uniprotmatch"
"contig188792","P40618"
"contig73137","Q5ZLM0"
"contig150455","Q9BYK8"
"contig177268","P48601"
"contig174987","O94808"
"contig152406","Q96RW7"
"contig106850","Q5TTG1"
"contig158806_178781_209020","O00459"
"contig176424","Q9XTR8"
"contig180610","Q3U9N9"
"contig218475","Q6ZUK4"
"contig21568","Q70VZ7"
"contig24533_149232","Q9Y6F7"
"contig210170","Q9C0H5"
"contig187031","Q62718"
"contig210491","No_Uniprotmatch"
"contig179648","Q9JLZ1"
"contig218742","No_Uniprotmatch"
"contig215061","Q2LE78"
"contig187477","No_Uniprotmatch"
"contig204372_8657_170896","Q76LC6"
"contig78426","P23468"
"contig207829","P97310"
"contig24364_73328","Q803R5"
"contig177911","E9HRT7"
"contig70219","Q6SA80"
"contig210179","Q8AVY1"
"contig179420","Q6P132"
"contig182567","Q9V3A6"
"contig176379","Q66I79"
"contig182404","Q8K2J9"
"contig210973","No_Uniprotmatch"
"contig75776","No_Uniprotmatch"
"contig102452_154741","Q86VS3"
"contig211397","No_Uniprotmatch"
"contig108838_117858","A2ABV5"
"contig97166","No_Uniprotmatch"
"contig77545","No_Uniprotmatch"
"contig1538","Q6DK84"
"contig172137","O00628"
"contig12573","C3YWU0"
"contig152028_76625_98122","Q8CGZ0"
"contig129229_181594","Q4V7N4"
"contig131753","No_Uniprotmatch"
"contig99363","F6SAE9"
"contig68548","No_Uniprotmatch"
"contig115952_17350_138447","Q6GQQ9"
"contig154963","No_Uniprotmatch"
"contig79151","Q869E1"
"contig189054","No_Uniprotmatch"
"contig68168_208982","No_Uniprotmatch"
"contig212870_151407","Q9Y222"
"contig176352_209787_176144","P00767"
"contig188754","Q7RTK8"
"contig114760","Q7ZU45"
"contig77180","D8RF37"
"contig207326","Q8R3Y5"
"contig185206","Q29A33"
"contig7109","Q7KZ85"
"contig151647","C0H691"
"contig181364","No_Uniprotmatch"
"contig108696","Q8AW42"
"contig71546_112778","Q8C166"
"contig176446","O57321"
"contig110958","Q5SQX6"
"contig107891","No_Uniprotmatch"
"contig203879","P08419"
"contig175719","Q5R7X2"
"contig150513","C3Y8M8"
"contig171227","P97739"
"contig105184","Q6P2Y1"
"contig16686","P0CB88"
"contig97770_80573","Q86XD8"
"contig68773","O88484"
"contig171679","A0PJE2"
"contig175622","A1KZ92"
"contig76924","Q5ZMV7"
"contig187203","No_Uniprotmatch"
"contig105262","Q96DM1"
"contig76567_107915","Q76IK4"
"contig174468_140492","Q3UVC0"
"contig218974","Q5ZJQ7"
"contig209764_109512","No_Uniprotmatch"
"contig105903","No_Uniprotmatch"
"contig191759","No_Uniprotmatch"
"contig137913","O73874"
"contig172025","A4IGL7"
"contig205236","Q8WYA0"
"contig180830","Q4R678"
"contig154683","Q32PI6"
"contig180873","No_Uniprotmatch"
"contig189093","Q9BXJ9"
"contig130348_16876_103228_198929_183981_18194_105885_192215_126350_73975","Q63HN8"
"contig109072","Q9LU36"
"contig193060","C3YXD3"
"contig213609","O00124"
"contig214658","No_Uniprotmatch"
"contig193899","P97363"
"contig195888","Q6PAM0"
"contig179428","No_Uniprotmatch"
"contig186726","P54965"
"contig174792","Q9VS29"
"contig179225","P51397"
"contig114940","Q8VBV3"
"contig156176","A6QLU6"
"contig176801_113676","Q54I71"
"contig180848","Q55GC7"
"contig211689","Q8LGG8"
"contig75639","P12955"
"contig118166_170453","Q9VT65"
"contig147508","P97300"
"contig177038","Q5TGI0"
"contig132293","P85970"
"contig176812","Q86VP6"
"contig18413","O95639"
"contig146946","P13944"
"contig23524_99548","E0VM40"
"contig179621","C3ZUG6"
"contig158018","No_Uniprotmatch"
"contig82388_200618","P26044"
"contig138718","Q9Y6K8"
"contig22396","No_Uniprotmatch"
"contig75404","Q02543"
"contig25989","P61087"
"contig155278","Q9QXK3"
"contig192981","No_Uniprotmatch"
"contig106957","Q5I598"
"contig189002","Q9CXV1"
"contig72310_108238","A1DWM3"
"contig105042","Q96IR2"
"contig195578","No_Uniprotmatch"
"contig180684","F1QYX7"
"contig81937_210404_20255_117697_215837_109655","Q90687"
"contig108688","Q4TDM2"
"contig105049","Q25C79"
"contig59387_154873","A1L1W9"
"contig146115_22347_73963","Q91YN5"
"contig180699","P92208"
"contig150085","Q28GJ2"
"contig112021","Q9P202"
"contig148857","Q75VX8"
"contig216213","Q9EQC4"
"contig196100","Q5R587"
"contig96686","Q86VP6"
"contig152740","Q8NBF2"
"contig209321","No_Uniprotmatch"
"contig140841","C3YB88"
"contig166341_117128","Q7TP17"
"contig18075","No_Uniprotmatch"
"contig111961","O54988"
"contig147091","Q69ZW3"
"contig116353_179514_177265","D5UJ42"
"contig212876","P77234"
"contig15578","Q8LGG8"
"contig154260","O70628"
"contig178164","Q9JID6"
"contig24548_211122_99530","Q63HN8"
"contig177335","Q16611"
"contig192645","Q1KLR6"
"contig73395_26078","O18883"
"contig80600","P87362"
"contig183858","No_Uniprotmatch"
"contig192121","No_Uniprotmatch"
"contig156874","Q3MHS2"
"contig104351","Q9P281"
"contig211546","Q14008"
"contig75184","No_Uniprotmatch"
"contig151873","Q9NYR8"
"contig159261_111707","Q8R023"
"contig169602","Q14974"
"contig153223","O15484"
"contig175746_24125","Q16698"
"contig159290","No_Uniprotmatch"
"contig153893","O96952"
"contig173715","Q8N7X0"
"contig211734","Q3UVG3"
"contig108627","No_Uniprotmatch"
"contig79526","Q9PTS8"
"contig104393","Q6MG08"
"contig176962","No_Uniprotmatch"
"contig219464","No_Uniprotmatch"
"contig133158_111955","Q8WWU7"
"contig153608","No_Uniprotmatch"
"contig108083","No_Uniprotmatch"
"contig153725","D2UZM7"
"contig80896","Q8CFT2"
"contig48093_138421","No_Uniprotmatch"
"contig200822_600208","No_Uniprotmatch"
"contig171526","P08461"
"contig148018","Q8IWZ3"
"contig146238","Q91YJ5"
"contig106367","No_Uniprotmatch"
"contig204768","P35546"
"contig186089","O94804"
"contig110354","No_Uniprotmatch"
"contig7955_26359_212481_70894","Q8CDU6"
"contig204810","Q6AYS5"
"contig98750","No_Uniprotmatch"
"contig209740","Q8MVR1"
