"modGenes","modUniprotIDs"
"contig76938_151389_176541_179899_78590","No_Uniprotmatch"
"contig73153","No_Uniprotmatch"
"contig77586_99486","Q6P9K8"
"contig83298","Q5T0N5"
"contig169552","Q6EUW2"
"contig153294","P10394"
"contig211133","A7Y2X0"
"contig102905_207771","P80172"
"contig52271","Q96L93"
"contig210939","D7FRJ7"
"contig178876","Q08BW0"
"contig74593","O95470"
"contig113881","No_Uniprotmatch"
"contig104960","Q9IBG7"
"contig133376_185849_219307_117792_20189","Q8BLA8"
"contig174967","Q16959"
"contig117781_119912","Q6NX08"
"contig174388","P13596"
"contig66661","O14514"
"contig218740","Q90640"
"contig104425_204667_106130_161236","P70182"
"contig81073","No_Uniprotmatch"
"contig92606_105554_73978","Q80U30"
"contig148836","D7FRJ7"
"contig152736","Q04336"
"contig59546","Q8IVF4"
"contig45321_98717","No_Uniprotmatch"
"contig80716_198762","Q0P5M9"
"contig202558","P13497"
"contig105020","No_Uniprotmatch"
"contig181181","Q8R5I0"
"contig74205","No_Uniprotmatch"
"contig26688","Q8BG58"
"contig71311","Q8TEW0"
"contig145068","E6ZIJ1"
"contig119620","A2AJA9"
"contig205697_152221_181522","Q9CXR1"
"contig98238_184794_80014","P33268"
"contig74431_119248","Q8VCD7"
"contig209672_51808_194491","Q9UNH5"
"contig82679_205663","Q5R959"
"contig113105_12728_218606","P42587"
"contig92573_205201_218690_171856_159973","Q6PAJ1"
"contig203670","Q80YA3"
"contig81340","Q28CJ6"
"contig9324_99975","Q9BE39"
"contig209664_170445","P22830"
"contig56233","O95718"
"contig195382","P41969"
"contig11625","Q9UET6"
"contig211525_148720","Q7Z7H5"
"contig75108","C3Z5F4"
"contig109305_147574","Q5R7W2"
"contig67809","O94762"
"contig148578_170429","Q86UP6"
"contig600221","Q6AYY8"
"contig114786","Q64442"
"contig204765","No_Uniprotmatch"
"contig194138_143564_155576_60426","Q5RG44"
"contig80309","Q8WTS1"
"contig103949","Q7SXL3"
"contig18994","Q7Z7M0"
"contig73908","P21802"
"contig171067","Q8C428"
"contig152791","Q9BV94"
"contig171615","Q08E31"
"contig109256","Q9VXE5"
"contig105311","No_Uniprotmatch"
"contig176437","Q6XLQ7"
"contig71275","Q8CIB5"
"contig182556","Q6ICH7"
"contig148831","Q01033"
"contig60944_78725","Q8BLA8"
"contig56225","P11498"
"contig145229","Q8IUB2"
"contig207959","Q5ZJX5"
"contig105416","O75976"
"contig137281","Q8N1D5"
"contig107633","No_Uniprotmatch"
"contig66657_153235","Q5R2J4"
"contig174515","No_Uniprotmatch"
"contig78706","O15182"
"contig112654_193312","Q6GN42"
"contig26302_180471","No_Uniprotmatch"
"contig150517","E9Q0I8"
"contig76468","Q99JW4"
"contig91758","O97758"
"contig171079","Q9H324"
"contig110730_196658","C3Z8R6"
"contig72169","No_Uniprotmatch"
"contig163718","P31662"
"contig71596_179613","Q63410"
"contig96362_105148_204751_179203_112698","Q91Z46"
"contig105161","A4IGL7"
"contig181848_203465","P18654"
"contig92057","O60879"
"contig117362_173235","Q6R4Q5"
"contig201874_217067","Q6AYP6"
"contig600100","Q5EBL4"
"contig108632","No_Uniprotmatch"
"contig169831","Q8IZD6"
"contig66530","Q00659"
"contig179718","No_Uniprotmatch"
"contig106475","P98070"
"contig22164","Q4R7K1"
"contig150972","Q9EPZ6"
"contig145724","No_Uniprotmatch"
"contig209457","Q91828"
"contig115542_109071","C3Z4W9"
"contig52422","P22637"
"contig158886","P14314"
"contig183427","D8PAU6"
"contig181581","No_Uniprotmatch"
"contig171961","P07949"
"contig154081","Q5ZM91"
"contig111238_205222","Q5RDD8"
"contig600210","P53702"
"contig147130","Q96483"
"contig74088_140228","Q6ZQR2"
"contig81953_107928","O15034"
"contig152888","Q95LN2"
"contig178015","Q5T2S8"
"contig194579_169175","P67963"
"contig59281_147133","Q91X43"
"contig128709","Q3V6T2"
"contig217268","D8HSB9"
"contig176652_176846","Q9P275"
"contig108056_58352","Q9UQ07"
"contig152390","No_Uniprotmatch"
"contig110484","Q8IV35"
"contig107345_135184_111900","Q9ULT6"
"contig73146","No_Uniprotmatch"
"contig205287_215383_129438_213350_171884_118010","Q8IWB9"
"contig180050","Q96RW7"
"contig107464_139478","P86229"
"contig119644_205357","P08799"
"contig204675","Q3V1H3"
"contig153057_113775","Q1WK23"
"contig99611_146378","P28047"
"contig11281","P53007"
"contig112861_100291_151214","O57382"
"contig116804","Q86TM3"
"contig115471","Q5RFD3"
"contig216731","Q1RMU3"
"contig154111","Q3V6T2"
"contig77076","No_Uniprotmatch"
"contig80341","Q5RJA1"
"contig174621","P55202"
"contig78684","Q4R8V8"
"contig194604_69722_19949_17322_158803","Q8BHR2"
"contig143687_160744_134849_204337","Q0KHY3"
"contig151437","Q3V3R4"
"contig178029","No_Uniprotmatch"
"contig172456","Q9TT38"
"contig114078","No_Uniprotmatch"
"contig181483_103957","Q9W596"
"contig83050","D8TC87"
"contig112653","O95685"
"contig74617","No_Uniprotmatch"
"contig68807_98529","Q9WU79"
"contig79082","Q6P132"
"contig179998","Q8BST6"
"contig204381_204678_16272","Q8BH52"
"contig97742","No_Uniprotmatch"
"contig89779","No_Uniprotmatch"
"contig148776","Q9Z1L0"
"contig93864_151721","Q32TF8"
"contig51424","Q29RU2"
"contig81979","P12226"
"contig175966_182808","Q8CGB3"
"contig149054","A8P436"
"contig600014","Q5R660"
"contig119456_214687","O88576"
"contig75010","Q9C0I9"
"contig68345_167703_140211_178478_106978","O16025"
"contig150312_171941_143476","Q9UNQ2"
"contig600060","Q1ENI8"
"contig93954","No_Uniprotmatch"
"contig147902","P22793"
"contig152609","Q0VDN7"
"contig147609","Q96ST2"
"contig203957","A6NNM8"
"contig20389_117923","Q9UMX1"
"contig167797_68967_83355","P52747"
"contig111589","No_Uniprotmatch"
"contig93133","Q2TA03"
"contig147103","Q92484"
"contig179067","Q5REU4"
"contig87938","Q9NYQ6"
"contig202444_149735_68940","Q99676"
"contig209418","O08874"
"contig178000","Q804T6"
"contig60744_107432_98885_69904_167717_5891","Q9QXS1"
"contig66819_169700","P86854"
"contig153063_130672_74159_148675_76533","Q07553"
"contig147007","P07949"
"contig14286_98692_153842","Q6P2Z0"
"contig23906","O08730"
"contig93242","Q9GLJ8"
"contig169915","Q8K0Q5"
"contig21721","Q60519"
"contig72159","Q63410"
"contig179098_179878","P54318"
"contig69436","Q99KW3"
"contig81831","A6NE52"
"contig45809","A1A5B6"
"contig153206","Q8K4Q8"
"contig79993","Q6GNJ8"
"contig170155","Q9Z2D1"
"contig151009","O14514"
"contig132598_24517","P20002"
"contig218329_140232","Q0V8T7"
"contig147377_75296","Q61371"
"contig71030","A7MBH5"
"contig101622_105709","Q9CYL5"
"contig137974","A6NIH7"
"contig170433","Q1RMP7"
"contig146439","O14607"
"contig107644","Q0V9R4"
"contig4824_77183","P53355"
"contig96583","Q14956"
"contig17777_81567_169755_81042","Q9ULH1"
"contig147996","P52873"
"contig71645","O14607"
"contig74363_90184","No_Uniprotmatch"
"contig22559_151422","Q86VQ0"
"contig209937","Q53GG5"
"contig145759_177443_175033","Q2EJA0"
"contig204498_215999","No_Uniprotmatch"
"contig152536","Q8IIG7"
"contig147635_106719","Q8K0Q5"
"contig99356_164920","No_Uniprotmatch"
"contig110316_17551_192682_127216","Q8TF05"
"contig23498","P23770"
"contig152048_210873_207983","Q2TBA3"
"contig202484_211982","Q8AXU9"
"contig7775","O45686"
"contig137880_112343","O08715"
"contig160699_124129","No_Uniprotmatch"
"contig185185","C6FG12"
"contig145275_179145","P79145"
"contig194615","Q5NVI9"
"contig114291","No_Uniprotmatch"
"contig117677","Q54G05"
"contig113284_97790","Q9Z220"
"contig117309_183823","P04323"
"contig78534","P34269"
"contig170191","P43690"
"contig218790","No_Uniprotmatch"
"contig76211","Q04336"
"contig212426_75671_111781","Q9FHN8"
"contig173850","Q0V8S9"
"contig204704","Q4V5A3"
"contig166209_25040_148527","Q3U0S6"
"contig92998","Q8HXY7"
"contig151766","Q5ZHQ6"
"contig151689","Q61532"
"contig72979","Q9PWH2"
"contig177891","Q90623"
"contig152247","No_Uniprotmatch"
"contig114165_161201_104326","P17124"
"contig149217","Q13217"
"contig169215","Q28092"
"contig76756","P35556"
"contig149302","Q6DIP3"
"contig176946","Q3URF8"
"contig79087","Q91VN6"
"contig12305_185423","P63138"
"contig117054","A4K2W7"
"contig171729","A1X283"
"contig156235_210570_195641","Q708W2"
"contig118190","No_Uniprotmatch"
"contig210190","A6QLD2"
"contig105974","P07339"
"contig111678_83418_77108_24690","A2AG06"
"contig207883","No_Uniprotmatch"
"contig58468","Q9JJS6"
"contig210484","P18850"
"contig82468","Q80UG2"
"contig194934_145168","Q9H6X2"
"contig144753","Q47877"
"contig149936_131441_204066_157538","Q9ULT8"
"contig115097_170729","P21328"
"contig150327","Q0GBZ5"
"contig104420","P69566"
"contig150350_600068_104725_115686_140729","Q90XB6"
"contig109301_92168","Q8BYM7"
"contig110486","P34284"
"contig203946","No_Uniprotmatch"
"contig147098","Q5XIN9"
"contig600116","Q9BLJ6"
"contig108972_111796","No_Uniprotmatch"
"contig59163","No_Uniprotmatch"
"contig115307","O89001"
"contig116802_21164","Q9H2B2"
"contig189770","P53714"
"contig203937","Q4KLN7"
"contig175601","P11308"
"contig105518","P62836"
"contig106601","Q8N0W5"
"contig151423_203510","Q96M91"
"contig151774","A9ZSY3"
"contig140063","Q5REU4"
"contig196188","P20073"
"contig174337","P97376"
"contig26490_75511_105608_209803","Q5R7B8"
"contig205272_213145","B3S931"
"contig149587_149789_114971","C3YKH2"
"contig190189","O16025"
"contig184251","Q3U481"
"contig211118_190948","Q86Y13"
"contig203527","O60879"
"contig106994","O15439"
"contig179434","O89114"
"contig96562","Q9NGQ2"
"contig82252","P52164"
"contig24861_147584_159704","Q08CX1"
"contig93591","Q8IVF4"
"contig69238","Q8BUR3"
"contig176986","A9UNQ4"
"contig150860","Q5RIP6"
"contig106977","Q6AY97"
"contig69033","No_Uniprotmatch"
"contig204443","Q6ZSZ5"
"contig196657","Q6GQX6"
"contig107521","P54920"
"contig176237","Q9HD15"
"contig145419","O46385"
"contig204980","B3S931"
"contig71593","Q0IHV1"
"contig213084","Q5REU4"
"contig184510","No_Uniprotmatch"
"contig198664_135325_213365_213809","Q80TR8"
"contig145017_212385","Q5R4Q7"
"contig192155","Q69YW0"
"contig211329","Q1ENI8"
"contig107169_177306_195303","Q9UG63"
"contig110751","Q7RTX9"
"contig146280","Q63HM2"
"contig171413","No_Uniprotmatch"
"contig107011","Q9Y6P5"
"contig187112_119855_151079","Q3UQ28"
"contig140101_198139_25397_17843_172052","O15439"
"contig207863","P43090"
"contig170906","P82264"
"contig203561","A5D6U8"
"contig192809","P35749"
"contig149663_115749_168693_106597","Q5REX1"
"contig75177","Q2KJ25"
"contig164196_151076_15361","E3LM71"
"contig169313","P42583"
"contig204696","P08872"
"contig76966","P30658"
"contig106724","No_Uniprotmatch"
"contig147815","Q8BX35"
"contig185943","Q9JM13"
"contig177742_172016","B6QXT9"
"contig18084","No_Uniprotmatch"
"contig160412_167479","B3RZA0"
"contig148701","Q6Y290"
"contig113501_174692_88537_82393","P53454"
"contig76115","Q9UBS9"
"contig81355","Q9NZ32"
"contig149038","Q92503"
"contig181296","Q9R099"
"contig26036_203699","P49282"
"contig78148_175644_75343","P81117"
"contig78169","Q9IBG7"
"contig68250","Q9VCA2"
"contig182219","O17494"
"contig176794","P07902"
"contig180586","Q503L9"
"contig153276","O57460"
"contig204676","P22757"
"contig152525_133323_139160","Q9Z136"
"contig111746","Q8NEG5"
"contig111801","Q9P2N4"
"contig146059","O46385"
"contig204022","P51957"
"contig211113","Q8R0H9"
"contig151590","Q91287"
"contig109326","Q66I12"
"contig184683","C3ZVW4"
"contig117784_174974_153954","Q9NZJ4"
"contig208547","P39572"
"contig177573_174738_205250","Q9U8G1"
"contig208511_147258_138370","Q8WV93"
"contig25115_185846_195739_54681","Q9R0Z9"
"contig57704","C3YBW8"
"contig146823_99750","Q96JM7"
"contig204384_69966","Q7T0T9"
"contig600012","B3RP25"
"contig118697","Q8IWF6"
"contig151340","P04323"
"contig150106","Q22WK4"
"contig22527_87711_98734_175004_111096_100122","P0C6B8"
"contig114098","No_Uniprotmatch"
"contig71967","P16092"
"contig207393_107969_71455","O95622"
"contig169780_165255_158620","P70336"
"contig147998","Q6CKU6"
"contig19701","Q5FW05"
"contig217280","No_Uniprotmatch"
"contig53493","Q54F46"
"contig80254","Q6P988"
"contig75250","Q4TU93"
"contig78399","Q8N4P6"
"contig65782","Q3U3T8"
"contig76850_181728","Q9DB30"
"contig22615","No_Uniprotmatch"
"contig177369","A8WHP3"
"contig167914_209455_177529_204663_203701","Q99884"
"contig72873","Q63HQ0"
"contig112604","Q9Y5T5"
"contig115072","Q9CZU3"
"contig74907","Q96MT7"
"contig150641","Q6L8H1"
"contig97149","Q80T32"
"contig150261","No_Uniprotmatch"
"contig77131","P25103"
"contig179317","B6CJY5"
"contig205793","No_Uniprotmatch"
"contig178259","No_Uniprotmatch"
"contig105705_117143","Q7TQC7"
"contig44815_68504_129659_205001","Q2MJB4"
"contig82846","Q6ZWB6"
"contig60298","Q7M3E1"
"contig68707_158845","A2A3L6"
"contig215547","No_Uniprotmatch"
"contig151001","Q5RA50"
"contig147161","Q6P4W7"
"contig109225","Q03146"
"contig154257","No_Uniprotmatch"
"contig76526","Q5RJA1"
"contig174942_207975_212421_172070","O35114"
"contig21560_18587_11843_219906_152942_150549","O15230"
"contig150746_154552","Q921G7"
"contig147517","Q9VCU9"
"contig148824","A8WHP3"
"contig151702_180368","Q91VZ6"
"contig148759","C3ZUP4"
"contig99331","Q9H3E2"
"contig76307_90589_60478","Q5F3V0"
"contig76764","Q96PX1"
"contig186938_212091","Q05B18"
"contig158219_94456_70151","Q3ZD69"
"contig204131","Q8IYT3"
"contig170958_77189_2712_147679","Q61824"
"contig148084","P21956"
"contig148606","Q8R1X6"
"contig65771","O15439"
"contig140670","No_Uniprotmatch"
"contig14756_136805_22265_109621","Q9W770"
"contig151338","A5D8W1"
"contig205730","Q0IIL5"
"contig79838","A6QP79"
"contig203433","Q9DBN5"
"contig147588","Q6IP06"
"contig192363","Q5R7K9"
"contig73067","O16025"
"contig209414","P17431"
"contig8577_140623","Q8BQH6"
"contig182661","Q03376"
"contig107878","Q5ZM98"
"contig100286","Q14789"
"contig150800","Q53GG5"
"contig76946_80886","D8LZR7"
"contig78542","No_Uniprotmatch"
"contig146808_219258_167417_179699","Q6DIN3"
"contig74896_177467","Q10411"
"contig215962","Q04861"
"contig158042_207941","Q3T0L2"
"contig145294_114125","Q01196"
"contig189351","Q25632"
"contig169650","Q6GMF8"
"contig216079_181764","Q9D180"
"contig120245","O44252"
"contig190246","No_Uniprotmatch"
"contig208251","Q3UR85"
"contig600231","No_Uniprotmatch"
"contig174312_92668_146834","F2ULT3"
"contig169825","D2V414"
"contig11593","Q01968"
"contig59809","B3SCA3"
"contig73256","Q8BRE0"
"contig180192_139337_58559","O24145"
"contig181073","No_Uniprotmatch"
"contig23099","P61227"
"contig169547","P31422"
"contig170074","No_Uniprotmatch"
"contig82091","Q8JHZ8"
"contig151439","Q68DA7"
"contig145316","P09917"
"contig169740","Q7PIR5"
"contig208248","Q0GBZ5"
"contig78055","Q61532"
"contig207847","Q15723"
"contig73062","Q54G05"
"contig145730","Q54G05"
"contig99318","Q8JI10"
"contig157794_211934","P83626"
"contig152005_180015","Q96RW7"
"contig154553_71197","F7BQ38"
"contig149905","Q4R6F3"
"contig165113_74682","Q5FVN8"
"contig218603","Q14005"
"contig10637","A4IFD0"
"contig79322","Q32NH8"
"contig146425_176770","Q502W6"
"contig72346","Q3U435"
"contig104230_177771_190078","Q9IBG7"
"contig152175","F6SC79"
"contig81237","A1X283"
"contig192794","B7PAD9"
"contig145821","Q53GG5"
"contig147648_71291","Q9CYL5"
"contig148284","P22793"
"contig202366","Q86YT6"
"contig118787","No_Uniprotmatch"
"contig68128_81581_178379","P53812"
"contig204533","P20693"
"contig146569","Q8IVF4"
"contig204570","No_Uniprotmatch"
"contig153396","No_Uniprotmatch"
"contig83229","P07949"
"contig208435","Q9Y4D2"
"contig137264_151213","No_Uniprotmatch"
"contig169354","Q54G05"
"contig145894","Q8BN59"
"contig159770_212457_202314","Q801G1"
"contig114414","A6NIH7"
"contig169415","Q7PIR5"
"contig147667","No_Uniprotmatch"
"contig146097","B0V2N1"
"contig26308","O15439"
"contig175914_180948","Q32Q86"
"contig79311","Q9UDR5"
"contig207879_108564","P13284"
"contig147195","No_Uniprotmatch"
"contig145396","Q5R5J1"
"contig217000","Q9Y6R4"
"contig213997_59053","Q5U3H2"
"contig52407","B3RVR6"
"contig76877_47581","D3Z8N4"
"contig216825","Q9TU53"
"contig213348","Q8LGG8"
"contig216048","C3Z5H3"
"contig117522","Q9ES00"
"contig149143","Q8BYM7"
"contig97321","Q9PWF7"
"contig98149","Q26648"
"contig149926","Q9VS29"
"contig80843_110851_161138","Q5THR3"
"contig176462_218678","Q9GKL8"
"contig59171_141845_152422","No_Uniprotmatch"
"contig81880","Q99469"
"contig155751","Q810U4"
"contig150730","P41969"
"contig82795","C3Y1Y2"
"contig82799_117493_43260","Q71RS6"
"contig215902","Q3UQ28"
"contig203065","Q96RW7"
"contig107634","Q9UHG0"
"contig69975","Q9H4G4"
"contig117707","A4IFM3"
"contig70312","Q9XT27"
"contig600146","Q9I928"
"contig202482","Q9P2N4"
"contig172664_169314","P50169"
"contig146481","P49136"
"contig152139","Q96DM1"
"contig167513_83019","Q15059"
"contig209210","Q7ZUK7"
"contig106941_600059","P59267"
"contig207916","Q9D2H2"
"contig147653_205450","Q8BXQ6"
"contig72957","No_Uniprotmatch"
"contig145530","Q93097"
"contig151700","O95819"
"contig137644_170188","Q9UL25"
"contig153175","Q4T8Q4"
"contig146917","No_Uniprotmatch"
"contig74050_209895","No_Uniprotmatch"
"contig217672_159656","Q99K82"
"contig216858_195505_189781_69703_17947_182270_205421","P55268"
"contig187168","Q92956"
"contig80025","Q12894"
"contig93686_212609","P55112"
"contig179664_53065","Q86XZ4"
"contig97595_213883","Q7SYC9"
"contig169952","Q6I6G8"
"contig7909_120046_219055_48_211341","Q5U4C9"
"contig71983","Q9HU55"
"contig2636","Q6ZUK4"
"contig600009","Q3U3T8"
"contig115793","P31422"
"contig158721_150536","Q4QRH7"
"contig79492","Q7YQM3"
"contig145746","Q9UK58"
"contig184211_176733","No_Uniprotmatch"
"contig140821_153658","Q86Y13"
"contig175687","Q80WC3"
"contig170941","Q13951"
"contig151221","Q9N126"
"contig65990","Q8N556"
"contig150124","Q4V8B0"
"contig158553_54925","Q96M53"
"contig70747_69688_216885_192371_47002","Q62763"
"contig72724","Q6ZUS6"
