"modGenes","modUniprotIDs"
"contig94048_209788","A0PJN4"
"contig208082","O06997"
"contig204784_193988_139405","Q9U5M4"
"contig213323","Q9UIJ7"
"contig82063","No_Uniprotmatch"
"contig152009","Q28FH2"
"contig179379","P14604"
"contig75772","Q7TN02"
"contig177685_70282","Q5U2Q4"
"contig218889","Q5ZI78"
"contig70587","Q5RKH6"
"contig204910","D7NNA9"
"contig159406_169178","Q96T21"
"contig113297","Q9WTV5"
"contig213901","Q95LU3"
"contig185956","E2AVM3"
"contig69510","Q9MYP6"
"contig148774","Q9CQM5"
"contig151209","O93429"
"contig169969","No_Uniprotmatch"
"contig170030","O88656"
"contig110845","Q80Y56"
"contig147604_169060","Q08CH6"
"contig170252","Q5U2X1"
"contig6789","C3ZHW9"
"contig104025_179357","Q5PQ53"
"contig116943","Q7T384"
"contig176971_177085","P52209"
"contig150919","Q1MTN8"
"contig48214","No_Uniprotmatch"
"contig66108","Q9Z1N4"
"contig69695_70987","Q1L8G7"
"contig170251","Q9ULJ7"
"contig171639","Q9D4D4"
"contig47864","No_Uniprotmatch"
"contig210535","No_Uniprotmatch"
"contig146262","No_Uniprotmatch"
"contig147705","Q9H4K7"
"contig10156_75121","P61258"
"contig217297","Q54Y55"
"contig108609","P57102"
"contig70878","O70589"
"contig194876","Q5RBZ2"
"contig170073_175596","Q9XUY5"
"contig186750","No_Uniprotmatch"
"contig80356","P42126"
"contig73958_209521","Q6AYB5"
"contig99856","Q26255"
"contig153328","B0WTK9"
"contig107457","Q9CPX6"
"contig171638","Q9HB40"
"contig180933","No_Uniprotmatch"
"contig147034","Q5ZJ54"
"contig152671","Q9UH92"
"contig79629","Q6P819"
"contig209904","O18728"
"contig70047_22253","B2V7K6"
"contig75972","No_Uniprotmatch"
"contig103913","O54905"
"contig76768","B8LPJ4"
"contig109615_180762","Q4R4T8"
"contig57307_212866","Q6DJ06"
"contig147789","Q09575"
"contig170249","Q9D883"
"contig203425_158423","Q99L04"
"contig188455","C3YC00"
"contig147345","No_Uniprotmatch"
"contig152508","Q9U6Y5"
"contig73040","Q14974"
"contig75711","Q9CWF6"
"contig109754","No_Uniprotmatch"
"contig60181","Q5PPX7"
"contig150863","Q9VJ79"
"contig137207","A4Z6H1"
"contig147479_118982","P61765"
"contig111465_139021","Q9CW42"
"contig147841_218745","Q5XFX0"
"contig204039","P50053"
"contig176644","Q4KM14"
"contig104928_209224_108938","Q8WWF8"
"contig179908_69486","P50143"
"contig81936","Q5ZLK1"
"contig211083","P47812"
"contig76440","O43897"
"contig112744","Q2GGS4"
"contig124127","D1MX09"
"contig600140","Q61382"
"contig60554_109491","P19382"
"contig194857","Q9UKN7"
"contig147797","Q58DT4"
"contig185920","P00919"
"contig145266_153552","Q68FD5"
"contig148456","No_Uniprotmatch"
"contig108075","Q6GNG8"
"contig192986","Q32L89"
"contig121934","No_Uniprotmatch"
"contig203814","P17130"
"contig188926","No_Uniprotmatch"
"contig150186","P11799"
"contig170041","Q4R7D9"
"contig115301","No_Uniprotmatch"
"contig68737_148223_164672_110801_173849_203529","O54941"
"contig19540","P50430"
"contig68409","A1L1K4"
"contig78998","P18754"
"contig139581","Q6P256"
"contig10366_169504","P13816"
"contig93621","Q9F234"
"contig109546_147642","F6QA93"
"contig169632","B5DFC8"
"contig209929","Q2QLG1"
"contig203798","No_Uniprotmatch"
"contig180205","C3YWU0"
"contig195271_77243_218098","P50429"
"contig169911","C3YWU0"
"contig76885","No_Uniprotmatch"
"contig147174","No_Uniprotmatch"
"contig112515_19749","Q9HB40"
"contig170116","Q9CR41"
"contig178560","No_Uniprotmatch"
"contig111648","Q9D1P0"
"contig185035_132504","E9C1P1"
"contig147265","Q2TBP4"
"contig148145_103234_81066","Q04592"
"contig209486","E8T5P3"
"contig167936","Q24572"
"contig185459_203521","Q5RAS0"
"contig151907","O93429"
"contig70955","Q9Z1T2"
"contig93608","No_Uniprotmatch"
"contig118568","E1ZY30"
"contig167988","Q5RD69"
"contig112063_73657_213434","E3LN20"
"contig600165","Q8UVC3"
"contig152619","Q8BHA0"
"contig69260","P19360"
"contig145781","Q6DKC0"
"contig151120","Q3B8N8"
"contig106527_157532_5704","Q54E49"
"contig78272","No_Uniprotmatch"
"contig153581","P86411"
"contig161124","P10079"
"contig171781_79628","Q8K339"
"contig146994_80176","No_Uniprotmatch"
"contig55873","P51029"
"contig109335_109040","Q99571"
"contig114603_156207_177442","Q9UGT4"
"contig68706","No_Uniprotmatch"
"contig153617","P83553"
"contig68679","P31266"
"contig211765","D7F165"
"contig82026","Q6AZD4"
"contig78791","Q6P4J8"
"contig105911","Q256Y9"
"contig203713","Q6QEF8"
"contig74390_117819","A5PJJ7"
"contig133474","No_Uniprotmatch"
"contig73131","No_Uniprotmatch"
