"modGenes","modUniprotIDs"
"contig176030","Q9GYZ0"
"contig175630_174532","Q9P241"
"contig159263_140142_110659","No_Uniprotmatch"
"contig194442_100180","Q5RC74"
"contig129162","No_Uniprotmatch"
"contig212395","Q924A2"
"contig182186","Q13332"
"contig106162","No_Uniprotmatch"
"contig216755","E0VPK6"
"contig78964_157228_81291","Q6PZ02"
"contig150816","C3YXC4"
"contig171007_158121","Q7YQK9"
"contig118027","No_Uniprotmatch"
"contig181297_209247","Q5RAG8"
"contig83033_199968","Q15678"
"contig140652_76112_17586_56185_157462","Q0KL02"
"contig207914","A6QQP7"
"contig158503","P36407"
"contig207328_212446","Q5TC82"
"contig157990_219785","No_Uniprotmatch"
"contig77167","Q5VT06"
"contig113194","A5D7P8"
"contig94433","P10978"
"contig71113","Q14789"
"contig177383","No_Uniprotmatch"
"contig116155_145370","Q9UK61"
"contig189603_129741","No_Uniprotmatch"
"contig140368","Q3V3R4"
"contig75481_147674_112433_213698","Q7KM13"
"contig78803_205840_152174","O00443"
"contig178311","C3ZUM2"
"contig128240_125614_218748_82794_600211_59467","Q54HW1"
"contig186578","Q5REW0"
"contig153415","Q8IYN6"
"contig147113","Q9UK61"
"contig218101","Q8WV41"
"contig193089","Q8UWD7"
"contig8099","P41970"
"contig107265","P08553"
"contig107111_53356","Q6MG48"
"contig71944","Q7TN83"
"contig178059","P11275"
"contig79362","Q5U4T3"
"contig23214_71374","Q86X60"
"contig77727","Q8IZP9"
"contig105345_179081","Q3SYW6"
"contig5611","Q3TZ87"
"contig210924","No_Uniprotmatch"
"contig214077","C3Y5R5"
"contig69913_169556","Q9HBF4"
"contig82908","Q61532"
"contig148279_131491_78541","P97526"
"contig19196_74211_158296","Q2VJ60"
"contig209308_80180","Q8VCD6"
"contig146623","Q9W0Y8"
"contig204868","Q4QQV8"
"contig144925","Q9C091"
"contig160348","P20825"
"contig200459","Q9R112"
"contig179682","Q7Z1B8"
"contig169802","Q6WV17"
"contig75044","No_Uniprotmatch"
"contig110005","No_Uniprotmatch"
"contig51941","D8U4Z9"
"contig205354_77052","O15118"
"contig147632","Q9HD67"
"contig152968","P35440"
"contig190048","No_Uniprotmatch"
"contig152997_143698_202181","Q8IZP9"
"contig24880_127907","Q8BG21"
"contig151635","Q7ZXY0"
"contig71141","No_Uniprotmatch"
"contig79812","P04035"
"contig110861","Q9JK84"
"contig72121","Q2MCN4"
"contig210955","No_Uniprotmatch"
"contig191444_145738","Q9UPV9"
"contig152211","Q8K135"
"contig151216","Q63081"
"contig98531","P70085"
"contig152955","Q9JMH4"
"contig210438","Q7TPD2"
"contig150618","Q90478"
"contig178721","No_Uniprotmatch"
"contig174333","P02463"
"contig203530","Q91ZU6"
"contig147211","A1L390"
"contig148131","Q96RW7"
"contig145463","Q04637"
"contig113605","No_Uniprotmatch"
"contig114325","No_Uniprotmatch"
"contig217054","Q96RW7"
"contig99612_9833_81597","Q10142"
"contig211695_92717_36548","P04323"
"contig152230","Q13330"
"contig184278","No_Uniprotmatch"
"contig107640","P83038"
"contig218467","Q8BSI6"
"contig600087","D7F169"
"contig132826","C4LU72"
"contig69032","Q6PIX5"
"contig147787","Q5VXJ0"
"contig213908","Q6NWZ9"
"contig151254_131525","P27619"
"contig73235","D3BTD5"
"contig78441_58495_54546_77085","Q9H3K6"
"contig147573","No_Uniprotmatch"
"contig110978","Q4KLL0"
"contig94465","F4QCW7"
"contig173754","B3S0U6"
"contig205026","Q9Y5S8"
"contig106432","P79331"
"contig73509","Q66H62"
"contig207933","Q29RQ1"
"contig192475","Q9JLC4"
"contig70222","Q96MD2"
"contig19010","No_Uniprotmatch"
"contig15290","P83861"
"contig145830_152934_69049_75651","Q2MJT0"
"contig170526","E9PUL6"
"contig148721","No_Uniprotmatch"
"contig215451","No_Uniprotmatch"
"contig187001","Q95LU3"
"contig150686","Q27991"
"contig169542","Q6JHU9"
"contig152251","B3S3D5"
"contig60701","Q2M1K5"
"contig153274_76724","Q96ST8"
"contig151090","P0C8E4"
"contig205950_178491","Q8NFP4"
"contig178455","O75154"
"contig97500_17413","Q86Y13"
"contig92369","Q5RDU7"
"contig215060","Q9GNN8"
"contig80399_114353","O77819"
"contig169249","Q8VDJ3"
"contig106655","Q7ZUW2"
"contig180868","P39572"
"contig169260_112974_110218","O70436"
"contig77892","Q3V6T2"
"contig12056_188757_23127_99181","Q9CZV8"
"contig148072","No_Uniprotmatch"
"contig152205","Q9VH90"
"contig150954","Q8CFT2"
"contig165389_151529_18522_181937_190499","Q96RW7"
"contig147419","O89001"
"contig109811_163735_108459","Q1PRL4"
"contig80651","Q6SA80"
"contig170139","B1VEI4"
"contig175866","Q568Z6"
"contig189881_190487_185006","Q96PM5"
"contig179233","No_Uniprotmatch"
"contig56037","Q8C8U0"
"contig83105_20442_137739","Q6NRP2"
"contig80015","Q8BW70"
"contig52624_109083","Q3UFK8"
"contig108301_172272_112069_145285_176143_104325","Q24292"
"contig194044","A1L1W9"
"contig183770","No_Uniprotmatch"
"contig195103","No_Uniprotmatch"
"contig145278","P10394"
"contig150431_183033_182666","E5S895"
"contig132966_210546_87461_180132","P06795"
"contig176476","P36916"
"contig88442","Q54G05"
"contig201862","Q99JY4"
"contig171698","Q7TP36"
"contig117093","Q99102"
"contig65622_111220_21003_55870","Q91Z96"
"contig209269","P61222"
"contig111529_105910","Q28685"
"contig147460","Q9QZM5"
"contig97921","No_Uniprotmatch"
"contig74070","Q8VBT1"
"contig204355","No_Uniprotmatch"
"contig105472","Q8BZZ3"
"contig90077_106627","No_Uniprotmatch"
"contig145773","Q4U0G1"
"contig177327","No_Uniprotmatch"
"contig69230","Q6PH57"
"contig169565_152977","Q14149"
"contig110301","Q7ZVZ7"
"contig115799","No_Uniprotmatch"
"contig59779","Q4GZT3"
"contig108387","Q8SQG9"
"contig82641","Q6TXD4"
"contig98228_195843_100115","Q9JI78"
"contig78588_106539_99032","Q55G75"
"contig153509","Q8BW70"
"contig114676","Q9UKV8"
"contig139332","No_Uniprotmatch"
"contig146349","Q9Z1N3"
"contig171613","Q5ZIE8"
"contig71989","P15336"
"contig104378","B2GUV7"
"contig186864","No_Uniprotmatch"
"contig150824","Q9ULH0"
"contig107716","B7Q1N5"
"contig159516","No_Uniprotmatch"
"contig176282_153388","Q94464"
"contig151008_216657_155008","Q91XU1"
"contig118610","Q86Y13"
"contig205588","Q5F3L4"
"contig78715","Q96EX2"
"contig165920","No_Uniprotmatch"
"contig181811_96743_82087","Q9R0N7"
"contig97664","B0V2N1"
"contig211177","B5FFX7"
"contig167931","Q924A2"
"contig204111","Q9NY99"
"contig93030","P10978"
"contig170506","Q9UJ83"
"contig179752_152675","No_Uniprotmatch"
"contig112656","Q9P2H5"
"contig181105","P55115"
"contig79924_213295","Q5T5Y3"
"contig139646","Q96ST2"
"contig153853","No_Uniprotmatch"
"contig59782","O75095"
"contig96465","Q58A42"
"contig96506","O15460"
"contig206268","Q28GF8"
"contig181142","Q99L90"
"contig600003","No_Uniprotmatch"
"contig89930","B7PAD9"
"contig150857","Q9VVI3"
"contig153038","Q9C091"
"contig178024","O08710"
"contig82443","P21272"
"contig149206","P52824"
"contig106423","Q7YR26"
"contig151811","Q9Z0V5"
"contig177004","No_Uniprotmatch"
"contig210628","Q54BU4"
"contig203954","Q91827"
"contig76933","Q3SYT8"
"contig75713_132719_110407","Q9Y297"
"contig77646","No_Uniprotmatch"
"contig145223","O55164"
"contig108308","O54928"
"contig189685","Q8BH97"
"contig89812","No_Uniprotmatch"
"contig147107_5534_31354_157258","Q5R7S6"
"contig26430_66655","Q9C091"
"contig117878","B1VEI4"
"contig3060","No_Uniprotmatch"
"contig116761_131182","A9AIH1"
"contig214577_53946_68181_79759","Q9ULJ6"
"contig96510","No_Uniprotmatch"
"contig179678","No_Uniprotmatch"
"contig60318_211330","Q6NUT3"
"contig179807","P04323"
"contig176937_175723","A2FFX8"
"contig149431","O08837"
"contig140676_96807","Q6NRZ1"
"contig177071","O96952"
"contig176174","P49596"
"contig150605","Q8IWV8"
"contig113836","Q3T094"
"contig75971_104383","Q8BZZ3"
"contig24294_171115_75638_150927","B3RV38"
"contig13624","No_Uniprotmatch"
"contig120667","O89114"
"contig185931","D7GYL6"
"contig81472","A5D7P8"
"contig74855","Q4QL83"
"contig104316","Q7SZE5"
"contig172206","No_Uniprotmatch"
"contig145437","Q05B92"
"contig20699","Q2PZL6"
"contig169452","Q8IUH3"
"contig151026","Q5RB63"
"contig190152_9528_179617","P14755"
"contig116514","Q00537"
"contig115248","Q7SXN5"
"contig146824_108570","Q6DFC8"
"contig167897","Q9BZ72"
"contig168890","Q8NFA0"
"contig16420_20902","Q91WC1"
"contig202567","Q4G017"
"contig109131","P08478"
"contig57968","Q96EX2"
"contig78566","O14194"
"contig211459","A0JPQ7"
"contig185844","Q9TU53"
"contig168102","O75179"
"contig104274","Q09666"
"contig76143","Q3B7T1"
"contig178669","No_Uniprotmatch"
"contig58086","P78317"
"contig111029","P25386"
"contig132058_203376","Q9NV64"
"contig66895","No_Uniprotmatch"
"contig149554","No_Uniprotmatch"
"contig52452_118960","Q8IWV8"
"contig52471_199754","Q6DKN2"
"contig149111","Q9WV30"
"contig182102","No_Uniprotmatch"
"contig76011_11502","Q5XI32"
"contig148013","Q9ERG2"
"contig75388_194067_112181","P70704"
"contig177673","P18503"
"contig118951_51767_105980","Q90889"
"contig146747","P26779"
"contig175766","Q13797"
"contig212759","No_Uniprotmatch"
"contig71595","Q80X50"
"contig600061","P48818"
"contig138206","O95847"
"contig158836","A2A4P0"
"contig172245","Q5ZL33"
"contig184862","No_Uniprotmatch"
"contig213675","No_Uniprotmatch"
"contig204025","No_Uniprotmatch"
"contig79729","Q12912"
"contig76783_77612_106844_216081_195491_79244","Q8IUR6"
"contig23241_41075","P18321"
"contig80026","Q9NVC6"
"contig114420","Q9Z1Q9"
"contig107722","No_Uniprotmatch"
"contig170648","Q64322"
"contig70136","Q14005"
"contig209117","E2BDT2"
"contig146325","Q2VWQ2"
"contig108745","P19139"
"contig209263","P38529"
"contig180066","No_Uniprotmatch"
"contig153314","P37709"
"contig16123_129418_128878_156112","Q96N96"
"contig44410","Q12986"
"contig170839","P84104"
"contig211754","Q15723"
"contig151613","A2AJA9"
"contig112718_123967_18547","Q66H95"
"contig12642","Q8C8U0"
"contig107880","No_Uniprotmatch"
"contig149321","Q6PCS4"
"contig152235","Q4QRK0"
"contig196429_175551_131229_60121","Q58A42"
"contig155289","Q96L93"
"contig82634","P18519"
"contig15673","Q9C098"
"contig23128","No_Uniprotmatch"
"contig78081","F6YVJ3"
"contig182267_25951_116044","A6MHQ4"
"contig74857","Q9P203"
"contig132005_204441_105580_82308","D5SQW8"
"contig98302","Q03669"
"contig177322","Q8IYN6"
"contig109664_201994","Q8TC84"
"contig144754","Q14151"
"contig94460","Q1LZF8"
"contig147459","Q9Y2E4"
"contig81692","Q804T6"
"contig205180","Q6GQX6"
"contig138471","Q86YI8"
"contig149249","P11046"
"contig112182","Q28685"
"contig212026","No_Uniprotmatch"
"contig140680_170374","Q9GR88"
"contig80878","No_Uniprotmatch"
"contig179300","F6YS97"
"contig170005_208199","A3KGK3"
"contig137344","No_Uniprotmatch"
"contig149683_181418","Q9JIZ9"
"contig112465","Q9NRL2"
"contig177900","Q9UKV8"
"contig148359","P82471"
"contig53938_203092_131868","No_Uniprotmatch"
"contig150467","Q5SNZ0"
"contig206001","A6NIX2"
"contig148540","Q8BSD5"
"contig170129","Q8VHF0"
"contig70176","Q8C8R3"
"contig210775","Q92994"
"contig76527","Q64319"
"contig179174","Q92734"
"contig171757","A7MB10"
"contig99376","No_Uniprotmatch"
"contig126192","No_Uniprotmatch"
"contig117970_92676","Q99JG3"
"contig119064_48372_151633","Q9LQV2"
"contig76046","P14629"
"contig65333_175825","Q504Y3"
"contig23875_82953","Q13905"
"contig108579","P98164"
"contig209833","O73698"
"contig216267","O57422"
"contig176405_179494_181052","Q3SZZ2"
"contig177629","Q54H46"
"contig183484","Q96CG8"
"contig199038","C3Z268"
"contig204685","Q91XE9"
"contig181632","O88809"
"contig82893","O76288"
"contig69413","Q9UK61"
"contig207871","Q6DID3"
"contig177941","No_Uniprotmatch"
"contig169291","Q9W6B4"
"contig145134","P29375"
"contig25617_170978","Q96I76"
"contig215726_181529","No_Uniprotmatch"
"contig148615","Q9JKK0"
"contig115473","Q6ZUT9"
"contig147727","Q9WV89"
"contig205210","Q54F46"
"contig210514","Q5R7X2"
"contig184854_104195_212169_117183","Q9ES74"
"contig145005","Q8IZD2"
"contig153387","C8ZAF8"
"contig177532_107548_131411","Q95266"
"contig147955","P69735"
"contig110478","Q8IZD2"
"contig150770_600138","Q9JLC6"
"contig174740","No_Uniprotmatch"
"contig21977","Q8IUN9"
"contig177227_183374_183521","O28550"
"contig204221_175631","P05689"
"contig152156","No_Uniprotmatch"
"contig176064_74666_149818","Q6PH57"
"contig151970","Q9WV30"
"contig178399","No_Uniprotmatch"
"contig180959","No_Uniprotmatch"
"contig74059","Q96P53"
"contig153422_176482_104180","C6FG12"
"contig107393","No_Uniprotmatch"
"contig68759_210701_78220_212597_196214","Q9VCY8"
"contig178497","No_Uniprotmatch"
"contig169340","Q12965"
"contig169739","Q8VDJ3"
"contig151291","Q6GLQ4"
"contig109195","No_Uniprotmatch"
"contig150262","D7EHT4"
"contig203971_147441_211386_176132","Q17770"
"contig109620","No_Uniprotmatch"
"contig150410","Q6QNK2"
"contig104560_181540","Q80Z96"
"contig73872_22180","Q9JK71"
"contig169207","Q6IRB2"
"contig112272","P21580"
"contig171482","Q8IWJ2"
"contig81969","Q4V863"
"contig67926","C3ZUM2"
"contig111569","Q0VH32"
"contig70304","E3LJE4"
"contig209842","P20072"
"contig35831_139274_189894","Q9NZM3"
"contig22500_194707_138922","P54611"
"contig115529","O15027"
"contig188478","Q9NTM9"
"contig76666","Q9NR80"
"contig60753","Q01133"
"contig176562","No_Uniprotmatch"
"contig25200","P22127"
"contig106360_177072_145683","P55201"
"contig156529","Q9BQE4"
"contig23833","P42583"
"contig26700_26131","P07700"
"contig185581","P18503"
"contig204556","Q8IZF0"
"contig169479","Q9QYS2"
"contig73311","P29374"
"contig48502","P25931"
"contig96421_189251","Q5PRF9"
"contig83316_14213_36785","No_Uniprotmatch"
"contig74841_140103_111770_104600_205706","Q5SNQ7"
"contig204015_129709","P63074"
"contig176214","P24643"
"contig148409","Q09666"
"contig18484","Q8JZZ6"
"contig52831","Q8IUH3"
"contig180388_147944_169768","Q8QG61"
"contig600071","B0ZZ78"
"contig118827","O89114"
"contig151019","C3YW70"
"contig60479","Q6NYK8"
"contig154225","C3ZVW4"
"contig103899","Q8CFI0"
"contig115904_129983","Q8WWQ8"
"contig78313","No_Uniprotmatch"
"contig211292","No_Uniprotmatch"
"contig149279_169923","Q5RHP9"
"contig99552_152157","Q504Y3"
"contig188524_70071","No_Uniprotmatch"
"contig119310_211061","Q96RW7"
"contig77601_207123","Q95218"
"contig91830_119427","No_Uniprotmatch"
"contig160100_117542_99326","E0VSW1"
"contig69285","Q5ZHP5"
"contig93633_174756","Q95SX7"
"contig127268_127320_189707","Q8K4L3"
"contig73724","No_Uniprotmatch"
"contig93721","P21328"
"contig117710","No_Uniprotmatch"
"contig72100","Q03001"
"contig49164_115713","Q8CIB9"
"contig188699","No_Uniprotmatch"
"contig152125_210541","Q5ZJN2"
"contig73261_21943","Q8BYR2"
"contig182044","P13346"
"contig147332","Q6IMM8"
"contig107084_178316","Q5ZMM5"
"contig150131","O58320"
"contig11595","Q8IRC7"
"contig146901","O15034"
"contig151390","Q8K4C0"
"contig180844","No_Uniprotmatch"
"contig101271","P04274"
"contig116763_157070_112659_181874","Q03555"
"contig78574","No_Uniprotmatch"
"contig112688_170707_146883","Q12965"
"contig208052","Q71F56"
"contig150833","Q6TMK4"
"contig76797","P55201"
"contig104977","Q5R8H3"
"contig147484","Q6NWC6"
"contig78968","Q9BPW9"
"contig87199","Q7TMY8"
"contig204681","Q7ZXQ3"
"contig170248","No_Uniprotmatch"
"contig60330","Q5F3B1"
"contig178267","P11434"
"contig21150","Q3SWY2"
"contig159783_180414","P10394"
"contig94485","Q5PU49"
"contig15653_59975","Q9C0C9"
"contig117761","Q64581"
"contig151471","Q810U4"
"contig171114","Q6P132"
"contig151747","P08138"
"contig109343","Q01721"
"contig70890","Q22909"
"contig152263_170651_208957","P08110"
"contig153241","Q12894"
"contig170476","No_Uniprotmatch"
"contig150454_205401","Q9TX39"
"contig82667_74864","A7MB46"
"contig150424","Q9U3S9"
"contig148935","P46940"
"contig204245","Q5VUA4"
"contig174328_108394","Q29H55"
"contig155458","No_Uniprotmatch"
"contig191349","No_Uniprotmatch"
"contig73342_110953_108909_105358","Q49GP5"
"contig70798","No_Uniprotmatch"
"contig108303_153229","P10394"
"contig73003","Q9JMD3"
"contig98167","D7F171"
"contig109454_149736","P41158"
"contig151880","Q9BZ19"
"contig107253","No_Uniprotmatch"
"contig147200","No_Uniprotmatch"
"contig186144_217767","No_Uniprotmatch"
"contig38694","No_Uniprotmatch"
"contig179713","P12111"
"contig96946","Q9QXL2"
"contig106103","Q9WU40"
"contig107974","O08874"
"contig205347_218409","P40564"
"contig148512","Q7Z3B3"
"contig79430","No_Uniprotmatch"
"contig119371","Q4JIM4"
"contig117735_156558","Q28CJ6"
"contig138285","Q9DDA9"
"contig103887","P62494"
"contig150905","Q96RW7"
"contig146248_201532","Q14517"
"contig114025","Q5SUC9"
"contig219229_106934","O89114"
"contig79891","No_Uniprotmatch"
"contig210140","Q0VDN7"
"contig148913_209083","Q80X50"
"contig160842_69687","No_Uniprotmatch"
"contig73280","Q3UHK8"
"contig103971","Q13332"
"contig111750","Q9UKV8"
"contig211104_184618","No_Uniprotmatch"
"contig218811","P35445"
"contig212386_147884","Q02246"
"contig151464","O94913"
"contig149739","Q28G87"
"contig77070","Q60803"
"contig209719_172127","Q552M5"
"contig13170_116944_98797","No_Uniprotmatch"
"contig151570","O95819"
"contig145515","Q4A0V8"
"contig202395_110750","Q5XGU5"
"contig129459","No_Uniprotmatch"
"contig218308","No_Uniprotmatch"
"contig145161","Q6DE55"
"contig185947","Q3TBT3"
"contig151378","Q8K135"
"contig152177_151843","Q09575"
"contig157640_105144_202310_160404","P48417"
"contig175826","O46385"
"contig145798","O75096"
"contig15632_117793_170020_79720","Q10741"
"contig154274_177837","Q0IH87"
"contig131505","E2JEI9"
"contig145158","Q13017"
"contig600222_219782","P41541"
"contig152805_155359","Q6NRD3"
"contig218447","Q09666"
"contig15579","Q13247"
"contig212439","No_Uniprotmatch"
"contig164798","No_Uniprotmatch"
"contig138549","Q9ESK9"
"contig81189","Q8C6B2"
"contig151955","No_Uniprotmatch"
"contig184928","P41234"
"contig171524","Q03669"
"contig180223","Q640N2"
"contig215699","Q99K70"
"contig105786","Q9D8V0"
"contig189543_57507","Q7Z3E2"
"contig117257_96999_191666_158430","Q6NRZ4"
"contig97979","P35546"
"contig195052","O35162"
"contig98683","Q1LZF8"
"contig203126_60564","Q13136"
"contig178240","Q8TDM6"
"contig51702","Q5PQQ2"
"contig600002","P34743"
"contig178733","Q54BU4"
"contig177469_209841","P97360"
"contig168744_218437","O88470"
"contig146228","Q76LL6"
"contig60540","E6ZIJ1"
"contig151784","Q9P2N4"
"contig148628","Q6V4S5"
"contig70292","Q5VT06"
"contig99698","Q66I12"
"contig205106","No_Uniprotmatch"
"contig193366","P29084"
"contig105369_111823","Q14677"
"contig78096","Q62440"
"contig25792_177711","P37727"
"contig146126","Q92058"
"contig185899","Q9NX02"
"contig146870","No_Uniprotmatch"
"contig98484","Q5RBG4"
"contig147311","No_Uniprotmatch"
"contig150606","Q9WUA1"
"contig140419","No_Uniprotmatch"
"contig203404","No_Uniprotmatch"
"contig77270","O35681"
"contig76932","No_Uniprotmatch"
"contig180197","No_Uniprotmatch"
"contig108787","Q6IRI9"
"contig146783","Q6DH69"
"contig60029","Q95SX7"
"contig147580","Q6ZZY0"
"contig150837","P29374"
"contig147926","Q552Z2"
"contig10849","Q9W6H5"
"contig104761","Q9W596"
"contig184403","A4K2M5"
"contig108569_211830_208029","Q8C1B2"
"contig76693_72639_131383","Q8N103"
"contig203916","Q12872"
"contig204084","C5M4Q2"
"contig78166","Q95218"
"contig171867","Q58A42"
"contig191461_178066","Q7NBW0"
"contig204068","Q5F3G6"
"contig111726_150318","Q4VCS5"
"contig600203","Q9WV92"
"contig130343","No_Uniprotmatch"
"contig108283_140572","A5PMX1"
"contig8199_148757","Q8C9H6"
"contig171576","Q9NWH7"
"contig51608_202228_59214","Q6P4Y6"
"contig170561_190070","O89114"
"contig171000","Q55G75"
"contig201645","Q3UHK8"
"contig181512","Q9QXZ0"
"contig186777","No_Uniprotmatch"
"contig78161_168162","C3Z2W6"
"contig148647","Q80TM6"
"contig60605","P97677"
"contig74539","No_Uniprotmatch"
"contig214982","No_Uniprotmatch"
"contig600069","Q8MVR1"
"contig151255","Q640N2"
"contig80389","No_Uniprotmatch"
"contig75407","No_Uniprotmatch"
"contig13514","Q90YV5"
"contig600032","Q2PZL6"
"contig170577","O94864"
"contig146952","B3S3S3"
"contig137991","Q8VDZ4"
"contig119618","No_Uniprotmatch"
"contig147880","Q9QYC1"
"contig79851_6457_68563_69741","Q99P72"
"contig152198","Q7TT36"
"contig111135_171109","Q6PIX5"
"contig115474","Q58DI5"
"contig78903","Q5T5Y3"
"contig187659_165774","Q86Y13"
"contig186126","A0JMY5"
"contig173642","Q8CGE9"
"contig78121","A2BGU9"
"contig76318","No_Uniprotmatch"
"contig133281_210552","Q13613"
"contig72895","Q3UKU1"
"contig77163","Q8BL99"
"contig151868","Q6ZR37"
"contig152241","A2AHL1"
"contig145450_181814_176045","P20482"
"contig79914","Q0KIA2"
"contig68310","Q7ZXQ3"
"contig151323_151780_188911","Q9CY64"
"contig150051","Q4TDM2"
"contig147237","Q8K339"
"contig75611","Q6QQT1"
"contig168917_218957","Q96K80"
"contig211070","No_Uniprotmatch"
"contig66599","A0MSJ1"
"contig151037","Q7ZXQ3"
"contig145804","Q95218"
"contig210293","Q8N3C0"
"contig145387","A2AHL1"
"contig180617","Q6NUB7"
"contig178451","P21758"
"contig208516","No_Uniprotmatch"
"contig196682","Q5ZIE8"
"contig178257_21668_146877","O08560"
"contig151451","Q9QXZ0"
"contig109591","Q2L969"
"contig160790","Q92538"
"contig105657","Q09575"
"contig600175","Q8K0V4"
"contig146841","Q23023"
"contig114296","Q5PRF9"
"contig178449","P91580"
"contig151504","Q9NRL2"
"contig83834","No_Uniprotmatch"
"contig77503","B3RQP5"
"contig146719","Q7KRY7"
